path,kind,size_bytes,n_files,classification,reason_ru,reusable_parts,depends_on,referenced_by
artifacts/repository_cleanup/resources_externalization_receipt.json,receipt,2599,1,FROZEN_REFERENCE,status SUPERSEDED_IN_PART_BY_LEGACY_RETIREMENT,,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/repository_cleanup/legacy_data_retirement_receipt;inputs/bootstrap;inputs/sources,
artifacts/research/r2_adversarial_audit,artifact_dir,869890,5,FROZEN_REFERENCE,"receipts R2 (source_inventory.csv 800 КБ, reviewed_file_hashes)",,data/scenario_simulation_v2_1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;docs/research/r2_adversarial_audit/01_EXECUTIVE_VERDICT_RU.md;docs/research/r2_adversarial_audit/02_SOURCE_RECONSTRUCTION_ADVERSARIAL_AUDIT_RU.md;docs/research/r2_adversarial_audit/12_PHYSICAL_WORLD_READINESS_RU.md
artifacts/splits/scenario_representation_v2_1,frozen_release,2169565,50,FROZEN_REFERENCE,"SKRU1_SCENARIO_REPRESENTATION_V2_1_R1, manifest 0e5501cb…",,configs/scenario_adapter_v2_1.json;configs/scenario_sequences_v2_1.json;data/scenario_simulation_v2_1,README.md;artifacts/data_quality/scenario_representation_v2_1/acceptance_receipt.json;artifacts/data_quality/scenario_representation_v2_1/artifact_inventory.csv;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_V2_1_ADAPTER_ACCEPTANCE_RU.md;docs/research/NEURAL_COMPARATORS_V2_1_SOURCES.md;docs/reset_2026_09/run_kit/preflight_verify_canonical.json;…(+2)
artifacts/splits/spatial_quadrants_v1,artifact_dir,2628,2,MOVE_TO_LEGACY,квадранты по координатам retired survey_points,,,artifacts/data_quality/gate_a1_report.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;scripts/run_gate_a1.py
artifacts/splits/t1_v1,artifact_dir,27998,3,MOVE_TO_LEGACY,split-manifests T1 (test раскрыт однократно),,,artifacts/data_quality/gate_a1_report.json;artifacts/data_quality/split_summary.csv;artifacts/model_selection/t1_b0_b1_v1/test_access_ledger.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;src/skru1/scenario_boundary_v2_1.py;src/skru1/splits.py
artifacts/splits/t5_v1,artifact_dir,29342,4,MOVE_TO_LEGACY,split-manifests T5,,,artifacts/data_quality/gate_a1_report.json;artifacts/data_quality/split_summary.csv;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;src/skru1/scenario_boundary_v2_1.py;src/skru1/splits.py
artifacts/status/gate_a0_status.json,artifact,191,1,MOVE_TO_LEGACY,статус Gate A0,,,artifacts/research/r2_adversarial_audit/source_inventory.csv
artifacts/verification/gate_a0_report.json,artifact,164978,1,MOVE_TO_LEGACY,отчёт Gate A0 (165 КБ),,artifacts/inventory/run_01_eda_targets_v1;artifacts/inventory/run_01_reconstruction_v3_2;artifacts/inventory/run_02_eda_targets_v1;artifacts/inventory/run_02_reconstruction_v3_2;configs/input_manifest.csv;configs/source_manifest.csv;data/artifact_manifest;data/dataset_manifest;…(+12),artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/.gitattributes,doc_config,180,1,REMOVE_FROM_NEW_MAIN,-text для v2.1 protocol/reports,,,artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/CANONICAL_RESEARCH_STATE_RU.md,doc,10339,1,REBUILD,описывает v2.1/R1/R2 как текущее и маршрут PW v1 → 2D/2.5D OGS; содержит Windows-путь; пересобрать как корневой PROJECT_STATE_RU.md + docs/legacy/ индекс,раздел 9 'Зафиксированные названия'; раздел 2 (retired),,AGENTS.md;CLAUDE.md;README.md;README_FIRST.md;artifacts/repository_cleanup/canonical_cleanup_receipt.json
docs/LEGACY_DATA_RETIREMENT_2026-09-25_RU.md,doc,4909,1,KEEP_CURRENT,решение LEGACY_RETIRED остаётся в силе; обновить только абзац 'Текущий научный маршрут',,,AGENTS.md;CLAUDE.md;README.md;README_FIRST.md;docs/REPOSITORY_CONSOLIDATION_2026-09-25_RU.md
docs/REPOSITORY_CONSOLIDATION_2026-09-25_RU.md,doc,17919,1,MOVE_TO_LEGACY,датированная фиксация 25.09 с маршрутом PW v1 → OGS; Windows-пути,§9 storage policy (main / private / git history / work) → новый REPOSITORY_POLICY,,AGENTS.md;CLAUDE.md;README.md;README_FIRST.md
docs/governance/DATA_GOVERNANCE_AND_CONTRACTS.md,doc,2100,1,MOVE_TO_LEGACY,"v4: смешивает retired-политику, v2.1 и PW v1; эпистемика и пути уже покрыты SCIENTIFIC_RULES_RU/DATA_AND_PATH_POLICY_RU",hash/commit/seed/environment на каждый эксперимент; 'модель после раскрытия test → новая версия оценки'; scale LAB/MASSIF/CALIBRATED_EFFECTIVE_MODEL + transferability,,artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/governance/FINAL_EVALUATION_POLICY_V2.md,doc,4177,1,REUSE_GENERIC,политика holdout T1 после раскрытия t1_v1/test,раскрытый test = только historical diagnostic; одноразовый ledger доступа; схема/метрики/критерии фиксируются до открытия labels; любая попытка доступа считается израсходованной → будущая VALIDATION_POLICY,,artifacts/governance/final_holdout_v2_status.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/final_holdout_v2.yaml;docs/reports/GATE_B2_ADAPTIVE_KALMAN_RU.md
docs/governance/GATE_B3_PROTOCOL.md,doc,5554,1,FROZEN_REFERENCE,Gate B3 historical baseline @ ce8e57e,,,artifacts/model_selection/t1_b3_v1/development_candidate.json;artifacts/model_selection/t1_b3_v1/gate_b3_report.json;artifacts/model_selection/t1_b3_v1/validation_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/GATE_B3_IMM_RU.md;src/skru1/gate_b3.py
docs/governance/MODEL_RESEARCH_PROGRAM.md,doc,2420,1,MOVE_TO_LEGACY,последовательность PW v1 → OGS → ensemble → R1 comparators,"'число моделей и нейроархитектура не доказательство качества'; 'IMM — кинематическая модель, не геомеханический prior'",,AGENTS.md;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json
docs/governance/PATH_POLICY.md,doc,1933,1,MOVE_TO_LEGACY,заменён docs/governance/DATA_AND_PATH_POLICY_RU.md (fb460de); п.9 про frozen v2.1 устарел,п.1 (корень по маркер-файлу или --root) и п.10 (missing/mismatch current-core или active evidence = blocking; retired — отдельный отчёт) отсутствуют в новой политике — перенести,,AGENTS.md;README.md;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/governance/DATA_AND_PATH_POLICY_RU.md,doc,2942,1,KEEP_CURRENT,новая политика данных/путей после reset (fb460de),,,
docs/governance/SCIENTIFIC_RULES_RU.md,doc,6186,1,KEEP_CURRENT,"новые научные правила: статусы, запреты подмены, провенанс, противоречия, время/утечка (fb460de)",,,docs/reset_2026_09/NIGHT_RUN_LEDGER_RU.md
docs/governance/PROJECT_STATE.md,doc,2743,1,MOVE_TO_LEGACY,"state 25.09 (v2.1 current, PW v1 route); по целевой архитектуре заменяется корневым PROJECT_STATE_RU.md",,,AGENTS.md;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json
docs/governance/RESEARCH_DIRECTION_RU.md,doc,2568,1,MOVE_TO_LEGACY,маршрут 'evidence registry -> PW v1 -> 2D/2.5D OGS'; заменяется docs/roadmap/,формулировка главного результата спецчасти (прогноз по истории маркшейдерских наблюдений),,artifacts/reconstruction/scenario_constraints_v1/scenario_constraints.csv;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;data/reconstruction_research_v1/README.md;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;docs/research/r2_adversarial_audit/03_CURRENT_DATA_CLAIMS_MATRIX.csv;scripts/build_scenario_constraints.py
docs/governance/SCENARIO_EXPERIMENT_V2_PROTOCOL.md,doc,11357,1,FROZEN_REFERENCE,протокол v2 scenario experiment,,,artifacts/research/r2_adversarial_audit/source_inventory.csv;data/scenario_simulation_v2/README.md;data/scenario_simulation_v2_1/README.md;docs/research/NEURAL_COMPARATORS_V2_1_SOURCES.md;src/skru1/scenario_simulation_v2.py;src/skru1/scenario_simulation_v2_1.py
docs/governance/SCENARIO_V2_1_REPRESENTATION_PROTOCOL.md,doc,9872,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d (source representation manifest),,,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;artifacts/splits/scenario_representation_v2_1/representation_manifest.json;artifacts/splits/scenario_representation_v2_1/sequence_manifest.json;configs/scenario_sequences_v2_1.json;docs/research/NEURAL_COMPARATORS_V2_1_SOURCES.md;scripts/build_scenario_representation_v2_1.py
docs/governance/SPECIAL_SECTION_STRUCTURE.md,doc,2444,1,REBUILD,"названия диплома/спецчасти неизменны; пп. 4–8 (v2.1, B1/IMM, PW v1 2D/2.5D) устарели",утверждённые названия; п.10 'нет field validation / нет полного 3D twin' → переформулировать под WorldSpec,,AGENTS.md;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json
docs/model_cards/B7_TWO_REGIME_IMM.md,doc,4326,1,FROZEN_REFERENCE,Gate B3 historical baseline @ ce8e57e,,,artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/reports/DATA_FOUNDATION_V2_RU.md,doc,73266,1,FROZEN_REFERENCE,отчёт релиза v2 (73 КБ); 9 Windows-команд .venv\Scripts; ссылается на удалённые скрипты audit_scenario_v2.py и др.,,,.gitattributes;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;data/scenario_simulation_v2/README.md;data/scenario_simulation_v2_1/README.md;docs/research/r2_adversarial_audit/03_CURRENT_DATA_CLAIMS_MATRIX.csv;docs/reset_2026_09/run_kit/preflight_verify_canonical.json;src/skru1/scenario_simulation_v2.py;…(+1)
docs/reports/GATE_A0_REPORT_RU.md,doc,2117,1,MOVE_TO_LEGACY,Gate A0,,,artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/reports/GATE_A1_DATA_QUALITY_RU.md,doc,9671,1,MOVE_TO_LEGACY,Gate A1; Windows-команды,,,artifacts/research/r2_adversarial_audit/source_inventory.csv;scripts/run_gate_a1.py
docs/reports/GATE_B0_B1_T1_BASELINES_RU.md,doc,9640,1,MOVE_TO_LEGACY,Gate B0/B1; Windows-команды,,,artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/reports/GATE_B2_ADAPTIVE_KALMAN_RU.md,doc,17786,1,MOVE_TO_LEGACY,Gate B2; Windows-команды,,,artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/reports/GATE_B3_IMM_RU.md,doc,19761,1,FROZEN_REFERENCE,Gate B3 historical baseline @ ce8e57e; Windows-команды,,,README.md;artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/reports/IMM_V2_IMPROVEMENT_DESIGN_RU.md,doc,14945,1,MOVE_TO_LEGACY,план улучшений IMM на v2,,,.gitattributes;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/governance/SCENARIO_EXPERIMENT_V2_PROTOCOL.md;docs/research/NEURAL_COMPARATORS_V2_1_RESEARCH_RU.md;docs/research/NEURAL_COMPARATORS_V2_1_SOURCES.md
docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json,doc,23779,1,MOVE_TO_LEGACY,machine-readable приёмка линии 1 (Windows-команды),,,artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md,doc,17957,1,MOVE_TO_LEGACY,приёмка переоцифровки линии 1,"чек-лист приёмки оцифровки (unresolved не интерполируются, repeat ≤2 px, нет выдуманных дат)",,artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reset_2026_09/run_kit/preflight_verify_canonical.json
docs/reports/RECONSTRUCTION_ATLAS_V1_RU.md,doc,9645,1,REBUILD,описание атласа Мусихин/Филатова; Windows-команды,текст ограничений оцифровки → карточка observation evidence VKM-SRC-002 p.15,,artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv
docs/reports/SCENARIO_SIMULATION_V2_1_ERRATUM_RU.md,doc,3930,1,FROZEN_REFERENCE,erratum V2-REP-001,,,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/research/NEURAL_COMPARATORS_V2_1_SOURCES.md;docs/research/r2_adversarial_audit/03_CURRENT_DATA_CLAIMS_MATRIX.csv;scripts/finalize_scenario_v2_1_erratum.py
docs/reports/SCENARIO_V2_1_ADAPTER_ACCEPTANCE_RU.md,doc,9297,1,FROZEN_REFERENCE,приёмка адаптера v2.1,,,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/research/NEURAL_COMPARATORS_V2_1_SOURCES.md
docs/reports/SCENARIO_V2_1_SEQUENCE_ACCEPTANCE_RU.md,doc,3534,1,FROZEN_REFERENCE,приёмка sequences v2.1,,,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/research/NEURAL_COMPARATORS_V2_1_SOURCES.md
docs/research/NEURAL_COMPARATORS_V2_1_DECISION_MATRIX.csv,doc,13307,1,MOVE_TO_LEGACY,R1: матрица GRU/Transformer/Neural CDE,,,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/research/NEURAL_COMPARATORS_V2_1_RESEARCH_RU.md
docs/research/NEURAL_COMPARATORS_V2_1_RESEARCH_RU.md,doc,171194,1,MOVE_TO_LEGACY,R1 (171 КБ): GRU/Transformer/CQR/Neural CDE comparators — план снят,,,README.md;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/research/r2_adversarial_audit/03_CURRENT_DATA_CLAIMS_MATRIX.csv
docs/research/NEURAL_COMPARATORS_V2_1_SOURCES.md,doc,19961,1,MOVE_TO_LEGACY,источники R1,,,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/research/NEURAL_COMPARATORS_V2_1_RESEARCH_RU.md
docs/research/PHYSICAL_WORLD_EVIDENCE_STATE_RU.md,doc,28593,1,MOVE_TO_LEGACY,каноника физической ветки 2D/2.5D → OGS; Windows-пути E:\,"§7 роли источников (Лебедева, Кудряшов, Барях–Асанов–Паньков, Соловьёв–Секунцов, Беляков–Беликов, GPR, InSAR); §12 'что ещё нужно найти' → вход gap-анализа sweep",,README.md
docs/research/r2_adversarial_audit,doc_dir,256200,18,FROZEN_REFERENCE,"R2 (24.09, c5da110): вердикт по v2.1 + Track B физической готовности; Track B заменяется новым sweep","04_SOURCE_REGISTER, 05_SOURCE_DUPLICATES, 06_CONTRADICTIONS, 07_PHYSICAL_EVIDENCE_INVENTORY, 13_MISSING_EVIDENCE_REQUESTS → импортировать в PRIVATE sweep как prior claims со статусом TO_REVERIFY; вывод 'доноры = Соликамск СКРУ-1/СКРУ-2, рудник не доказан' обязателен для observation evidence VKM-SRC-002",,README.md;artifacts/repository_cleanup/canonical_cleanup_receipt.json
docs/architecture,doc_dir,8154,1,KEEP_CURRENT,целевая архитектура репозиториев после reset (fb460de); ссылается на этот аудит как docs/reset_2026_09/PUBLIC_REPO_AUDIT_RU.md,,,docs/reset_2026_09/NIGHT_RUN_LEDGER_RU.md
docs/worldspec,doc_dir,18961,1,KEEP_CURRENT,"новый дизайн-документ WorldSpec vNext (commit d353c84): разделение world/process/observation/validation, availability semantics",,src/vkm_world,docs/architecture/REPOSITORY_ARCHITECTURE_RU.md;docs/reset_2026_09/NIGHT_RUN_LEDGER_RU.md
docs/reset_2026_09/NIGHT_RUN_LEDGER_RU.md,doc,7670,1,KEEP_CURRENT,журнал текущего reset-run,,,CLOUD_TO_LOCAL_HANDOFF_RU.md
docs/reset_2026_09/PREFLIGHT_REPORT_RU.md,doc,6536,1,KEEP_CURRENT,"preflight reset (SHA, LFS, verifier, tests)",,,CLOUD_TO_LOCAL_HANDOFF_RU.md;docs/reset_2026_09/NIGHT_RUN_LEDGER_RU.md
docs/reset_2026_09/run_kit/CONTEXT_PREAMBLE.md,doc,1500,1,KEEP_CURRENT,преамбула для workflow-агентов,,,
docs/reset_2026_09/run_kit/MATH_PROTOCOL.md,doc,5876,1,KEEP_CURRENT,протокол math wave; содержит VM-пути /home/user (переписываются localize_paths.sh),,,CLOUD_TO_LOCAL_HANDOFF_RU.md
docs/reset_2026_09/run_kit/SWEEP_PROTOCOL.md,doc,14643,1,KEEP_CURRENT,протокол sweep; VM-пути,,,
docs/reset_2026_09/run_kit/chunk_plan.json,doc,24062,1,KEEP_CURRENT,план 65 чтений,,,
docs/reset_2026_09/run_kit/corpus_extraction_summary.json,doc,6702,1,KEEP_CURRENT,сводка извлечения текста корпуса,,,CLOUD_TO_LOCAL_HANDOFF_RU.md
docs/reset_2026_09/run_kit/localize_paths.sh,tooling,1035,1,KEEP_CURRENT,переписывает VM-пути run kit на локальные (правит файлы in-place),,,
docs/reset_2026_09/run_kit/preflight_public_pytest.txt,log,335625,1,REMOVE_FROM_NEW_MAIN,сырой лог pytest 335 КБ с трассировками (80 строк VM-путей); заменить компактным per-test CSV причин (этот аудит),,,
docs/reset_2026_09/run_kit/preflight_verify_canonical.json,receipt,6486,1,KEEP_CURRENT,receipt verifier до reset (PASS),,,
docs/reset_2026_09/run_kit/tools,tooling,16495,6,REBUILD,render_page/grep_vocab/merge_sweep жёстко содержат <домашний каталог VM>/... (нарушение PATH_POLICY п.3); параметризовать через env PUB/RES/WORK и перенести в tools/,"extract_corpus_text, split_ocr_all, build_existing_digests — переносимы как есть",,CLOUD_TO_LOCAL_HANDOFF_RU.md
docs/reset_2026_09/run_kit/venv_research_freeze.txt,requirements,1557,1,KEEP_CURRENT,freeze .venv-research (92 пакета) — основа нового requirements/research.lock.txt,,,CLOUD_TO_LOCAL_HANDOFF_RU.md
docs/reset_2026_09/run_kit/workflows,tooling,27806,3,KEEP_CURRENT,workflow-скрипты sweep/audit/math (prompts с VM-путями),,,CLOUD_TO_LOCAL_HANDOFF_RU.md
