vn_id,source_id,locator,data_class_as_extracted,dc_id,mapping,status,scope,confidence,availability_as_extracted,latency_as_extracted,notes
EV-VN-S025-0841,VKM-SRC-025,"p153 [§6.1, с.153]","lab creep test (uniaxial, salt rocks)",DC03,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,only via publication; test dates and specimen provenance not stated,test durations hours to months (~40 days main series); long-term strength curves partly extrapolated,
EV-VN-S025-0878,VKM-SRC-025,"p162 [§6.2, с.157-162]",long-term strength coefficient of salt rocks (lab),DC03,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,accelerated method enables 'оперативная оценка' — mass determinations feasible,accelerated method reduces latency from months to ~1 day per specimen,
EV-VN-S025-0908,VKM-SRC-025,"p136 [Гл. 5, с.133-151]",lab contact (interface) shear tests of salt rocks,DC03,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,only via publication; no raw data,unknown lag between tests and publication,
EV-VN-S025-1010,VKM-SRC-025,p175 [§7.4],"in-situ brittleness (burst-proneness) test, BP-18",DC26,explicit (cited in DC row),FACT,SKRU1,HIGH,only via publication; raw test log location not stated,,
EV-VN-S025-1044,VKM-SRC-025,p185 [Контрольный вопрос 23 (отсылка к §2.4)],lab test sample metadata (место отбора проб),DC03,keyword rule on data_class,ANALOGUE,GENERAL_METHOD,HIGH,depends on whether sampling-location metadata is preserved with lab results,details are in §2.4 (other chunk),"Pointer only; content in §2.4.; статус записи FACT → ANALOGUE: учебный пример (D-02), не факт о СКРУ-1"
EV-VN-S025-1142,VKM-SRC-025,p192 [Список литературы (анализ дат VKM-источников)],published physico-mechanical property data of VKM salt rocks (lab and in-situ),DC03,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,only as published summaries; many are low-circulation regional proceedings; raw test data not published,several years to decades between testing and publication/generalization,
EV-VN-S026-0004,VKM-SRC-026,p2 [Оборот титула],teaching manual summarizing technological regulations (технологические регламенты ПАО «Уралкалий»),DC11,keyword rule on data_class,FACT,GENERAL_METHOD,HIGH,"public teaching manual; underlying regulations [1],[2],[4],[5],[8],[10] are company/normative documents with restricted access","Secondary source: design/normative parameters, not as-mined geometry; lag between regulation issue and teaching publication several years",
EV-VN-S026-0122,VKM-SRC-026,p24 [§5],"panel/block mining-system parameters (passes, chamber width/height, pillar widths, working and pillar inventory)",DC12,explicit (cited in DC row),FACT,GENERAL_METHOD,MEDIUM,design values available before mining; as-mined geometry only after mine surveying (маркшейдерская съёмка) — not in this source,Design parameters precede excavation; actual geometry may differ,
EV-VN-S026-0143,VKM-SRC-026,"p30 [§5.3, сноски 16, 18]","production-rate data (chamber mining time, drift advance rate)",DC15,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,actual rates internal to mine; only conventional averages public,,
EV-VN-S026-0175,VKM-SRC-026,p41 [Список литературы],"normative document / technological regulation (mining parameters, pillar sizing, flood protection)",DC11,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,company-internal / restricted; only summarized in teaching manual (2018),Regulation versions change over time: design parameters of a given panel depend on regulation in force when it was designed,
EV-VN-S027-0032,VKM-SRC-027,p4 [§ методика; Табл. 1],"block-averaged geological design inputs (depth, thickness, UCS, insoluble residue) for pillar design",DC12,explicit (cited in DC row),FACT,USOLSKY,MEDIUM,design documentation — available before extraction; published excerpt 2017,"UCS values are per-layer constants (identical in all 8 blocks) — probably taken from a handbook/test series, not block-specific tests",
EV-VN-S028-0003,VKM-SRC-028,p3 [Предисловие],equipment technical documentation / training manual,DC12,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,published training manual (Uralkali internal distribution; right of reprint belongs to Uralkali/NIPO),"Values are manufacturer passport/design values, not measured field geometry of workings","Preface: 'Многие материалы... публикуются впервые'. Authors used a generalized approach, not detailed description of all parts."
EV-VN-S028-0051,VKM-SRC-028,p47 [Таблица техн. характеристик комбайна «Урал-20Р» (без номера)],combine technical specification (Урал-20Р),DC12,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,from 1999 via this manual,New machine; spec published only in part 2,
EV-VN-S028-0101,VKM-SRC-028,"p22 [синтез: стр. 22-23, 37, 47, 80, 90]",chamber cross-section geometry (design type-size of combine),DC12,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,design dimensions available a priori (before mining); as-mined contour requires mine-survey measurements not provided here,"Actual contour deviates: shield-wall gap 200-500 mm for steering, manual steering (no auto-guidance in 1999), lateral drift of Урал-61, berm lift/lower 100/150 mm",
EV-VN-S028-0120,VKM-SRC-028,"p205 [§3.6 Пульт управления, блок индикации нагрузки (pp.202, 204-205)]",combine motor load / supply voltage indication (cutting-load proxy for ore cuttability),DC15,manual override (reviewed),FACT,VKM_REGIONAL,MEDIUM,UNKNOWN — source describes only real-time display to the operator; no logging/archiving described,instantaneous; no persistence stated,Potential (but undocumented) proxy for spatial variability of seam properties along chambers; also a 'метан-реле' spare input is provided on the control panel (p.202) = gas monitoring at face.
EV-VN-S028-0146,VKM-SRC-028,p302 [§5.1.5 Обкатка; формуляр комбайна],equipment formulary (формуляр комбайна): время работы и объём добычи,DC15,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,потенциально — архив механической службы рудника; не маркшейдерский документ,"record per machine, not per chamber/location; tonnage not georeferenced",Possible auxiliary source of extraction chronology (tonnage per machine per period) if archives survive; linking to chamber geometry would need mine survey records.
EV-VN-S028-0155,VKM-SRC-028,p316 [§5.4.2],hypsometry of seam/working floor (гипсометрия почвы выработок),DC14,keyword rule on data_class,INTERPOLATION,VKM_REGIONAL,MEDIUM,потенциально через маркшейдерский архив рудника; в источнике не приведена,,Inference that floor hypsometry exists as an operational data product; the text only states the requirement. Status marked INTERPOLATION to flag the inference.
EV-VN-S028-0157,VKM-SRC-028,p320 [§5.4.2 окончание (эксплуатация конвейера)],"equipment formulary / shift handover records (формуляр конвейера, передача смены)",DC15,manual override (reviewed),FACT,VKM_REGIONAL,MEDIUM,маловероятно; механический архив рудника,"records are about equipment failures, not about ground conditions","Recorded for completeness of the information-lifecycle catalogue; low value for subsidence world. Also p.319: main maintenance in the 'ремонтно-подготовительная смена' (shift regime, cf. c4)."
EV-VN-S028-0161,VKM-SRC-028,"p321 [§6.1, пп.3.1-3.2]",замеры горючих газов в забое; записи о техническом состоянии комбайна,DC25,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,только по запросу к руднику; архивность журналов неизвестна,журналы бумажные (1999),
EV-VN-S028-0172,VKM-SRC-028,p334 [§7.1.1],"записи о ТО/ремонте комбайнов (формуляр, график ТО)",DC15,manual override (reviewed),FACT,VKM_REGIONAL,MEDIUM,внутренний документ рудника; может косвенно датировать простои/темп выемки,,"Потенциальный косвенный источник хронологии работы комбайна в конкретной камере/панели (не проверено, доступность UNKNOWN)."
EV-VN-S028-0187,VKM-SRC-028,p412 [§9.1],"книга приёма-сдачи смен самоходного вагона (работа, неисправности)",DC15,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,внутренний документ участка; доступность UNKNOWN,,Операционные записи — потенциальный косвенный источник сменной хронологии работы на участке; для прогноза оседаний маловероятно доступно.
EV-VN-S028-0240,VKM-SRC-028,p426 [выходные данные],учебное пособие по горному оборудованию (нормативно-технологические сведения Уралкалия),DC30,manual override (reviewed),FACT,VKM_REGIONAL,HIGH,"с 1999 г., ограниченный тираж 550 экз.",отражает оборудование и регламенты конца 1990-х; к более ранним периодам выемки (1930-1980-е) применимо только с оговорками,
EV-VN-S029-0017,VKM-SRC-029,p10 [Публикации/Апробация],in-situ stress measurements (hydro-jack Kaiser effect) at VKM mines,DC26,explicit (cited in DC row),INTERPOLATION,VKM_REGIONAL,HIGH,published values only (dissertation/papers); raw AE records held by GI UrO RAN,years between measurement and publication,Measurement dates not given in pp.1-53; lifecycle inferred from front matter.
EV-VN-S029-0039,VKM-SRC-029,p24 [§1.1.4],core-based stress estimates (ASR/DSCA/Kaiser),DC26,keyword rule on data_class,FACT,GENERAL_METHOD,HIGH,only after lab processing,core memory may decay with time since extraction (see later pages on Kaiser memory),
EV-VN-S029-0062,VKM-SRC-029,p44 [§1.3.1 (ref [62])],core Kaiser-effect horizontal stress estimates (VKM),DC26,manual override (reviewed),INTERPOLATION,VKM_REGIONAL,HIGH,published λ_ср only; sample-level data in Fig. 1.23 of [62],core Kaiser memory may degrade with time since extraction (not discussed here),
EV-VN-S029-0077,VKM-SRC-029,p53 [§1.3.4 (ref [66])],underground borehole pressuremeter-AE stress test in pillar,DC26,keyword rule on data_class,INTERPOLATION,BKPRU2,HIGH,published figure only,pillar stress evolves with time since mining (creep); timing of test relative to chamber excavation not stated,
EV-VN-S029-0082,VKM-SRC-029,p45 [§1.3.1 (ref [62]) with ref year from p.154],VKM regional lateral stress coefficient λ_ср = 0.71,DC26,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,available since 1999 in conference proceedings; low accessibility,single mean value widely re-cited; underlying sample data only in Fig. 1.23,
EV-VN-S029-0105,VKM-SRC-029,p60 [§2.1 (pp.60-63)],in-situ stress measurement (borehole hydro-jack Kaiser/AE method),DC26,explicit (cited in DC row),FACT,GENERAL_METHOD,MEDIUM,only via publications/reports of ГИ УрО РАН; not routine mine data,"campaign-based, sparse in space/time",Inference from method description; dates of campaigns not on these pages.
EV-VN-S029-0187,VKM-SRC-029,p90 [Ch.3 (pp.90-106)],numerical model output (near-borehole stress interpretation aid),DC28,keyword rule on data_class,FACT,GENERAL_METHOD,MEDIUM,only as published figures/formulas,"model output ≠ measurement; inputs σ1=8.0, λ=0.6 are assumptions from [69]","Ansys 18.0 release year (2017) is general knowledge, not stated in source."
EV-VN-S029-0284,VKM-SRC-029,"p128 [гл. 5, Заключение]",in-situ stress measurement (borehole hydro-jack + AE),DC26,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,"published point profiles (figures only, no tabulated data, no coordinates); raw AE/pressure records held by ГИ УрО РАН (not published)",years between measurement and thesis publication; only mean λ published,Measurement dates UNKNOWN from these pages; where_stored is an assumption.
EV-VN-S029-0368,VKM-SRC-029,"p156 [refs [67],[69],[73],[82],[83],[96],[97]]","in-situ stress measurements in VKM salt (ГИ УрО РАН, hydro-jack/pressiometer + AE)",DC26,explicit (cited in DC row),DERIVATION,VKM_REGIONAL,MEDIUM,"published summaries only (figures, means); raw data not public",measurement-to-publication latency unknown (≤1-3 years inferred); dates of mining of adjacent workings unknown,Upper bounds on measurement dates inferred from publication years of the cited reports; treat as DERIVATION not FACT.
EV-VN-S030-0021,VKM-SRC-030,"p2 [§2, Благодарности p.6]","oil-well geophysical logs (acoustic televiewer, caliper, inclinometry) used for stress orientation",DC04,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,only summary tables in publications; raw logs held by Пермнефтегеофизика / materials provided by Жуланов И.Н.,≥14 years between log interpretation and stress article,
EV-VN-S031-0030,VKM-SRC-031,p4 [Библ. список [1]],normative document (Указания… ВКМ),DC11,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,действует с 30.03.2017 (ведомственный документ недропользователей; публичная доступность не указана),~3 года между редакцией и вводом в действие,
EV-VN-S033-0019,VKM-SRC-033,p2 [p2; ref [2]],"подземная геологическая документация глинистых прослоев (мощность, число, положение) в выработках",DC02,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,после вскрытия выработками (т.е. синхронно с отработкой); публично — с 2009,измерение возможно только после вскрытия выработкой — априорно для неотработанных участков недоступно,
EV-VN-S034-0042,VKM-SRC-034,"p4 [рис. 2а, 3, 4; текст]",surface levelling campaigns (profile lines) + underground station readings + chamber convergence surveys,DC17,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,mine survey department has campaign data after each cycle; published aggregate only 2023,critical-strain interpretation made years after the 2019 acceleration; campaigns mostly once a year -> annual resolution of rate change,
EV-VN-S035-0022,VKM-SRC-035,p5 [Рис. 5; «рекомендуется ... при проектировании и разработке планов горных работ»],engineering criterion / nomogram (design tool),DC11,manual override (reviewed),FACT,VKM_REGIONAL,HIGH,"public since 2011; later incorporated into normative 'Указания' (per other sources, not stated here)","requires trough parameters, i.e. mature subsidence observations or forecast",
EV-VN-S036-0003,VKM-SRC-036,p1 [article history box + §Introduction/Fig.2 text p.2],laboratory uniaxial creep test of salt specimens + FE calibration of viscoplastic law parameters,DC03,explicit (cited in DC row),FACT,GENERAL_METHOD,MEDIUM,"public open-access from 2024-08-23; raw creep curves available only as averaged graphs (Fig. 2), no tabulated raw data","lab data -> published calibrated parameter tables with multi-year latency (test reference 2020, calibration publication 2024)",Dating of tests inferred only from citation [11] year; treat as UNKNOWN exact measurement date.
EV-VN-S037-0007,VKM-SRC-037,"p236 [выходные данные (последняя страница), вне диапазона c1, прочитано для библиографии]",normative/methodical document,DC11,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,с конца 1992 г. (малотиражное производственно-практическое издание),~1.75 года между утверждением и подписанием в печать,Colophon visually confirmed (render p236). Printed page count 468 from annotation p235.
EV-VN-S037-0052,VKM-SRC-037,p4 [§1.1.1],structural geology of workings + structural boreholes,DC02,keyword rule on data_class,DERIVATION,VKM_REGIONAL,MEDIUM,по мере развития горных работ (не заранее),информация о складках доступна лишь после вскрытия выработками → знание геометрии растёт вместе с горными работами,статус записи INTERPRETATION → DERIVATION (авторская интерпретация данных)
EV-VN-S037-0104,VKM-SRC-037,p8 [Рис. 1.5],detailed structural map of seam from mine workings (mine geological survey),DC02,keyword rule on data_class,DERIVATION,BKPRU2,MEDIUM,только после вскрытия панели выработками,детальная геометрия пласта известна лишь для отработанных/подготовленных панелей,статус записи INTERPRETATION → DERIVATION (авторская интерпретация данных)
EV-VN-S037-0117,VKM-SRC-037,p10 [§1.2.1],lab mechanical tests of salt rocks,DC03,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,,"На 1991 г. нет ГОСТов на длительную прочность, реологию, трещиностойкость, критические деформации → эти параметры методически нестандартизованы (сравнимость между источниками ограничена)",
EV-VN-S037-0167,VKM-SRC-037,p14 [Табл. 1.3],lab strength tests of salt by mine/seam/layer,DC03,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,с 1992 в опубликованном виде; первичные протоколы — в архивах УФ ВНИИГ/ГИ УрО РАН (не в корпусе),сводная таблица без дат и координат,
EV-VN-S037-0181,VKM-SRC-037,p16 [Табл. 1.6],gas content/composition of potash seams (lab degassing / sampling),DC25,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,1992 (свод по рудникам); первичные данные — не в корпусе,"без дат, числа проб, мест отбора",
EV-VN-S037-0267,VKM-SRC-037,p235 [аннотация (p235)],normative/methodical guidance (synthesis of mine practice),DC11,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,с 1992,"данные на ~1988–1990, опубликовано 1992",
EV-VN-S037-0292,VKM-SRC-037,"p35 [рис. 2.3, с.68]",mine calendar plan (календарный план отработки) and mined-out state map,DC13,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,planned schedule available ahead of mining; actual dates need mine survey records,planned ≠ actual; plan can be revised,
EV-VN-S037-0313,VKM-SRC-037,p37 [§2.7],underground exploration of reserves by long exploration drifts (разведочные выработки),DC02,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,through mine geological/survey documentation,exploration drifts precede mining by years; geology known from drifts before extraction,The source describes technology only; the information role is an interpretation.
EV-VN-S037-0329,VKM-SRC-037,"p40 [§2.7, с.78 (состав комплекса; показатели)]",underground exploration core boreholes drilled from exploration drifts + sampling/assay + mine survey,DC02,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,only via mine geological archives,exploration drifts + boreholes precede panel design,"Visually confirmed numbers 500, 30, 100 at 110 dpi."
EV-VN-S037-0436,VKM-SRC-037,p53 [гл. 3 (параметры очистной выемки по рудникам)],normative/design chamber-pillar parameter sets per mine and seam (Методические указания 1992),DC12,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,public book since 1992; as-built chamber geometry must come from mine survey plans (not in this source),normative sets precede actual mining; deviations/as-built not reported,Institutional attribution (VNIIG etc.) inferred from context of the manual; see c1 for title page.
EV-VN-S037-0462,VKM-SRC-037,p66 [§3.18 (с.130)],backfill record (дата закладки камеры),DC16,explicit (cited in DC row),FACT,SKRU2,MEDIUM,даты выемки и закладки каждой камеры должны браться из маркшейдерской документации рудника; в источнике не приводятся,"большая задержка закладки означает, что состояние «открытая камера» длится десятилетие+; прогнозист должен знать и дату выемки, и дату закладки",
EV-VN-S037-0487,VKM-SRC-037,p71 [гл. 4 (с.141–149)],"backfill record (per chamber: method, material, fill degree, apparent density, date)",DC16,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,пер-камерные данные — только из документации рудника; в источнике только типовые диапазоны,"степень заполнения зависит от наклона и высоты камеры, может быть 0,5—0,9; без пер-камерных данных — диапазон, не точка",
EV-VN-S037-0524,VKM-SRC-037,p82 [§5.2 (с.163)],exploration borehole log (кавернометрия / caliper),DC04,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,в фондах разведки; в источнике — только качественный вывод,,
EV-VN-S037-0537,VKM-SRC-037,p85 [§5.4 (с.168)],detailed surface exploration (boreholes) → regional hazard forecast,DC01,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,доступно до начала горных работ; пространственно разрежено,большие промежутки между точками опробования → необходимость локального/текущего прогноза по мере вскрытия,
EV-VN-S037-0544,VKM-SRC-037,p86 [§5.4 (с.170–171)],outburst-hazard forecast (regional/local/current),DC27,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,карты регионального прогноза доступны при проектировании; локальные — с задержкой относительно вскрытия,дискретное опробование → низкая достоверность текущего прогноза,
EV-VN-S037-0600,VKM-SRC-037,p91 [§6.3],"геомеханический расчёт устойчивости выработок (3D ГИУ, номограммы категорий)",DC28,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,как нормативные номограммы в руководстве; исходные наблюдения не опубликованы,исходные данные наблюдений не раскрыты,
EV-VN-S037-0673,VKM-SRC-037,"p109 [§6.10.1, с. 217 (апробация методики)]",натурное обследование устойчивости сечений выработок (350 сечений),DC24,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,только агрегированная статистика (табл. 6.17); сечения и их координаты не опубликованы,первичные данные обследования не раскрыты,Смешанная выборка Уралкалий+Сильвинит; доля СКРУ-1 не указана.
EV-VN-S037-0701,VKM-SRC-037,p114 [§6.10.3 (исходные данные для анкерной крепи)],"паспорт проходки выработки + геологическая документация кровли («коржи», глинистые прослойки)",DC12,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,только при доступе к маркшейдерско-геологической документации рудника,,
EV-VN-S037-0754,VKM-SRC-037,"p124 [§7.1.2–7.1.4, табл. 7.1–7.8]","mine labour/production statistics (производительность, трудоемкость по рудникам)",DC15,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,only via this publication; ~5 year latency,"annual aggregates, no spatial resolution",
EV-VN-S037-0762,VKM-SRC-037,p128 [§7.1.5],"quarterly combine-crew production records (per mine, seam, work type, combine type)",DC15,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,only aggregated regressions in this book; raw quarterly records in mine/association archives,≥3–4 years to publication,
EV-VN-S037-0773,VKM-SRC-037,"p133 [§7.3.1, последовательность решения задачи (п. 1, 4)]","annual mine development plan (план развития горных работ на планируемый год): list of panels/blocks, volumes by seam, mining variants",DC13,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,forward-looking plan exists before mining (ex-ante schedule of panels/blocks per year); actual execution recorded later in mine surveys,plan ≠ executed mining; statistical dependences recalibrated every 3–5 years,Important for information lifecycle: planned mining geometry per year exists ex ante; forecasting could use planned vs actual extraction.
EV-VN-S037-0856,VKM-SRC-037,p159 [§8.3.3],"план развития горных работ (планы добычи и закладки по участкам, паспорта камер и подготовительных выработок); данные о газоносности пластов и газообильности выработок",DC13,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,"полугодовые планы добычи/закладки по участкам — существуют как внутренние документы рудника (плановые, до событий); фактическое выполнение — по маркшейдерской документации",план опережает факт на ≤6 мес.,Establishes existence and cadence (semi-annual) of mine development plans incl. per-section backfill plans and chamber passports — key information-lifecycle object for a 3D+time mining history.
EV-VN-S037-0941,VKM-SRC-037,p171 [§8.5.2 п.2],геологический разрез ВЗТ по данным бурения скважин (послойная колонка каменной соли с прослоями глины/мергеля/карналлита),DC09,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,до начала очистных работ на участке (необходимо для выбора параметров),,New. Specifies resolution rule: separate rock-salt layers split by partings >10 cm; layers counted only if ≥1 m — defines the required vertical resolution of the 3D stratigraphic model of ВЗТ.
EV-VN-S037-0971,VKM-SRC-037,"p173 [§8.6.1, (8.152)]","хронометражные наблюдения закладочных работ (производительность, длительность операций)",DC16,manual override (reviewed),FACT,VKM_REGIONAL,HIGH,как нормативные средние; конкретные записи — в документации рудников,,New.
EV-VN-S037-0994,VKM-SRC-037,"p170 [Табл. 8.26, примечание]","эмпирические типовые кривые сдвижения (S, S′, S″, F) для ВКМ",DC12,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,с 1992 (публично в руководстве),исходные наблюдения и их даты не приведены,Interpretation of «30-метровый интервал» as benchmark spacing is NOT stated in source — flagged as open question.
EV-VN-S037-1052,VKM-SRC-037,p185 [§8.6.4-8.6.6],backfill record / fill coefficient,DC16,keyword rule on data_class,INTERPOLATION,VKM_REGIONAL,LOW,проектный Kз известен заранее; фактическое заполнение по камерам в методике не описано как измеряемое — UNKNOWN,"фактическая полнота заполнения, вероятно, фиксируется маркшейдерской службой, но источник этого не говорит",Only design-side lifecycle is stated; measured backfill completeness lifecycle is an open question.
EV-VN-S037-1087,VKM-SRC-037,"p189 [§8.6.7, с.376]",выход шлама / характеристики закладочных материалов,DC16,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,проектные значения — заранее; фактические — после обследований; не публикуются систематически,,
EV-VN-S037-1092,VKM-SRC-037,"p190 [§8.7.2, с.378-379]",маркшейдерские зарисовки камер (поперечные и продольные профили кровли/почвы пласта),DC14,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,фактические — после отработки камеры; прогнозные — до выемки,,Existence of chamber sketches on survey basis = a data class of actual roof/floor geometry per chamber.
EV-VN-S037-1103,VKM-SRC-037,"p191 [§8.7.2, с.380]",складчатость пласта (фактическая по камерам / прогнозная),DC02,manual override (reviewed),FACT,VKM_REGIONAL,HIGH,фактическая — только позади фронта очистных работ; впереди фронта — прогноз по экстраполяции или тектоническим картам,fold geometry ahead of the face is known only as forecast,
EV-VN-S037-1176,VKM-SRC-037,"p188 [§8.6.7, с.374]",backfill record (расход/плотность пульпы гидрозакладки и шламов),DC16,explicit (cited in DC row),INTERPOLATION,VKM_REGIONAL,LOW,"в принципе может дать объёмы закладки по камерам/датам, если архивировалось; в источнике не сказано",,Existence of instrumentation stated; existence of archived per-chamber backfill volumes is an inference (UNKNOWN).
EV-VN-S037-1238,VKM-SRC-037,p230 [Список литературы (1954—1988) и выходные данные (утв. 12.12.1990; изд. 1992)],"normative/design rules for mining parameters, pillars, subsidence and protection (compiled normative document)",DC11,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,"from 1992 in print (recommendatory); many underlying documents ([2],[7],[8],[14],[15],[18],[19]) are internal departmental instructions of ПО «Уралкалий»/«Сильвинит» with limited circulation",2—14 years between the cited normative sources and the book; values in the book reflect pre-1990 state of knowledge and mining practice,Derived from reference list dates + title-page approval date (c1).
EV-VN-S037-1247,VKM-SRC-037,"p234 [Содержание, с. 466-468, §7.1.2, 7.2.1]",per-mine production/economic time series (labour productivity 1980—1987; ore cost 1980—1988),DC15,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,from 1992 in print,≥4 years between last data year and publication,Pointer: per-mine annual series could constrain mining-intensity history (not volumes) of СКПРУ-1 in the 1980s; check the chunk holding djvu p123—130 for whether СКПРУ-1 is itemized.
EV-VN-S037-1250,VKM-SRC-037,"p236 [выходные данные + гриф утверждения (титул, c1)]","normative/methodical guidance (mining parameters, pillar & subsidence methods) — this book",DC11,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,"from late 1992; small print run (800 copies), 'заказное' distribution → restricted practical availability",~21 months between approval and signing to print; content reflects ≤1990 state,"Relevant to the information-lifecycle layer: a design engineer in 1991 would work from the underlying normative documents ([11] 1978, [20] 1985, etc.), not from this book."
EV-VN-S038-0040,VKM-SRC-038,p6 [весь текст],"model-based forecast of accident consequences (surface subsidence, WPS damage zones)",DC28,explicit (cited in DC row),FACT,BKPRU1,HIGH,published 2009; underlying maps/models held by GI UrO RAN,forecast made before full flooding; recommended to be corrected by monitoring in interactive mode,
EV-VN-S039-0023,VKM-SRC-039,p4 [с. 60–61],model-based boundary angle / protective-pillar design,DC28,explicit (cited in DC row),FACT,NON_VKM,HIGH,design value available before observations; to be updated as observations accumulate,explicitly preliminary; adaptive correction by field data, NON_VKM qualitative analogue (depth >1 km); never transfer numbers to SKRU-1.
EV-VN-S040-0015,VKM-SRC-040,"p8 [Введение, Исходные материалы и личный вклад автора; Благодарности (p.8-9)]","mine geophysical research data (GPR, ultrasonic tomography, shaft lining diagnostics, in-situ EM velocity)",DC23,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,via dissertation/papers from 2016-2017; raw radargrams held by VNII Galurgii / Uralkali (not public),~1-3 years between measurement and publication,"Acknowledgements (p.8-9) name ППИ-Геофизика (А.М. Пригара), ВНИИ Галургии (Д.Н. Алыменко), Уралкалий (director of geology, chief geologist С.В. Глебов, head of geophysical research dept С.А. Миронов)."
EV-VN-S040-0086,VKM-SRC-040,"p26 [§1.2.2, рис.1.5-1.7]",shaft lining inspection / damage survey records,DC23,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,"internal NIR reports of ОАО «Галургия»/ВНИИ Галургии and Uralkali (fund literature, not public); regular visual control per ЕПБ",~1-4 yr from inspection to NIR report; dissertation later,
EV-VN-S040-0096,VKM-SRC-040,p34 [§1.2.3],GPR / NDT survey of shaft lining,DC23,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,internal Uralkali geophysics dept reports; ground truth only when verification drilling is done,,
EV-VN-S040-0107,VKM-SRC-040,p37 [§1.3.1],"ВЗТ geophysical monitoring (gravimetry, electrometry, seismoacoustics)",DC07,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,results document changes after they occurred (lagging); not predictive per author,detection lag after physical change,
EV-VN-S040-0122,VKM-SRC-040,p11 [§1.1],"deposit-scale geological compilation (stratigraphy, thickness ranges, tectonics, hydrogeology)",DC09,manual override (reviewed),FACT,VKM_REGIONAL,HIGH,published monographs (Кудряшов) available; fund reports (Петрик 2006) restricted,"generalised ranges, not site profiles",
EV-VN-S040-0168,VKM-SRC-040,p71 [§2.2.5 p.71],GPR velocity calibration (time-to-depth conversion),DC23,manual override (reviewed),FACT,GENERAL_METHOD,HIGH,"скорость, определенная по реперу, необходима для перевода временных разрезов в глубинные; без репера – табличная скорость с ошибкой глубины до 40%",,
EV-VN-S040-0206,VKM-SRC-040,p91 [Рис. 3.3],"lab/model geophysical experiments (UST, GPR) on concrete-lining model",DC23,keyword rule on data_class,FACT,GENERAL_METHOD,HIGH,через публикации/диссертацию,~2 года между измерениями и диссертацией,
EV-VN-S040-0219,VKM-SRC-040,p98 [§3.3 p.98–99],GPR survey of shaft lining (positioning / depth-along-shaft referencing),DC23,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,"точность пространственной привязки радарограмм вдоль ствола зависит от типа одометра; без одометра – по времени, с ошибкой",,
