model_id,name_ru,physical_meaning_ru,math_class,equation_plain,equation_latex,variables,assumptions,scale,site_applicability,source_ids,locator,origin,cited_primary,known_variants,conflicting_forms,legibility,intended_role,future_execution,status,confidence,vn_ids,record_kinds,n_records,extraction_methods,group,notes
MM-CONTACT-004,"Зависимость пиковой прочности контакта от скорости сдвига: τ_p(u̇) = C_p + σ·tgφ_p·exp(−(a/u̇)^(1/4)), a = 10⁻⁹ м/с",Пиковая прочность контакта убывает при медленном сдвиге (реологическое ослабление).,ALGEBRAIC,"τp(u̇) = Cp + σ·tg φp·exp(−(a/u̇)^(1/4)),  a = 10^-9 м/с","\tau_p(\dot u)=C_p+\sigma\,\mathrm{tg}\varphi_p\,e^{-(a/\dot u)^{1/4}}","u̇:скорость сдвигового смещения[м/с]; a:эмпирический коэффициент = 10^-9[м/с]; Cp, φp:сцепление и угол трения (пиковые)[МПа; °]","Искусственные контакты; u̇ = 8·10⁻⁸…4·10⁻⁷ м/с; σ = 0,1…0,5 МПа.",LAB,VKM_REGIONAL,VKM-SRC-025,"VKM-SRC-025 p.148 (печ. 148) [§5.4, формула (5.13)]",ORIGINAL_SOURCE,VKM-SRC-025 (5.13),MM-CONTACT-005,,CLEAR,Кандидатная скоростная зависимость прочности интерфейсов (экстраполяция к геологическим скоростям не обоснована),RESEARCH_REQUIRED,FACT,HIGH,EV-VN-S025-0818,formula,1,VISUAL_READ,Interfaces: rate dependence,VKM-SRC-025: лабораторный масштаб (LAB); перенос на массив требует явной записи transfer. 
MM-CONTACT-005,"Наследственная ползучесть глинистого контакта с порогом: τ_н = σ·tgφ_н (tgφ_н = 0,43); u(t) = u₁ + u₂(t); u(t) = τ′/K_s + (1/K_s)∫L(T,t)τ′dt; ядро Абеля δ(T − t)^(−α); u(t) = [(τ − σtgφ_н)/K_s][1 + Φ_t], Φ_t = δt^(1−α)/(1 − α); релаксация τ(t) = (τ − σtgφ_н)/(1 + Φ_t) + σtgφ_н","Ниже порога ползучесть контакта пренебрежима; выше — линейная наследственная ползучесть с ядром Абеля; α = 0,7, δ = 0,013 с^(α−1).",HEREDITARY,"τ_н = σ·tgφ_н, tgφ_н = 0,43; u(t) = u₁ + u₂(t), u₁ = (τ − σ·tgφ_н)/K_s (5.14); u(t) = τ′/K_s + (1/K_s)∫₀ᵀL(T,t)τ′dt (5.15); L(T,t) = δ(T − t)^(−α); u(t) = [(τ − σtgφ_н)/K_s]·[1 + Φ_t], Φ_t = δ/(1 − α)·t^(1−α) (5.16); τ(t) = (τ − σtgφ_н)/(1 + Φ_t) + σtgφ_н (5.17); α = 0,7; δ = 0,013 с^(α−1)",,"[{""symbol"": ""α"", ""value"": ""0,7"", ""unit"": ""-""}, {""symbol"": ""δ"", ""value"": ""0,013"", ""unit"": ""с^(α−1) (as printed)""}, {""symbol"": ""tgφн"", ""value"": ""0,43"", ""unit"": ""-""}, {""symbol"": ""Ks"", ""value"": ""not given for this law"", ""unit"": """"}]","Постоянная нагрузка; σ = 0,30…0,70 МПа; τ = 0,15…0,70 МПа; t ≈ 0…33 сут; 3 образца; рудник не указан.",LAB,VKM_REGIONAL,VKM-SRC-025,"VKM-SRC-025 p.151 (печ. 151) [§5.5, с.151, (5.15)-(5.17)]; VKM-SRC-025 p.150 (печ. 150) [§5.5, с.150, Рис. 5.13]; VKM-SRC-025 p.150 (печ. 150) [§5.5, формула (5.14)]; VKM-SRC-025 p.150 (печ. 150) [§5.5, формула (5.15)]; VKM-SRC-025 p.151 (печ. 151) [§5.5, формула (5.16)]; VKM-SRC-025 p.151 (печ. 151) [§5.5, формула (5.17)]",ORIGINAL_SOURCE,VKM-SRC-025 §5.5; релаксация по [64],"MM-CREEP-101/-102 (наследственность массива, то же α = 0,7)","единица δ напечатана «с^(α−1)», а кривые ползучести — в сутках: неоднозначность единицы времени (FC-024); в (5.15) смешение t/T",CLEAR,Кандидатный закон ползучести интерфейсов (глинистые прослои) — возможный механизм зависимости оседаний от времени; OGS: нет встроенного — RESEARCH_REQUIRED,RESEARCH_REQUIRED;COMPUTED_LOCAL,FACT,HIGH,EV-VN-S025-0833;EV-VN-S025-0826;EV-VN-S025-0829;EV-VN-S025-0830;EV-VN-S025-0831;EV-VN-S025-0832,formula;rheology_law,6,VISUAL_READ,Interfaces: creep,VKM-SRC-025: лабораторный масштаб (LAB); перенос на массив требует явной записи transfer. Новое относительно прошлого релиза (там записей о ползучести контактов не было).
MM-CREEP-001,"Установившаяся ползучесть карналлита — степенной закон в нормированном напряжении: ε̇ = 3·K^6,3517 [1/сут], K = σ/σ_пр (ф. 6.1)",Скорость ползучести образца карналлита растёт как высокая степень отношения напряжения к кратковременной прочности того же образца.,ODE,"ε̇ = 3·K^6,3517 [1/сут], K = σ/σ_пр (6.1)","\dot\varepsilon = 3\,K^{6.3517},\ K=\sigma/\sigma_{пр}",ε̇:скорость установившейся ползучести[1/сут]; K:уровень нагружения σ/σ_пр того же образца[-]; σ_пр:кратковременная прочность образца[МПа],"Регрессия по ≈8 точкам рис. 6.5 при K ≈ 0,2–0,6 (смешение стадий: ≈0,2 затухающая, ≈0,3 установившаяся, ≥0,4 ускоряющаяся); температура не указана; единица 1/сут подтверждена по рендеру p.157.",LAB,"VKM_REGIONAL (рудник не указан); для СКРУ-1 — лабораторный кандидат (карналлит, слой L3), переход к массиву не обоснован",VKM-SRC-025,"physical_evidence_v1/creep_law_registry.csv CL-01; EV-RMR-1106;EV-RMR-1107;EV-RMR-1108 (VKM-SRC-025 ф.6.1, рис.6.5, p.157); VKM-SRC-025 p.157 (печ. 157) [§6.1, формула (6.1), Рис. 6.5]; VKM-SRC-025 p.157 (печ. 157) [§6.1, (6.1)]",CITED_IN_SOURCE,"Барях, Асанов, Паньков (VKM-SRC-025) — первичные испытания ГИ УрО РАН","MM-CREEP-009 (сильвинит СКРУ-3, табличные скорости), MM-CREEP-010/-015 (Нортон в абсолютном напряжении)",ADV-032: прежний множитель 2/3 при отображении в CreepBGRa был ошибочным,CLEAR,"Кандидатный лабораторный закон (структурная альтернатива) — REGISTERED_NOT_USED; отображение в OGS CreepBGRa (Q=0, σ0=σ_пр) = ENGINEERING_ASSUMPTION",COMPUTED_LOCAL;RESEARCH_REQUIRED,FACT,MEDIUM,EV-VN-S025-0856;EV-VN-S025-0857,formula;rheology_law,2,VISUAL_READ,Creep: steady power law (LAB),"Предыдущий релиз: CANDIDATE_LAB_LAW; K выше длительной прочности карналлита (0,20–0,25) вне установившейся стадии."
MM-CREEP-002,Порог длительной прочности: K_дл = σ_∞/σ_пр (табл. 6.1); σ_∞ как функция h/d (табл. 6.2),"Отношение длительной прочности к кратковременной задаёт границу незатухающей ползучести/разрушения: каменная соль 0,60–0,65, сильвинит 0,35–0,40, карналлит 0,20–0,25.",ALGEBRAIC,"K_дл = σ_∞/σ_пр; σ_∞ = f(h/d) (табл. 6.2: сильвинит КрII, Монолит-1 СКРУ-1: 7,7–24,5 МПа при h/d = 2,5…0,5)",,K_дл:коэффициент длительной прочности[-]; σ_∞:длительная прочность[МПа]; σ_пр:кратковременная прочность[МПа]; h/d:отношение высоты к диаметру образца[-],Испытания на ползучесть/релаксацию (прямой и ускоренный методы); масштабный переход к массиву не обоснован.,LAB,"VKM_REGIONAL; табл. 6.2 Монолит-1 — SITE_SPECIFIC (СКРУ-1, лаборатория)",VKM-SRC-025;VKM-SRC-037,physical_evidence_v1/creep_law_registry.csv CL-02; EV-RMR-1113..1120 (VKM-SRC-025 табл. 6.1–6.2); VKM-SRC-037 p.13 (печ. 24) [Рис. 1.13]; VKM-SRC-025 p.29 (печ. 29) [рис. 2.7 Схема определения предела длительной прочности]; VKM-SRC-025 p.76 (печ. 76) [Табл. 3.2 σ_дл column],CITED_IN_SOURCE,VKM-SRC-025 гл.6,"коэффициент длительной прочности 0,3 у Лебедевой (MM-STR-002)","0,3 (Лебедева, общий коэффициент перехода к длительной прочности) vs 0,20–0,65 по литотипам (VKM-SRC-025) — разные определения/назначения; не усреднять",SEE_RECORDS (OCR_VISUALLY_CONFIRMED;VISUAL_READ),CONSTRAINT_CHECK: проверка напряжений целиков/слоёв против длительной прочности (переход LAB→массив без масштабного фактора!),CONSTRAINT_CHECK,FACT,HIGH,EV-VN-S037-0143;EV-VN-S025-0171;EV-VN-S025-0401,rheology_law,3,OCR_VISUALLY_CONFIRMED;VISUAL_READ,Creep: long-term strength,Зависимость от h/d переносится вместе со значением.
MM-CREEP-003,Инженерный закон установившейся ползучести технологического междупластья: ε̇_мп = δ₀·A₁·(Q_мп/Ē_д)·exp(β·C_мп) [%/сут] (7.34),Скорость продольной деформации междупластья линейна по Q/E и экспоненциально растёт со степенью нагружения C_мп.,ODE,"ε̇_мп = A₁·Q_мп(t)·δ₀/Ē_д·exp(β·C_мп) [%/сут] (7.34); рекомендовано δ₀ = 0,0183 сут⁻¹, A₁ = 1,5·10⁻² %, β = 13,53",,"[{""symbol"": ""δ0"", ""value"": ""0,0183 (recommended, p.196)"", ""unit"": ""сут^-1""}, {""symbol"": ""A1"", ""value"": ""1,5·10^-2 (p.196)"", ""unit"": ""%""}, {""symbol"": ""β"", ""value"": ""13,53 (p.196)"", ""unit"": ""-""}, {""symbol"": ""Ēд"", ""value"": ""aggregate deformation modulus"", ""unit"": ""МПа""}]","Стадия установившейся ползучести; нисходящий порядок сближенных пластов; C_мп > 0,2; происхождение калибровки не указано.",CALIBRATED_EFFECTIVE_MODEL,VKM_REGIONAL (методика; пример — СКРУ-3),VKM-SRC-014,"physical_evidence_v1/creep_law_registry.csv CL-03; EV-RMR-1164;1167;1168;1169; VKM-SRC-014 p.195 (печ. 195) [§7.3, (7.34)]",CITED_IN_SOURCE,VKM-SRC-014 §7.3 (учебная методика),MM-IS-002 (время устойчивости междупластья),в печати символ скорости = ε*_мп (совпадает с критической деформацией 7.33),SEE_RECORDS (OCR_VISUALLY_CONFIRMED),CONSTRAINT_CHECK / структурная альтернатива; нет прямого аналога в OGS (экспонента по структурной степени нагружения),CONSTRAINT_CHECK,FACT,HIGH,EV-VN-S014-1079,rheology_law,1,OCR_VISUALLY_CONFIRMED,Creep: engineering (interseam),Методика учебная (EV-VN-S014-0012).
MM-CREEP-004,"Полуэмпирический закон смещений кровли очистной камеры во времени (временное упрочнение t^0,3) (7.18)","U(t)/L_р = U₀/L_р + A₁(b/h)^−0,5(1,7+ω)(1−ω)^0,5·exp(5,48√ω·γH/σ̄_сж)·t^0,3; U₀/L_р = A₂(b/h)^−0,4(1−ω)^0,4·γH/σ̄_сж; затухающая конвергенция без установившегося члена.",ALGEBRAIC,"U(t)/L_р = U₀/L_р + A₁·(b/h)^(−0,5)·(1,7 + ω)·(1 − ω)^0,5·exp(5,48·√ω·γH/σ̄_сж)·t^0,3; U₀/L_р = A₂·(b/h)^(−0,4)·(1 − ω)^0,4·γH/σ̄_сж; ω = a/(a+b); A₁ = 1,10·10⁻², A₂ = 4,33·10⁻²",,"[{""symbol"": ""A1"", ""value"": ""1,10·10^-2"", ""unit"": ""-""}, {""symbol"": ""A2"", ""value"": ""4,33·10^-2"", ""unit"": ""-""}, {""symbol"": ""time exponent"", ""value"": ""0,3"", ""unit"": ""-""}, {""symbol"": ""exp coefficient"", ""value"": ""5,48"", ""unit"": ""-""}, {""symbol"": ""t"", ""value"": """", ""unit"": ""годы""}]","Штатные условия Уралкалия (падение ≤15°, асимметрия целиков ≤10%, без аномалий); b ≤ 1,66h + 1,52h/a; γ в МН/м³; корень покрывает только ω (визуально 250 dpi).",CALIBRATED_EFFECTIVE_MODEL (камера),VKM_REGIONAL,VKM-SRC-014,"physical_evidence_v1/creep_law_registry.csv CL-04; EV-RMR-1175;1176; VKM-SRC-014 p.186 (печ. 186) [§7.2, (7.18)]",CITED_IN_SOURCE,VKM-SRC-014 §7.2 (учебная методика),"MM-ROOF-009 (поправки), MM-ROOF-010 (обращение → время устойчивости)",,SEE_RECORDS (OCR_VISUALLY_CONFIRMED),"Цель сравнения для показателя времени конвергенции камер (структурный, не материальный закон)",CONTEXT_ONLY;CONSTRAINT_CHECK,FACT,HIGH,EV-VN-S014-1047,rheology_law,1,OCR_VISUALLY_CONFIRMED,Creep: engineering (stope roof),"Показатель 0,3 — результат масштаба камеры; методика учебная."
MM-CREEP-005,Деформационно-упрочняющаяся ползучесть в форме Abaqus (Друкер–Прагер): ε̇_cr = (A·σ_cr^n·[(m+1)·ε_cr]^m)^(1/(m+1)),Скорость ползучести убывает с накопленной деформацией ползучести (упрочнение по деформации).,ODE,"ε̇_cr = (A·σ_cr^n·[(m + 1)·ε_cr]^m)^(1/(m+1)) (2); сильвинит: A = 3·10⁻¹⁰ (единицы не указаны), n = 1, m = −0,3",,"[{""symbol"": ""A"", ""value"": ""3·10−10"", ""unit"": ""not printed (Abaqus: stress in model units, time units)""}, {""symbol"": ""n"", ""value"": ""1"", ""unit"": ""-""}, {""symbol"": ""m"", ""value"": ""−0,3"", ""unit"": ""-""}, {""symbol"": ""угол трения"", ""value"": ""40"", ""unit"": ""град""}, {""symbol"": ""предел прочности при сдвиге"", ""value"": ""3,50"", ""unit"": ""МПа""}]","Значения по отчёту СПГУ (Ермашов 2015 — не в корпусе), откалиброваны на натурных данных БКПРУ-4.",CALIBRATED_EFFECTIVE_MODEL,OTHER_VKM_SITE (БКПРУ-4),VKM-SRC-016,physical_evidence_v1/creep_law_registry.csv CL-05; EV-RMB-0008;0014;0015;0027 (VKM-SRC-016 ф.(2)); VKM-SRC-016 p.5 (печ. 37) [текст p.5; Рис.4; формула (2) p.6; табл.1 [29]]; VKM-SRC-016 p.6 (печ. 38) [формула (2)],CITED_IN_SOURCE,Ермашов 2015 (отчёт СПГУ) в VKM-SRC-016 — первичный источник отсутствует,"MM-CREEP-014 (Burgers-sinh), модели Döring–Kiehl (указание EXT-SRC-012)",единицы A не указаны,CLEAR,"Эталонная задача воспроизведения (REFERENCE_PROBLEM_ONLY), не параметры СКРУ-1",RESEARCH_REQUIRED,ANALOGUE,MEDIUM,EV-VN-S016-0032;EV-VN-S016-0054,formula;rheology_law,2,TEXT_LAYER;VISUAL_READ,Creep: strain hardening (model-calibrated),Нет прямого эквивалента в OGS.
MM-CREEP-007,Диффузионная ползучесть Кобле / растворение под давлением (геологическое время); ускорение ×10⁵ в свободной воде,Качественный механизм течения соляных пород в геологическом времени; в зонах максимальной деформации — сверхпластическое течение с проскальзыванием по границам зёрен.,OTHER,качественно (формулы нет): скорость ∝ диффузия по границам зёрен (×10⁵ при свободном рассоле),,"[{""symbol"": ""ratio"", ""value"": ""10^5"", ""unit"": ""- (free-water vs adsorbed-film diffusion)""}]",Геологические скорости деформации.,MASSIF (геологическое время),VKM_REGIONAL,VKM-SRC-011,"physical_evidence_v1/creep_law_registry.csv CL-07; EV-GEO-0169;EV-RMR-1179;1181;1188; VKM-SRC-011 p.115 (печ. 228) [§3.6, p.228-229, [242, 359]]; VKM-SRC-011 p.183 (печ. 364-365 (spread)) [English SUMMARY 3.6 Causes and mechanisms of salt stratum deformation; Russian pdf pp.115-116]",CITED_IN_SOURCE,"[242, 359] в VKM-SRC-011",,альтернативы: Джиноридзе [75] — динамическая рекристаллизация + катаклаз; Ошакпаев [212] — только катаклаз (VKM-SRC-011),NO_EQUATION (качественный механизм),CONTEXT_ONLY (не для инженерного времени),CONTEXT_ONLY,FACT,MEDIUM,EV-VN-S011-1983;EV-VN-S011-3955,rheology_law,2,TEXT_LAYER,Creep: geological mechanisms,
MM-CREEP-008,"Псевдореология ступенчатым снижением модуля: E(2020) = 0,07·E_модель; E(2026) = 0,9·E(2020); E(2031) = 0,8·E(2020) (Лебедева, табл. 4.1)",Зависимость от времени заменена калиброванным по оседаниям снижением модулей соляных слоёв — не конститутивный закон.,ALGEBRAIC,"E(2020) = 0,07·E_model; E(2026) = 0,9·E(2020); E(2031) = 0,8·E(2020) (табл. 4.1)",,"[""log-derived E, UCS, φ from 3D IRAP RMS model"", ""mining sequence (panels, chambers)"", ""levelling of profile lines 1 and 2""]",Коэффициенты выбраны по наблюдённому росту оседаний (калибровка на тех же данных).,CALIBRATED_EFFECTIVE_MODEL,"OTHER_VKM_SITE/MODEL_SPECIFIC (разрезы по линиям №1, №2; наблюдения преимущественно СКРУ-2)",VKM-SRC-012,physical_evidence_v1/creep_law_registry.csv CL-08; EV-SYN-0011;0012;0013; VKM-SRC-012 p.109 (печ. 109) [§4.2–4.3 pp.99-113],ORIGINAL_SOURCE,Лебедева 2023 гл.4,"MM-GEOMECH-002, MM-CREEP-012 (метод переменных модулей)",не является свойством материала,NO_EQUATION_METHOD_DESCRIPTION,EXCLUDED_AS_INPUT (задокументированная практика калибровки),CONTEXT_ONLY,MODEL_CHOICE,HIGH,EV-VN-S012-0740,subsidence_method,1,TEXT_LAYER,Creep: pseudo-rheology,
MM-CREEP-009,"Табличные скорости установившейся (BC) ползучести сильвинита в зависимости от K = σ/σ_пр (СКРУ-3, 28 образцов)","ε̇ при K = 0,3/0,4/0,5/0,6/0,7/0,8 = 0,0126/0,0271/0,155/0,228/1,353/3,295·10⁻² сут⁻¹; закон авторами не выписан (экспоненциальная аппроксимация на рис. 8 без коэффициентов).",EMPIRICAL_TABLE,"табл. 2: ε̇₁^BC [10⁻² сут⁻¹] при K = 0,3…0,8 = 0,0126; 0,0271; 0,155; 0,228; 1,353; 3,295; (log-log аппроксимация прошлого релиза: n = 5,77 или 6,78 — DERIVATION)",,,"K = 0,3–0,8; ≤35 сут; стадии: 0,3 затухающая, 0,4 установившаяся, ≥0,5–0,6 прогрессирующая; температура UNKNOWN.",LAB,OTHER_VKM_SITE (СКРУ-3) → для СКРУ-1 только аналоговый априор лабораторного поведения сильвинита,EXT-SRC-011,"physical_evidence_v1/creep_law_registry.csv CL-09; EV-EXT-0072..0079;0088;0089 (табл. 2, столбец ВКМКС)",EXTERNAL_PRIMARY,"Морозов, Ударцев, Паньков 2020 (EXT-SRC-011)","MM-CREEP-001 (карналлит), MM-CREEP-010","A определено при K = 1 — экстраполяция за пределы 0,3–0,8 (ADV-030)","N/A (реестр прошлого релиза, без записей текущего корпуса)","Кандидатный лабораторный закон (аналог, сильвинит L4)",COMPUTED_LOCAL;RESEARCH_REQUIRED,ANALOGUE,HIGH,,,0,,Creep: steady power law (LAB),Первичные данные для Морозов 2021 (MM-CREEP-010).
