edge_id,from_node,to_node,edge_type,mechanism,evidence,strength,feedback,process_ids,status,scope,scale,confidence,source_ids,locator,vn_ids,quote_check,notes
CE-206,MS_ACOUSTIC,OBS_SEISMIC_SURVEY,observation,упругая структура → времена/амплитуды,EV-VN-S012-0182;EV-VN-S012-0178,STRONG,no,PC-57,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VKM-SRC-012,VKM-SRC-012 p.36 (§1.4.3); VKM-SRC-012 p.35 (§1.4.3),EV-VN-S012-0182;EV-VN-S012-0178,EXACT,
CE-207,GM_HORIZONS,OBS_SEISMIC_SURVEY,observation,отражающие горизонты (ОГ С — подошва соли и др.),EV-VN-S011-0071;EV-VN-S014-0170,STRONG,no,PC-57,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-011;VKM-SRC-014,VKM-SRC-011 p.8 (§1.2; рис. 1.5); VKM-SRC-014 p.17 (Рис. 1.4 legend 7-10),EV-VN-S011-0071;EV-VN-S014-0170,EXACT,
CE-208,GEO_FAULTS,OBS_SEISMIC_SURVEY,observation,усложнения волновой картины над зонами разломов,EV-VN-S011-2008;EV-VN-S011-0648,MODERATE,no,PC-57,FACT,SKRU3,NOT_APPLICABLE,MEDIUM,VKM-SRC-011,"VKM-SRC-011 p.118 (§3.8, p.234); VKM-SRC-011 p.35 (Рис. 1.63 легенда 6)",EV-VN-S011-2008;EV-VN-S011-0648,EXACT,
CE-209,OR_VZT_DAMAGE,OBS_SEISMIC_SURVEY,observation,аномалии строения/состояния ВЗТ (сейсмогеомеханический контроль),EV-VN-S021-0056;EV-VN-S040-0106,MODERATE,no,PC-34;PC-57,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VKM-SRC-021;VKM-SRC-040,VKM-SRC-021 p.3 (p.2-3 (ссылка [6]); этап 3 методики); VKM-SRC-040 p.37 (§1.3.1),EV-VN-S021-0056;EV-VN-S040-0106,FUZZY_71,
CE-210,MS_ACOUSTIC,OBS_LOGS,observation,Vp по АК-каротажу,EV-VN-S012-0405,STRONG,no,PC-57,FACT,SOLIKAMSK_GROUP,FIELD,HIGH,VKM-SRC-012,VKM-SRC-012 p.70 (§3.3),EV-VN-S012-0405,EXACT,
CE-211,MS_DENSITY,OBS_LOGS,observation,плотность по ГГК-П,EV-VN-S025-0511;EV-VN-S012-0055,MODERATE,no,PC-01,FACT,GENERAL_METHOD,FIELD,MEDIUM,VKM-SRC-025;VKM-SRC-012,"VKM-SRC-025 p.97 (p.97); VKM-SRC-012 p.23 (§1.3, [37])",EV-VN-S025-0511;EV-VN-S012-0055,FUZZY_95,
CE-212,GEO_STRAT,OBS_LOGS,observation,литологическое расчленение по ГИС,EV-VN-S012-0055;EV-VN-S011-0300,STRONG,no,PC-01,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VKM-SRC-012;VKM-SRC-011,"VKM-SRC-012 p.23 (§1.3, [37]); VKM-SRC-011 p.18 (§1.2 СМТ реперы)",EV-VN-S012-0055;EV-VN-S011-0300,FUZZY_72,
CE-213,GEO_STRAT,OBS_CORE,observation,"описание керна, отбивки",EV-VN-S012-0308,STRONG,no,PC-01,FACT,SOLIKAMSK_GROUP,NOT_APPLICABLE,HIGH,VKM-SRC-012,VKM-SRC-012 p.63 (§3.2 p.63),EV-VN-S012-0308,FUZZY_77,
CE-214,GEO_SALT_MIRROR,OBS_CORE,observation,"кепроки, остаточные гематитовые прослои",EV-VN-S011-1185,STRONG,no,PC-46,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-011,VKM-SRC-011 p.61 (стр. 121),EV-VN-S011-1185,EXACT,
CE-215,GM_HORIZONS,OBS_CORE,observation,глубины кровель стратонов,EV-VN-S012-0349,STRONG,no,PC-01,FACT,SOLIKAMSK_GROUP,NOT_APPLICABLE,HIGH,VKM-SRC-012,VKM-SRC-012 p.66 (§3.2 p.66),EV-VN-S012-0349,FUZZY_96,
CE-216,PE_DAMAGE,OBS_SEISMIC_MON,observation,микросейсмичность разрушения,EV-VN-S023-0056;EV-VN-S011-0541,WEAK,no,PC-53,ANALOGUE,VKM_REGIONAL,NOT_APPLICABLE,LOW,VKM-SRC-023;VKM-SRC-011,VKM-SRC-023 p.19 (rendered p.19; §1.2 (rendered p.19-20)); VKM-SRC-011 p.30 (текст с.59),EV-VN-S023-0056;EV-VN-S011-0541,NOT_FOUND,
CE-217,D_DYNAMIC_FAILURE,OBS_SEISMIC_MON,observation,"излучение при обрушении (Ms 4,2, 1995)",EV-VN-S012-0144,STRONG,no,PC-53;PC-54,FACT,SKRU2,FIELD,HIGH,VKM-SRC-012,"VKM-SRC-012 p.32 (§1.4.2, [42])",EV-VN-S012-0144,EXACT,
CE-218,PE_PILLAR_LOAD,OBS_AE_STRESS,observation,σ в целиках (гидродомкрат + АЭ),EV-VN-S029-0231;EV-VN-S029-0240,STRONG,no,PC-59,FACT,SKRU3,FIELD,HIGH,VKM-SRC-029,"VKM-SRC-029 p.130 (§5.1.1, Рис. 5.3 (станция № 3)); VKM-SRC-029 p.132 (§5.1.2, Рис. 5.5 а (участок № 1))",EV-VN-S029-0231;EV-VN-S029-0240,EXACT,
CE-219,IS_SIGMA_V,OBS_AE_STRESS,observation,σv≈γH в нетронутом массиве,EV-VN-S029-0226;EV-VN-S029-0115,STRONG,no,PC-59,FACT,BKPRU2,FIELD,HIGH,VKM-SRC-029,"VKM-SRC-029 p.128 (§5.1.1, Рис. 5.2 (станции № 1, 2)); VKM-SRC-029 p.69 (§2.2.1, Рис. 2.8а, refs [73, 82, 83])",EV-VN-S029-0226;EV-VN-S029-0115,FUZZY_85,
CE-220,IS_SIGMA_H,OBS_AE_STRESS,observation,горизонтальные компоненты (λ),EV-VN-S029-0226,MODERATE,no,PC-59,FACT,BKPRU2,FIELD,MEDIUM,VKM-SRC-029,"VKM-SRC-029 p.128 (§5.1.1, Рис. 5.2 (станции № 1, 2))",EV-VN-S029-0226,FUZZY_85,
CE-221,MS_CREEP,OBS_LAB,observation,кривые ползучести образцов,EV-VN-S025-0840;EV-VN-S036-0011,STRONG,no,PC-72,FACT,VKM_REGIONAL,LAB,HIGH,VKM-SRC-025;VKM-SRC-036,"VKM-SRC-025 p.153 (§6.1, с.153); VKM-SRC-036 p.2 (§Introduction)",EV-VN-S025-0840;EV-VN-S036-0011,EXACT,
CE-222,MS_STRENGTH,OBS_LAB,observation,испытания на прочность,EV-VN-S025-0487,STRONG,no,PC-72,FACT,VKM_REGIONAL,LAB,HIGH,VKM-SRC-025,VKM-SRC-025 p.90 (p.90),EV-VN-S025-0487,EXACT,
CE-223,MS_ELASTIC,OBS_LAB,observation,"упругие модули, статико-динамические связи",EV-VN-S012-0606,STRONG,no,PC-72,FACT,VKM_REGIONAL,LAB,HIGH,VKM-SRC-012,VKM-SRC-012 p.116 (Заключение п.1 p.116),EV-VN-S012-0606,EXACT,
CE-224,MS_LTS,OBS_LAB,observation,прямой и ускоренный методы Kдл,EV-VN-S025-0862,STRONG,no,PC-72,FACT,VKM_REGIONAL,LAB,HIGH,VKM-SRC-025,"VKM-SRC-025 p.159 (§6.2, с.159-160, Рис. 6.6)",EV-VN-S025-0862,NOT_FOUND,
CE-225,MS_INTERFACE,OBS_LAB,observation,испытания контактов на срез/ползучесть,EV-VN-S025-0825,STRONG,no,PC-72,FACT,VKM_REGIONAL,LAB,HIGH,VKM-SRC-025,"VKM-SRC-025 p.149 (§5.5, с.149-150)",EV-VN-S025-0825,NOT_FOUND,
CE-226,MS_MOISTURE,OBS_LAB,observation,выдержка образцов в рассоле,EV-VN-S025-0678,STRONG,no,PC-72,FACT,VKM_REGIONAL,LAB,HIGH,VKM-SRC-025,VKM-SRC-025 p.124 (§4.5 pp.122-124),EV-VN-S025-0678,NOT_FOUND,
CE-227,MS_BACKFILL,OBS_LAB,observation,прочность/плотность закладки,EV-VN-S037-0135,MODERATE,no,PC-72,FACT,VKM_REGIONAL,LAB,MEDIUM,VKM-SRC-037,"VKM-SRC-037 p.12 (§1.2.1, масштабный эффект, Рис. 1.11 прямая 7)",EV-VN-S037-0135,FUZZY_68,
CE-228,H_HEADS,OBS_HYDRO_MON,observation,уровни/напоры,EV-VN-S011-0537;EV-VN-S023-0042,STRONG,no,PC-41,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VKM-SRC-011;VKM-SRC-023,VKM-SRC-011 p.30 (текст с.58); VKM-SRC-023 p.15 (rendered p.15; §1.1.2),EV-VN-S011-0537;EV-VN-S023-0042,EXACT,
CE-229,H_INFLOW,OBS_HYDRO_MON,observation,дебит и химсостав притоков,EV-VN-S025-0144;EV-VN-S040-0073,STRONG,no,PC-43,FACT,SKRU1,FIELD,HIGH,VKM-SRC-025;VKM-SRC-040,VKM-SRC-025 p.20 (§1.3); VKM-SRC-040 p.26 (§1.2.2),EV-VN-S025-0144;EV-VN-S040-0073,NOT_FOUND,
CE-230,IS_TEMP,OBS_THERMO,observation,термометрия массива/рассолов,EV-VN-S011-0726,STRONG,no,PC-48,FACT,BKPRU3,NOT_APPLICABLE,HIGH,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.77),EV-VN-S011-0726,EXACT,
CE-231,T_MINE_CLIMATE,OBS_THERMO,observation,температура/влажность воздуха выработок,EV-VN-S037-0337;EV-VN-S037-0511,STRONG,no,PC-51,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-037,"VKM-SRC-037 p.42 (§2.8, с.82); VKM-SRC-037 p.80 (§5.1 (с.157–158))",EV-VN-S037-0337;EV-VN-S037-0511,EXACT,
CE-232,OR_VZT_DAMAGE,OBS_GRAVI_ELECTRO,observation,гравиметрия/электрометрия состояния ВЗТ,EV-VN-S040-0106;EV-VN-S003-0105,MODERATE,no,PC-34,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VKM-SRC-040;VKM-SRC-003,VKM-SRC-040 p.37 (§1.3.1); VKM-SRC-003 p.31 (§2.1; ссылка [8]),EV-VN-S040-0106;EV-VN-S003-0105,FUZZY_88,
CE-233,H_WCF,OBS_GRAVI_ELECTRO,observation,электроразведка: обводнённые зоны трещиноватости,EV-VN-S011-0592;EV-VN-S011-2650,MODERATE,no,PC-43,FACT,BKPRU3,NOT_APPLICABLE,MEDIUM,VKM-SRC-011,"VKM-SRC-011 p.33 (текст с.65; рис. 1.58); VKM-SRC-011 p.144 (Прил. 1, №142-145, 170-173)",EV-VN-S011-0592;EV-VN-S011-2650,EXACT,
CE-234,GEO_FAULTS,OBS_GRAVI_ELECTRO,observation,разломы в потенциальных полях,EV-VN-S011-0535,MODERATE,no,PC-35,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VKM-SRC-011,VKM-SRC-011 p.30 (текст с.58),EV-VN-S011-0535,EXACT,
CE-235,PE_ROOF,OBS_VISUAL,observation,осмотр кровли (заколы) каждую смену,EV-VN-S020-0223;EV-VN-S020-0434,STRONG,no,PC-24,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-020,"VKM-SRC-020 p.75 (§2.3); VKM-SRC-020 p.250 (§7.2.1, §7.2.2 п.9)",EV-VN-S020-0223;EV-VN-S020-0434,EXACT,
CE-236,AE_CHRONO,INFO_MINE_PLANS,information,хронология выемки фиксируется в маркшейдерской документации,EV-VN-S023-0203;EV-VN-S023-0308,STRONG,no,PC-28,FACT,SKRU1,NOT_APPLICABLE,HIGH,VKM-SRC-023,"VKM-SRC-023 p.40 (§3.1.1, rendered p.40); VKM-SRC-023 p.48 (§3.1.4, rendered p.48)",EV-VN-S023-0203;EV-VN-S023-0308,EXACT,
CE-237,AE_GEOMETRY,INFO_MINE_PLANS,information,контуры выработанного пространства на планах,EV-VN-S023-0308,STRONG,no,PC-28,FACT,SKRU1,NOT_APPLICABLE,HIGH,VKM-SRC-023,"VKM-SRC-023 p.48 (§3.1.4, rendered p.48)",EV-VN-S023-0308,NOT_FOUND,
CE-238,BF_ACTUAL,INFO_BACKFILL_LOG,information,"метод, год закладки по зонам (слои предприятия)",EV-VN-S023-0270;EV-VN-S023-0329,STRONG,no,PC-37,FACT,SKRU1,NOT_APPLICABLE,HIGH,VKM-SRC-023,"VKM-SRC-023 p.43 (Рис.17 (image19.png), rendered p.43); VKM-SRC-023 p.53 (Табл.1.1 rows 28-40, rendered pp.53-54)",EV-VN-S023-0270;EV-VN-S023-0329,NOT_FOUND,
CE-239,D_GDP,INFO_EVENT_LOG,information,учёт ГДЯ по годам/рудникам,EV-VN-S037-0508;EV-VN-S037-0514,STRONG,no,PC-55,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-037,VKM-SRC-037 p.80 (Табл. 5.1 (с.158–159)); VKM-SRC-037 p.81 (Табл. 5.2 (с.160)),EV-VN-S037-0508;EV-VN-S037-0514,NOT_FOUND,
CE-240,H_INFLOW,INFO_EVENT_LOG,information,журналы водопритоков,EV-VN-S025-0141;EV-VN-S040-0073,STRONG,no,PC-43,FACT,SKRU1,FIELD,HIGH,VKM-SRC-025;VKM-SRC-040,VKM-SRC-025 p.19 (§1.3); VKM-SRC-040 p.26 (§1.2.2),EV-VN-S025-0141;EV-VN-S040-0073,NOT_FOUND,
CE-241,D_DYNAMIC_FAILURE,INFO_EVENT_LOG,information,акты об обрушениях/землетрясениях,EV-VN-S012-0144,STRONG,no,PC-54,FACT,SKRU2,FIELD,HIGH,VKM-SRC-012,"VKM-SRC-012 p.32 (§1.4.2, [42])",EV-VN-S012-0144,EXACT,
