row_id,row_kind,mine_as_printed,mine_scope,spatial_entity_ids,object,panel_block,seam,depth_m_as_printed,depth_or_horizon_as_printed,period_as_printed,chamber_width_m,pillar_width_m,chamber_height_m,chamber_length_m,axis_spacing_m,extraction_ratio_as_printed,loading_degree_C,panel_width_m,panel_length_m,block_width_m,block_length_m,interseam_thickness_m,protective_layer_m,seam_thickness_as_printed,mining_system,seam_sequence_order,backfill_as_printed,rule_text,other_parameters_as_printed,design_actual_label,label_basis,visual_recheck,conflict_ids,skru1_relevance,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
MGEO-0397,mining_geometry,рудники ВКМ,ВКМ (регионально),VKM,классификация шахтных полей: схема проветривания (центральная/фланговая) × подготовка (полевая/пластовая) × порядок отработки шахтного поля (прямой/обратный),шахтное поле,,,,,,,,,,,,,,,,,,,,,,,"{""k3"": ""1,05–1,35""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.164 (printed 327); Табл. 8.24,EV-VN-S037-0875,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,OCR garbled; values visually read at 110 dpi.
MGEO-0398,mining_geometry,,ВКМ (регионально),VKM,табличная форма послойного описания ВЗТ для расчёта безопасной подработки,участок,,,,,,,,,,,,,,,,,,,,,,,"{""columns"": [""слой каменной соли ВЗТ"", ""m_cj"", ""h_cj"", ""[m_cj] без/с мерами охраны"", ""m_i без/с мерами охраны""]}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.172 (printed 342); Форма 1,EV-VN-S037-0953,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,New; data schema for WPS layers (useful as a template for 3D stratigraphic attribute tables).
MGEO-0399,mining_geometry,,ВКМ (регионально),VKM,наклон камер (по падению пласта),,,,first_section_length_m=40,,,,,,,,,,,,,,,,,,,,"{""inclination_deg"": ""0—5 (типично); ±10, ±15 (встречаются)"", ""speed_factor"": ""0,81 при ±10°; 0,72 при ±15°""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.175 (printed 348); §8.6.2,EV-VN-S037-0968,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,New. Indicates chambers may be inclined up to ±15° following seam undulations — relevant to 3D seam geometry.
MGEO-0400,mining_geometry,,ВКМ (регионально),VKM,одновременно закладываемые камеры длиной 200 м,,,,,,,,,200,,,,,,,,,,,,,,,"{""note"": ""типовая длина камер в номограмме — 200 м; отношения времени закладки 1-го слоя ко 2-му 0,37; 0,70; 1,03(1,08); 2,70""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.176 (printed 351); Рис. 8.19,EV-VN-S037-0974,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Nomogram not digitized (low relevance). Typical chamber length 200 m (also in scraper example).
MGEO-0401,mining_geometry,не указан,ВКМ (регионально),VKM,перемычки (дамбы) в камерах при размещении шламов,,,,,,,,,,,,,,,,,,,,,,,,"{""а_механический"": ""насыпная перемычка, длина по основанию 20—25 м, гребень 5,0 м, откос 36°"", ""б_намывной_с_деревянной"": ""длина 35—40 м; превышение над кровлей горловины 1,5—2,0 м"", ""в_намывной_с_щитами"": ""длина 20—25 м"", ""г_попеременная_подача"": ""длина 30 м; угол откоса намыва солеотходов 12—15°; уровни рассола и шлама в камере""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.186 (printed 371); рис. 8.27, с.371",EV-VN-S037-1059,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,Dimensions read from figure labels at 200 dpi.
MGEO-0402,mining_geometry,БКПРУ-1,БКПРУ-1,MF:BKPRU1,шламовые камеры (шламовый горизонт) в подстилающей каменной соли,,подстилающая каменная соль (ниже маркирующей глины),,,,20,80,30,300—350,,,,,,,,,,,,,,,"{""placement_rule"": ""кровля шламовых камер ниже маркирующего слоя глины"", ""stability"": ""обосновывается специальными расчётами""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.187 (printed 373); §8.6.7, с.373",EV-VN-S037-1067,,FACT,DESIGN_VALUE,BKPRU1,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Large voids in underlying rock salt below the productive series at BKPRU-1 (not SKRU-1). Compare EV-MIN-1379..1383 (§2.9, p.43: sludge chambers, 525 m length, 75 m axis spacing, BKZ-4) — different mine/section."
MGEO-0403,mining_geometry,общая методика (пример БКПРУ-1 выше),ВКМ (регионально),VKM,блок шламовых камер,блок: уклон + 2 камеры + сбойка + 4 скважины,подстилающая каменная соль,,,,,,,,,,,,,,,,,,layout=шламовые камеры соосно отработанным камерам рабочих пластов смежной панели,,,,"{""incline"": ""8—10°, длина 400 м, проходят с выемочного штрека соседней панели"", ""excavation"": ""слоями сверху вниз; 4—5 ходов в слое; 8—10 слоёв"", ""boreholes"": ""вертикальные скважины Ø390 мм (БГА-4М) от верхнего слоя до сбойки с камерами пласта Красный-II"", ""waste_rock"": ""вывозится по уклону и закладывается в выработанные камеры панели""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.187 (printed 373); §8.6.7, с.373",EV-VN-S037-1068,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Vertical Ø390 mm boreholes connect sludge chambers in underlying salt with worked chambers of seam КрII — a designed hydraulic connection through the interseam salt.
MGEO-0404,mining_geometry,общее для ВКМ,ВКМ (регионально),VKM,поперечные сечения многоходовых (многослойных) комбайновых камер,,,,,,,,,,,,,,,,,,,,,,,,"{""shapes"": ""а — двухслойная узкая; б — трёхслойная; в — четырёхслойная (ширина = ширина комбайна, стенки с «бочками» от круглого сечения хода); г — широкая камера (ширина a > ширины комбайна a0) с «козырьками» массива в кровле высотой hΔ между ходами"", ""notation"": ""h, h2, hк, aпо, a0, a, R, h′, hΔ, SΔ""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.191 (printed 381); рис. 8.32, §8.7.3, с.380-381",EV-VN-S037-1104,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,Real combine chamber cross-sections are not rectangles: arched walls/roof with residual roof cusps between passes; relevant to void-volume and extraction-ratio operators.
MGEO-0405,mining_geometry,рудники ВКМ (общее),ВКМ (регионально),VKM,двухслойные комбайновые выработки (камеры) — диапазоны высот по типам комбайнов,,,,,,,,"2,3—7,6 (по типам комбайнов)",,,,,,,,,,,,,,,,"{""Урал-20КС (Sк 20,3/18,0/15,3 м²)"": ""h 4,0—7,6 / 3,7—7,1 / 3,3—6,3 м"", ""Урал-10КС (Sк 8,9/9,8/10,2 м²)"": ""h 2,3—4,5 / 2,5—4,9 / 2,7—5,1 м"", ""ПК-8М (Sк 8,9 м²)"": ""h 3,3—6,1 м""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.192 (printed 382); Табл. 8.30, с.382",EV-VN-S037-1108,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Two-layer combine workings (two passes by height) reach 7.6 m with Урал-20КС — relevant to extraction height ranges.
MGEO-0406,mining_geometry,рудники ВКМ (общее),ВКМ (регионально),VKM,одиночная комбайновая выработка (ход) по типам комбайнов,,,,,,"a0 = 3,20—6,10 (наибольшая); по подошве 3,20—5,10",,"hк = 2,30—3,90",,,,,,,,,,,,,,,,"{""ПК-8М"": {""Sк_м2"": ""8,90"", ""a0_м"": ""3,20"", ""aпо_м"": ""3,20"", ""hк_м"": ""3,20"", ""R_м"": ""1,60"", ""h′_м"": ""0"", ""ρо_т/м"": ""0,47"", ""ρг_т/м"": ""н. д.""}, ""Урал-10КС (3)"": {""Sк_м2"": ""8,76"", ""a0_м"": ""4,10"", ""aпо_м"": ""4,00"", ""hк_м"": ""2,30"", ""R_м"": ""1,15"", ""h′_м"": ""0"", ""ρо_т/м"": ""0,31"", ""ρг_т/м"": ""0,30""}, ""Урал-10КС (4)"": {""Sк_м2"": ""9,82"", ""a0_м"": ""4,30"", ""aпо_м"": ""4,00"", ""hк_м"": ""2,50"", ""R_м"": ""1,25"", ""h′_м"": ""0"", ""ρо_т/м"": ""0,31"", ""ρг_т/м"": ""0,30""}, ""Урал-10КС (5)"": {""Sк_м2"": ""10,22"", ""a0_м"": ""4,30"", ""aпо_м"": ""4,00"", ""hк_м"": ""2,60"", ""R_м"": ""1,25"", ""h′_м"": ""0"", ""ρо_т/м"": ""0,31"", ""ρг_т/м"": ""0,30""}, ""Урал-20КС (6)"": {""Sк_м2"": ""15,29"", ""a0_м"": ""5,30"", ""aпо_м"": ""5,10"", ""hк_м"": ""3,20"", ""R_м"": ""1,55"", ""h′_м"": ""0,10"", ""ρо_т/м"": ""0,52"", ""ρг_т/м"": ""0,26""}, ""Урал-20КС (7)"": {""Sк_м2"": ""17,99"", ""a0_м"": ""5,80"", ""aпо_м"": ""5,10"", ""hк_м"": ""3,60"", ""R_м"": ""1,70"", ""h′_м"": ""0,20"", ""ρо_т/м"": ""0,52"", ""ρг_т/м"": ""0,26""}, ""Урал-20КС (8)"": {""Sк_м2"": ""20,33"", ""a0_м"": ""6,10"", ""aпо_м"": ""5,10"", ""hк_м"": ""3,90"", ""R_м"": ""1,85"", ""h′_м"": ""0,20"", ""ρо_т/м"": ""0,52"", ""ρг_т/м"": ""0,26""}}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.193 (printed 384); Табл. 8.33, с.384",EV-VN-S037-1112,EV-MIN-1333;EV-MIN-1334,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Heights/widths duplicate EV-MIN-1333/1334 (existing pdf_page 193 = djvu spread). NEW here: cross-section areas Sк, wall radius R, h′, specific losses ρо, ρг. Visually confirmed at 200 dpi."
MGEO-0407,mining_geometry,общее,ВКМ (регионально),VKM,"камерный блок: выемочный штрек — очистная камера (горловина lг, основная часть lо) — недоработанный целик lн у вентиляционного штрека","камерный блок длиной L, шириной b; камера шириной a",,,,,,,,,,,,,,,,,,,,,,,"{""loss_types"": ""Пц (целики), Пг (горловина), Пкп (складчатость), Пф (форма сечения), По (отбитая руда)"", ""geometry"": ""камера соединена с выемочным штреком наклонной горловиной; у вентиляционного штрека оставляется недоработанный участок lн""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.194 (printed 386); рис. 8.33, с.386",EV-VN-S037-1122,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,
MGEO-0408,mining_geometry,"БКПРУ-1 (а), БКПРУ-2 (б)",ВКМ (регионально),VKM,паспортное положение выработок в пласте по типам комбайнов,,калийный пласт (не назван; по §8.8 для БКПРУ-1 — КрII),,,,"6,1 (Урал-20КС); 3,2 (ПК-8М); 4,5 (ПКЦ)",,"а: 5,5 м (на полную мощность пласта); б: пласт 4,8 м",,,,,,,,,,,,,,,,"{""БКПРУ-1"": ""пласт 5,5 м, умеренная складчатость Cп=Cпр=0,3 (α≈10°); выработки на полную мощность (Урал-20КС двухслойная)"", ""БКПРУ-2"": ""пласт 4,8 м, спокойное залегание Cп=Cпр=0; над Урал-20КС в кровле оставлена пачка 0,8 м; над ПКЦ (3) — 0,5 м; ПКЦ (4) — на полную мощность""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.203 (printed 405); рис. 8.37, с.405",EV-VN-S037-1160,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,Dimensions read from figure labels at 200 dpi. Shows roof protective layers 0.5—0.8 m left at BKPRU-2 depending on machine.
MGEO-0409,mining_geometry,общее (изготовитель Копейский машзавод),ВКМ (регионально),VKM,выработка комбайна «Урал-20КСА» (паспортная характеристика),,,,,,"5,5; 5,8; 6,1",,"3,1; 3,4; 3,7",,,,,,,,,,,,,,,,"{""area_m2"": ""15,3; 17,9; 20,1 (в тексте диапазон 15,0—20,2)"", ""max_incline"": ""±12°"", ""performance"": ""5,0 т/мин"", ""mass_t"": ""78; 80; 82""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.204 (printed 406); §9.1, с.406-408",EV-VN-S037-1166,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Printed values in the spec list are typeset one line below labels; assignment by order confirmed visually.
MGEO-0410,mining_geometry,общее,ВКМ (регионально),VKM,выработка комбайна «Урал-10КСА»,,,,,,"4,0; 4,2; 4,4",,"2,2; 2,4; 2,6 (+0,1 бесступенчато)",,,,,,,,,,,,,,,,"{""area_m2"": ""8,3; 9,4; 10,5"", ""max_incline"": ""±12°"", ""min_turn_radius_m"": 15, ""performance"": ""4,0 т/мин""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.205 (printed 408); §9.1, с.408-410",EV-VN-S037-1168,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
MGEO-0411,mining_geometry,общее (изготовитель Ясиноватский машзавод),ВКМ (регионально),VKM,выработка комбайна ПК-8МА (арочное сечение),,,,,,"3,0; 3,2",,"3,0; 3,2",,,,,,,,,,,,,,,,"{""area_m2"": ""8,1; 8,9"", ""max_incline"": ""±15° (напечатано «+15»)"", ""min_turn_radius_m"": 25, ""shape"": ""круглая, бермовыми фрезами и отрезными барабанами приводится к арочной"", ""ground_pressure"": ""2,05 / 2,48 (Па — вероятно МПа или кПа; единица сомнительна)""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.206 (printed 410); §9.1, с.410-412",EV-VN-S037-1170,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Consistent with Табл. 8.33 ПК-8М (Sк 8,90; a0 3,20; hк 3,20)."
MGEO-0412,mining_geometry,общее,ВКМ (регионально),VKM,минимальные размеры выработок для самоходных вагонов и бункера-перегружателя,,,,,,"≥3,0 (ВС15Э, БП-14А); ≥3,5 (ВС25Э)",,"≥2,6 (ВС15Э, ВС25Э); ≥2,1 (БП-14А)",,,,,,,,,,,,,,,,"{""max_floor_incline"": ""ВС25Э: продольный 15° (на длине до 20 м), поперечный 5°; БП-14А: 12° на длине до 15 м"", ""haul_length"": ""до 400 м без переключения кабеля""}",DESIGN,evidence_type=NORMATIVE → DESIGN (нормативное требование/допустимый диапазон),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.207 (printed 413); §9.2, с.413-415",EV-VN-S037-1173,,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,Equipment-imposed minimum workings geometry; low relevance.
MGEO-0413,mining_geometry,рудники ВКМ (не конкретизировано),ВКМ (регионально),VKM,"забой очистной камеры при буровзрывной отбойке (сечение, обуриваемое с одной установки УБШ-505)",,,,"глубина шпура, м=5,0",,8.5,,7.0,,,,,,,,,,,,,,,,"{""зона бурения по высоте от опорной поверхности, м"": ""7,0"", ""зона бурения по ширине, м"": ""8,5"", ""диаметр шпура, мм"": ""42"", ""разработчик"": ""Пермгипрогормаш""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.210 (printed 419); гл. 9, установка бурильная шахтная УБШ-505 (рис. 9.9, тех. характеристика на с. 421)",EV-VN-S037-1182,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Equipment design envelope, not a measured chamber size; OCR renders '7Ж8,5' — visually 7×8,5 m on p210/p211 text; drilling zone 7,0/8,5 visually confirmed (render p211)."
MGEO-0414,mining_geometry,не указан,ВКМ (регионально),VKM,веер скважин для веерной (скважинной) отбойки,,,,"глубина скважин, м=20",,,,,,,,,,,,,,,,,,,,"{""сечение выработки, м2"": ""10,5—16,5"", ""зона бурения по высоте, м"": ""2,5—3,7"", ""зона бурения по ширине, м"": ""3,2—4,3"", ""диаметр скважин, мм"": ""42"", ""поворот ±180°, наклон ±70°"": ""как напечатано""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.216 (printed 430-432); гл. 9, станок вращательного бурения СВБ 42-20/80 (рис. 9.17)",EV-VN-S037-1193,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_80,Fan (веерная) blasting from small-section workings with 20 m boreholes — links to §8 statement that fan blasting destroys 2 m of pillar margin (EV-MIN-1342). Visually confirmed (render p217).
MGEO-0415,mining_geometry,калийные рудники (не конкретизировано),ВКМ (регионально),VKM,"рудоспускной / материальный гезенок, проходимый сверху вниз по направляющей скважине",,,,,,,,,,,,,,,,,,,,"скорость проходки, м/ч=4,2",,,,"{""диаметр проводимой выработки, мм"": ""1860"", ""диаметр направляющей скважины, мм"": ""390(500)"", ""угол наклона скважины (выработки), градус"": ""70...90"", ""рис. 9.21"": ""гезенок соединяет выемочный штрек (сверху, 8) и откаточный штрек (снизу, 9); лебедка ЗЛП в выемочном штреке на расстоянии '12,0' (как на схеме)""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.219 (printed 437-439); гл. 9, комплекс для проходки гезенков ПГР-1А; рис. 9.21 (схема работы), рис. 9.22",EV-VN-S037-1199,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,"Winzes are vertical/steep openings crossing interlayer rock between horizons/seams — relevant to 3D void geometry and potential vertical connectivity. Guide boreholes 390/500 mm are drilled by the rig on p217 (СКБ СГО). Visually confirmed (render p219, p220)."
MGEO-0416,mining_geometry,БКПРУ-1,БКПРУ-1,MF:BKPRU1,камерная система разработки; три отработанных пласта,,"АБ, КрII (сильвинит), В (карналлит)",,,,,,,,,,,,,,,,,,,,,,"{""void_volume"": "">80 млн м3"", ""note"": ""геометрия камер (a, b, m) в статье численно не приведена""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-038,pdf p.1 (printed 240); вводный абзац,EV-VN-S038-0004,EV-MON-0201,FACT,DESCRIPTIVE,BKPRU1,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.
MGEO-0417,mining_geometry,VKMS shafts (general),ВКМ (регионально),VKM,shaft collar (устье ствола),,,"10-30 (collar interval, from surface to bedrock)",,,,,,,,,,,,,,,,,,,,,"{""lining"": ""monolithic reinforced concrete with internal rebar cage in collar; transition to cast-iron tubing at lower part of collar with upper support ring (опорный венец)"", ""elements"": ""headframe support beams, air channels for heating of intake shafts, openings for pipelines and cables, ladder compartment exits""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_REGIONAL_CONTEXT,VKM-SRC-040,pdf p.18 (printed 18); §1.2.1,EV-VN-S040-0055,,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,10-30 m ~ thickness of unstable Quaternary/weathered cover to bedrock at shafts.
MGEO-0418,mining_geometry,СКРУ-1,СКРУ-1,SKRU1:SHAFT:2BIS,shaft No. 2-bis (ствол № 2-бис),,,395.9,"collar_elevation_as_printed=+190,15 м | keil_kranz_depths_m=221,4; 224,8; 231,2 | support_rings_Op_v_depth_marks_m=31,91; 49,4; 104,99; 160,56; 217,13(?); 236,23; 263,7 (Оп.в symbols next to marks) | horizons_Gor_m=320,15; 332,65",,,,,,,,,,,,,,,,,,,,"{""diameter_m"": ""7"", ""lining_reinforced_concrete_m"": ""0-15,85"", ""lining_tubing_m"": ""12,85-266,1"", ""lining_concrete_m"": ""266,1-395,9"", ""bitumen_mats_interval_m"": ""201-214"", ""dozator_m"": ""360,95"", ""sump_cleaning_working_VChZ_m"": ""391,15"", ""shaft_parts"": ""Устье (0-15,85), Средняя часть (to just below 236,23), Нижняя часть (to boundary above ПдКС bottom), Зумпф (lowest interval, contains 391,15-395,9)""}",DESIGN,схема крепи ствола 2-бис (проектная схема [55]); глубина конфликтует с SRC-037,,MC-SP-08,SKRU1_DIRECT,VKM-SRC-040,pdf p.19 (printed 19); рис. 1.4,EV-VN-S040-0056,,FACT,DESIGN_VALUE,SKRU1,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,"Fig.1.4 from [55] (Жуков, отчет о НИР ОАО Галургия 2015). Values read visually at 300 dpi. Depths are along shaft from collar (0.0 м). Horizon marks 320,15 and 332,65 likely mining horizons in sylvinite zone (СЗ in this figure = сильвинитовая зона)."
MGEO-0419,mining_geometry,VKMS shafts,ВКМ (регионально),VKM,shaft middle part lining (general VKMS),,,,,,,,,,,,,,,,,,,,,,,,"{""interval_1"": ""crosses water-saturated rocks; combined lining = cast-iron tubing with concrete poured behind; tubing rings -> tubing column; column height per shaft depends on hydrogeology; several intermediate support rings, main one at base of column"", ""keil_kranz"": ""at least two hydro-isolating keil-kranz devices per VKMS shaft near first support tubing ring, to prevent groundwater/brine migration from overlying aquifers to salt seams via lining"", ""criterion"": ""base of tubing column placed in strong stable rocks acting as natural aquiclude; here boundary between first and second interval of middle part""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_REGIONAL_CONTEXT,VKM-SRC-040,pdf p.20 (printed 20); §1.2.1,EV-VN-S040-0062,,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,
MGEO-0420,mining_geometry,VKMS shafts (general),ВКМ (регионально),VKM,"shaft monolithic concrete lining (lower part), pit-bottom (околоствольный двор) and sump",,,,,,,,,,,,,,,,,,,concrete_thickness=порядка 500 мм,,,,,"{""where"": ""stable, non-water-bearing salt rocks below tubing lining; also lines adjacent horizontal landing, cargo and ventilation workings and dozator chambers (околоствольный двор)"", ""sump"": ""sump lining typically three tubing rings with monolithic concrete above; one horizontal working adjoins the sump (sump cleaning + emergency exit)"", ""junctions"": ""one- or two-sided, at one level or different horizon levels, depending on shaft function""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-040,pdf p.21 (printed 21); §1.2.1,EV-VN-S040-0063,,FACT,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,
MGEO-0421,mining_geometry,СКРУ-3,СКРУ-3,MF:SKRU3,шахтный ствол № 3 (диаметр в свету по схеме),,,,,,,,,,,,,,,,,,,,,,,,"{""shaft_diameter_m"": ""7 (Dств.)"", ""compartments"": ""клетевое, скиповое"", ""adjacent_working"": ""выработка для очистки зумпфа""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-040,pdf p.104 (printed 104); Рис. 3.14,EV-VN-S040-0223,,FACT,DESIGN_VALUE,SKRU3,FIELD,HIGH,VISUAL_READ,EXACT,
MGEO-0422,mining_geometry,СКРУ-3,СКРУ-3,MF:SKRU3,pillars (целики) between drifts used as GPR test bodies,various (see §4.2),"КС, КрII, АБ, Вс",,,,,from first tens of cm to first tens of m,,,,,,,,,,,,,,,,,"{""geometry"": ""tapering (variable thickness) pillars, plan view Рис. 4.1""}",ACTUAL,evidence_type=FIELD_OBSERVATION (натурное наблюдение/измерение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-040,pdf p.117 (printed 117); §4.1,EV-VN-S040-0272,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,MEDIUM,TEXT_LAYER,EXACT,
MGEO-0423,mining_geometry,СКРУ-3,СКРУ-3,MF:SKRU3,wedge-shaped interchamber pillar used for GPR profiling,not stated,КС,,,,,L from 0.3 to 10.9 m along profile (Рис. 4.3 labels),,,,,,,,,,,,,,,,,"{""profile_length"": ""pickets 0-43 (spacing not stated; Рис. 4.4 distance axis ~0-41 m)""}",ACTUAL,evidence_type=FIELD_OBSERVATION (натурное наблюдение/измерение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-040,pdf p.121 (printed 121); Рис. 4.3,EV-VN-S040-0284,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,MEDIUM,VISUAL_READ,EXACT,No scale bar/coordinates; pillar widths as labelled on figure.
MGEO-0424,mining_geometry,СКРУ-3,СКРУ-3,MF:SKRU3,pillars of variable thickness used for GPR profiling,not stated,КрII; АБ,,,,,КрII: up to 20 m; АБ: 0-14.4 m,,,,,,,,,,,,,,,,,,ACTUAL,evidence_type=FIELD_OBSERVATION (натурное наблюдение/измерение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-040,pdf p.122 (printed 122); §4.2,EV-VN-S040-0289,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,MEDIUM,TEXT_LAYER,EXACT,
MGEO-0425,mining_geometry,СКРУ-3,СКРУ-3,MF:SKRU3,interchamber pillar (межкамерный целик) used for GPR profiling,not stated,Вс,,,,,0-7 m (variable),,,,,,,,,,,,,,,,,,ACTUAL,evidence_type=FIELD_OBSERVATION (натурное наблюдение/измерение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-040,pdf p.124 (printed 124); §4.2,EV-VN-S040-0293,,FACT,FIELD_OBSERVATION,SKRU3,FIELD,MEDIUM,TEXT_LAYER,EXACT,
