idc_id,tier,phenomenon_class,phenomenon,mechanism_causal_path,location_scale,site_scope,quantitative_evidence,linked_mech_rows,linked_rheo_rows,causal_relevance,evidence_strength,status,evidence_type,source_id,locator,vn_ids,prev_evidence_ids,extraction_method,confidence,applicability_SKRU1,notes
MR-IDC-0011,A_SYNTHESIS,geological_weak_zone,Accelerated (faster than computed) surface subsidence in SE part of the SKRU-1 mine field (block 115) within the Volodinskaya fault zone; technogenic seismic-hazard zone,undermined overburden within fault zones (Volodinskaya/Rubtsovskaya) → reduced massif integrity/fracturing → faster-than-calculated subsidence (SKRU-1 block 115) or sudden collapse with technogenic earthquake (SKRU-2),mine field (FIELD),SKRU1 (block 115) / SKRU2,no numbers in the source chunk,,,DIRECT spatial prior for SKRU-1: fault/fracture zones localise faster subsidence,FIELD observation + author interpretation (spatial coincidence),FACT,FIELD_OBSERVATION,VKM-SRC-011,p.32 (printed ~63-64),EV-VN-S011-0568;EV-VN-S011-0570;EV-VN-S011-0571,EV-GEO-0121;EV-GEO-0122,TEXT_LAYER,HIGH,SITE-SPECIFIC SKRU-1 qualitative evidence; magnitudes/dates UNKNOWN,Quantitative subsidence data for block 115 not in corpus → open question.
MR-IDC-0012,A_SYNTHESIS,WPS_damage_fracturing,"ВЗТ (water-protective stratum) damage: mechanisms, model criteria and normative conditions","mining-induced bending → shear cracks (compression) and tensile/separation cracks + delamination along layer contacts; shear-crack zone grows from goaf edge upwards, tension at ВЗТ top at large subsidence; criteria: Kt = σ1/[σ1] with long-term UCS factor 0,3 (Лебедева); τmax/τпр ≥ 1 (Самоделкина–Барях); η*/H critical relative subsidence (SRC-035); m_c = Σmi ≥ [m] (Соловьёв); G > Gc = 1000 Па·м (normative default); forecast: no ВЗТ failure to 2031 near СКРУ-1–СКРУ-2 pillar (elastic calibrated FE)",overburden / ВЗТ (MODEL + NORMATIVE),VKM_REGIONAL; SKRU1_SKRU2_PILLAR / SOLIKAMSK_GROUP (models of the intermine pillars); BKPRU4; BKPRU1,"ηmax/H axis 0,005–0,035; Gc = 1000 Па·м; [σр] = 1,778 МПа (BKPRU4 example)",,MR-RHEO-N11; MR-RHEO-N31,"DIRECT for catastrophic regime: loss of ВЗТ integrity → fresh-water inflow → dissolution → accelerated subsidence/sinkholes; defines a regime switch, not the normal trend",MODEL (FE) + NORMATIVE; no direct observation of ВЗТ state (only surface movement is measured — SRC-035),DERIVATION,CALCULATED_BY_AUTHOR,VKM-SRC-012; VKM-SRC-016; VKM-SRC-035; VKM-SRC-037; VKM-SRC-038; VKM-SRC-021,"SRC-012 pp.19, 95-117; SRC-016 pp.1-10; SRC-035 pp.1-4; SRC-037 p.171; SRC-038 pp.2-6; SRC-021 pp.3-5",EV-VN-S012-0047;EV-VN-S012-0048;EV-VN-S012-0502;EV-VN-S012-0507;EV-VN-S012-0508;EV-VN-S012-0511;EV-VN-S012-0560;EV-VN-S012-0584;EV-VN-S012-0585;EV-VN-S012-0599;EV-VN-S012-0612;EV-VN-S016-0007;EV-VN-S016-0072;EV-VN-S016-0075;EV-VN-S016-0067;EV-VN-S035-0004;EV-VN-S035-0005;EV-VN-S035-0010;EV-VN-S035-0011;EV-VN-S035-0013;EV-VN-S035-0019;EV-VN-S035-0020;EV-VN-S037-0939;EV-VN-S037-0940;EV-VN-S037-0944;EV-VN-S038-0020;EV-VN-S038-0024;EV-VN-S021-0023;EV-VN-S021-0024,EV-GEO-0351;EV-GEO-0356;EV-MIN-0278;EV-MIN-0289;EV-MON-0209;EV-RMB-0032;EV-RMB-0049;EV-RMB-0100;EV-RMB-0102;EV-RMB-0402;EV-RMB-0405;EV-RMB-0406;EV-RMB-0407;EV-RMB-0409;EV-RMB-0411;EV-RMB-0412;EV-RMB-0415;EV-SYN-0018,OCR_VISUALLY_CONFIRMED/TEXT_LAYER,HIGH,"criteria are VKM-regional methods; SKRU-1-specific ВЗТ thickness/structure needed; model statements are MODEL outputs, not observations","[fix 26.09 global rule] status FACT→DERIVATION: model/normative calculations of the sources, not observations [fix 26.09 D-17] legacy scope label SKRU1/SKRU2 recoded (pillar zone / both intermine pillars)"
MR-IDC-0013,A_SYNTHESIS,flooding_dissolution_sinkhole,Catastrophic flooding of БКПРУ-3 (1986) and БКПРУ-1 (2006) → dissolution of load-bearing elements → sinkholes (2007–2011),"brine/fresh-water inflow through breached ВЗТ (БКПРУ-3: chamber roof, 4th western panel, Jan 1986; БКПРУ-1: Oct 2006, 4th western panel near borehole 17) → undersaturated inflow dissolves pillars → timing of ВЗТ breach vs remaining void volume controls sinkhole formation",mine / surface (FIELD),BKPRU3; BKPRU1 (OTHER_VKM_SITE),">250 thousand м³ brines by 1986-03-10 (БКПРУ-3); sinkholes 2007-07-28, 2010, 2011 (БКПРУ-1); sinkhole 300×200 м by Nov 2007",,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,FIELD_OBSERVED (multiple sources),FACT,FIELD_OBSERVATION,VKM-SRC-011; VKM-SRC-025; VKM-SRC-038; VKM-SRC-040; VKM-SRC-014; VKM-SRC-018,"SRC-011 pp.3, 33, 39, 147-148; SRC-025 pp.5, 19-20; SRC-038 pp.1-6; SRC-040 pp.35-36; SRC-014 p.10; SRC-018 p.4",EV-VN-S011-0596;EV-VN-S011-0725;EV-VN-S011-0728;EV-VN-S011-2709;EV-VN-S011-2727;EV-VN-S025-0140;EV-VN-S025-0142;EV-VN-S025-0147;EV-VN-S038-0002;EV-VN-S038-0005;EV-VN-S038-0010;EV-VN-S038-0011;EV-VN-S038-0037;EV-VN-S040-0098;EV-VN-S040-0099;EV-VN-S040-0103;EV-VN-S014-0030;EV-VN-S014-0031;EV-VN-S018-0025;EV-VN-S018-0026,EV-GEO-0138;EV-GEO-0272;EV-GEO-0280;EV-GEO-0281;EV-MIN-0340;EV-MON-0200;EV-MON-0204;EV-MON-0205;EV-MON-0214,OCR_VISUALLY_CONFIRMED/TEXT_LAYER,HIGH,OTHER_VKM_SITE catastrophic-regime analogue; NOT the normal SKRU-1 regime,"Dates differ between sources (e.g., SRC-023 assigns 1986 to both) — see conflicts."
MR-IDC-0014,A_SYNTHESIS,damage_zone_microcracking,Near-contour damage (disturbed) zones of interchamber pillars observed by GPR (EM velocity reduction) at СКРУ-3; time-dependent growth hypothesis,"pillar rim damage/alteration → lower EM velocity near wall (to ~1–4 m) → velocity stabilises deeper; oldest pillars (КС, 2011) show largest gradient vs КрII (2014), АБ and В (2015–2016) → author hypothesis: damage grows with pillar age (confounded by lithology)","pillar (FIELD, single campaign)",SKRU3,EM velocity rows (other stream); pillar ages 2011–2016,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation; candidate time-lapse observation operator of pillar degradation,"FIELD (single GPR campaign, 4 pillars) + author hypothesis",FACT,INTERPRETATION,VKM-SRC-040,"pp.7, 120-141",EV-VN-S040-0011;EV-VN-S040-0282;EV-VN-S040-0338;EV-VN-S040-0360;EV-VN-S040-0357;EV-VN-S040-0108;EV-VN-S040-0012,EV-GEO-0410,TEXT_LAYER,HIGH,OTHER_VKM_SITE (СКРУ-3) analogue; no repeat surveys,
MR-IDC-0015,A_SYNTHESIS,damage_zone_microcracking,"Load-induced microcracking, dilatancy and damage indicators of salt rock (lab)","dilatancy threshold 0,6…0,8 of σпр (AE, ultrasound); dilatancy onset < 4 МПа in salt (literature, SRC-029); defectiveness/damage coefficient Pv from Vp: Kп = 10,6·Pv (4.8), σсж = 21,20 + 4,74·Pv (4.9, slope sign conflicts with text); microcrack density in white spar halite 60–80 per cm³",specimen (LAB),VKM_REGIONAL,>200 КрII specimens (Pv); AE counts vs h/b,fracture_brittleness_damage rows VKM-SRC-025 pp.46-104,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,LAB (multiple methods),FACT,LAB_TEST,VKM-SRC-025; VKM-SRC-029; VKM-SRC-011,"SRC-025 pp.46-49, 93, 97-104; SRC-029 pp.72, 115; SRC-011 p.81",EV-VN-S025-0261;EV-VN-S025-0500;EV-VN-S025-0546;EV-VN-S025-0541;EV-VN-S025-0545;EV-VN-S025-0534;EV-VN-S025-0539;EV-VN-S025-0543;EV-VN-S029-0120;EV-VN-S029-0124;EV-VN-S029-0204;EV-VN-S025-0267,,OCR/OCR_VISUALLY_CONFIRMED/TEXT_LAYER,HIGH,LAB,(4.9) positive slope vs physical reasoning — conflict note EV-VN-S025-0544.
MR-IDC-0016,A_SYNTHESIS,dynamic_failure,"Gas-dynamic phenomena (sudden salt-and-gas outbursts, roof falls with gas) and dynamic failure proneness at VKM incl. СКРУ-1","outbursts controlled by gas-bearing weakened zones (replacement/transition zones, clay accumulations, folds); at СКРУ-1 most outbursts in places of increased thickness of the 6th layer of carnallite seam Вк; drill-and-blast mining of carnallite at СКПРУ-1 and БКПРУ-1: up to 500 events/year; on sylvinite seams with stable roof GDP mainly from violations of mining parameters (span > admissible, yielding pillars with instantaneous brittle failure); in-situ БП-18 at СКРУ-1: carnallite Kхр mean 3,1 ≈ critical 3,0 (4/9 tests above), sylvinite and rock salt no brittle spall; lab brittleness indices below critical; seasonal GDP maximum in winter correlated with air moisture (r = 0,95)",working (FIELD statistics + LAB + in-situ test),"VKM_REGIONAL; SKRU1 (Вк outbursts, БП-18)","~250–255 GDP ≤4,5 тыс. т (1968–1989); up to 500/yr (carnallite drill-blast); Kхр 1,49–4,73, mean 3,10",brittleness rows VKM-SRC-025 pp.170-176 (incl. SKRU1 in-situ Kхр),,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,FIELD statistics + in-situ test + LAB,FACT,FIELD_OBSERVATION,VKM-SRC-037; VKM-SRC-014; VKM-SRC-025; VKM-SRC-011; VKM-SRC-020; VKM-SRC-026,"SRC-037 pp.78-86; SRC-014 p.26, 115-121; SRC-025 pp.169-182; SRC-011 pp.98-99, 116-117, 181; SRC-020 pp.28, 82, 247",EV-VN-S014-0330;EV-VN-S037-0499;EV-VN-S037-0498;EV-VN-S037-0501;EV-VN-S037-0506;EV-VN-S037-0512;EV-VN-S037-0518;EV-VN-S037-0526;EV-VN-S025-1021;EV-VN-S025-0997;EV-VN-S025-0973;EV-VN-S025-0995;EV-VN-S025-1022;EV-VN-S025-1037;EV-VN-S011-1703;EV-VN-S011-3938;EV-VN-S011-1990;EV-VN-S011-1995;EV-VN-S014-0850;EV-VN-S014-0856;EV-VN-S026-0112,EV-GEO-0161;EV-GEO-0317;EV-MIN-0576,OCR_VISUALLY_CONFIRMED/TEXT_LAYER,HIGH,"SKRU-1 carnallite seam Вк is outburst-prone; local phenomenon, not a subsidence driver except via pillar dynamic failure",[fix 26.09 COVERAGE_DUPLICATES-008] source_id += VKM-SRC-026 (sources of vn_ids used as evidence)
MR-IDC-0017,A_SYNTHESIS,geological_weak_zone,"Tectonic fractures, healed veins, karst cavities and transition zones in the SKRU-1/SKRU-3 salt sequence","karst cavities at the salt contact found when sinking shaft No.1 of СКРУ-1 (cemented, formerly brine-filled); healed carnallite/halite veins in seam В–Г at СКРУ-1; open shear fractures (spacing 1–25 м, mean 4–10 м, gas releases) at СКРУ-3; lithological transition zone of seam В at СКРУ-1/СКРУ-2 boundary with elevated gas content and reduced strength; hidden cleavage opens at stress concentrations",mine field / working (FIELD),SKRU1; SKRU3; SKRU1_SKRU2_PILLAR,fracture spacing 1–25 м (СКРУ-3),,,"INDIRECT (spatial prior): tectonic/karst/replacement zones localise fracturing, WPS weakening and faster subsidence","FIELD observation (mapping, historical report)",FACT,FIELD_OBSERVATION,VKM-SRC-011; VKM-SRC-012,"SRC-011 pp.39, 69-73, 179; SRC-012 p.33",EV-VN-S011-0719;EV-VN-S011-1484;EV-VN-S011-1437;EV-VN-S011-1456;EV-VN-S011-1461;EV-VN-S011-1464;EV-VN-S011-1465;EV-VN-S011-1466;EV-VN-S011-0627;EV-VN-S012-0155;EV-VN-S011-1497;EV-VN-S011-3928,EV-GEO-0137;EV-GEO-0160;EV-GEO-0191;EV-RMR-1178,TEXT_LAYER/VISUAL_READ,HIGH,SKRU-1 site-specific qualitative items (shaft 1 karst; В–Г veins; seam В transition zone),[fix 26.09 D-17] legacy scope label SKRU1/SKRU2 recoded (pillar zone / both intermine pillars)
MR-IDC-0018,A_SYNTHESIS,moisture_brine_weakening,Moisture and brine weakening of salt rocks (lab) and near-contour humidification,"КрII sylvinite: W 0,3→1,2 % → σсж 35→16 МПа; АБ 27→16; interseam rock salt 38→24; brine immersion: moisture to ~0,9 % in 40 days, long-term strength 14,5→5,0 МПа, scatter ×2,7; clay stiffness ↓ 1,5–2× with moisture; near-contour humidification by ventilation air (seasonal)",specimen (LAB) + working (FIELD correlation),VKM_REGIONAL,see moisture_effect rows,moisture_effect rows VKM-SRC-025 pp.121-124; VKM-SRC-033 p.3,MR-RHEO-N09,"INDIRECT/SCENARIO: moisture/brine reduces strength, long-term strength and stiffness (flooding or backfill-brine scenarios)",LAB (batches 4–6 specimens) + FIELD correlation,FACT,LAB_TEST,VKM-SRC-025; VKM-SRC-033; VKM-SRC-037,SRC-025 §4.5 pp.121-125; SRC-033 p.1; SRC-037 p.80,EV-VN-S025-0658;EV-VN-S025-0667;EV-VN-S025-0677;EV-VN-S025-0678;EV-VN-S025-0681;EV-VN-S033-0005;EV-VN-S037-0512,EV-MIN-1061,OCR_VISUALLY_CONFIRMED/TEXT_LAYER,HIGH,"scenario modifier (flooding, backfill brine)",
MR-IDC-0019,A_SYNTHESIS,historical_SKRU1,Earliest documented instability and water-related damage at СКРУ-1 (Первый Соликамский рудник),"1937 paper: falls (вывалы) of carnallite rock in workings of the First mine; 1930 and 1935: leakage in shaft No.2 (131,51–134 м, up to 1 л/ч) through tubing joints and brick lining","working / shaft (FIELD, historical)",SKRU1,inflow up to 1 л/ч (1930),,,CONTEXT (history of SKRU-1 instability; not a subsidence driver),"FIELD (historical, cited)",FACT,LITERATURE_CITED,VKM-SRC-011; VKM-SRC-040,SRC-011 p.154 (bibliography); SRC-040 p.25,EV-VN-S011-2773;EV-VN-S040-0070;EV-VN-S040-0072,,TEXT_LAYER,HIGH,SKRU-1 site-specific history,Content of the 1937 paper not in corpus (bibliographic pointer only).
MR-IDC-0020,A_SYNTHESIS,blast_damage,"Blast-induced damage of pillar margins, chamber roofs and ВЗТ","drill-and-blast → overbreak/damage of contour rock (plates), damaged pillar margin to be discounted in pillar width (normative), limits on charge near ВЗТ (analogue)",working / pillar (NORMATIVE),VKM_REGIONAL; OTHER_POTASH_SITE (Гремячинское),see blast_damaged_pillar_margin rows (v1),,,LOCAL: blast-induced damage of contour rock / ВЗТ; relevant for pillar margins and WPS near blasting,NORMATIVE (qualitative),FACT,NORMATIVE,VKM-SRC-037; VKM-SRC-027; VKM-SRC-024,SRC-037 p.150; SRC-027 p.2; SRC-024 p.124,EV-VN-S037-0824;EV-VN-S027-0008;EV-VN-S024-0427,EV-MIN-0704,OCR_VISUALLY_CONFIRMED/TEXT_LAYER,HIGH,relevant where carnallite/folded seams were mined by drill-and-blast (SKRU-1 Вк),
MR-IDC-0021,A_SYNTHESIS,floor_heave_convergence,Floor heave and convergence of workings; destress (compensation) slots,time-dependent deformation of salt → floor heave → floor ripping up to 500 мм; compensation slots reduce contour loading; slot factor in time of stable state (6.55)-(6.57),working (QUALITATIVE + NORMATIVE),VKM_REGIONAL,floor ripping up to 500 мм,,MR-RHEO-N21,INDIRECT: chamber/working convergence (incl. floor heave) is the void closure that ultimately produces surface subsidence,QUALITATIVE/NORMATIVE,FACT,DESCRIPTIVE,VKM-SRC-020; VKM-SRC-037,SRC-020 pp.146-149; SRC-037 p.122,EV-VN-S020-0334;EV-VN-S020-0337;EV-VN-S037-0736;EV-VN-S037-0737,,OCR_VISUALLY_CONFIRMED/TEXT_LAYER,HIGH,use at SKRU-1 UNKNOWN (open question EV-VN-S020-0376),
MR-IDC-0022,B_RECORD,flooding_dissolution_sinkhole,"Аварийное затопление БКПРУ-1 (выработки под городской застройкой Березников) -> потребность в InSAR-мониторинге; начало работ ГИ УрО РАН + ТУ Клаусталь (проф. Барях А.А., проф. В. Буш)",type flooding; 2006–2007; object: БКПРУ-1 / г. Березники,"mine: БКПРУ-1, г. Березники | scale NOT_APPLICABLE",BKPRU1,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,CITED,FACT,LITERATURE_CITED,VKM-SRC-001,p.7 Состояние изученности вопроса,EV-VN-S001-0015,,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: BKPRU1,"The abstract gives '2006-07' for the rise of interest in Russia; exact flooding date is not stated in this text (known elsewhere as Oct 2006). OCR 'БКПРУ-!' = БКПРУ-1 (visually 'БКПРУ-1' per text). Scope BKPRU1, not SKRU1."
MR-IDC-0023,B_RECORD,flooding_dissolution_sinkhole,breach of water-protective strata (ВЗТ) -> brine/water inflow -> salt dissolution -> accelerating destruction -> mine flooding,mining-induced damage of ВЗТ between roof of worked seam and base of aquifer -> inflow -> dissolution -> cavity growth -> collapse/sinkhole and flooding; room (chamber) mining preserves ВЗТ,unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,CITED | general statement citing [9],FACT,LITERATURE_CITED,VKM-SRC-003,p.31 §2.1; ссылка [9],EV-VN-S003-0101,,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0024,B_RECORD,flooding_dissolution_sinkhole,Flooding of BKPRU-1 mine under Berezniki (largest accident in world practice),"type flooding; 2006–None; object: рудник БКПРУ-1, г. Березники (население ~150 тыс.)",mine: рудник БКПРУ-1 (Первое Березниковское калийное рудоуправление) | scale FIELD,BKPRU1,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,CITED,FACT,LITERATURE_CITED,VKM-SRC-003,p.31 §2.1; ссылка [7],EV-VN-S003-0103,,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: BKPRU1,
MR-IDC-0025,B_RECORD,flooding_dissolution_sinkhole,"Sinkholes (провалы) No.2, 3, 4, 5 exist in Berezniki area A (dates not given in this chunk)","type accident; None–None; object: BKPRU-1 undermined area, Berezniki","site: провалы №2, 3, 4, 5, г. Березники | scale NOT_APPLICABLE",BKPRU1,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,FIELD_OBSERVED,FACT,FIELD_OBSERVATION,VKM-SRC-003,p.40 Рис. 3.1 (надписи),EV-VN-S003-0138,,VISUAL_READ,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: BKPRU1,Dates of sinkhole formation not stated in chunk -> UNKNOWN here; well known from other sources (not transferred).
MR-IDC-0026,B_RECORD,flooding_dissolution_sinkhole,integrity of water-protective stratum (ВЗТ) supported by inter-chamber pillars,"room-and-pillar extraction → pillars carry overburden → ВЗТ kept continuous → no fresh-water inrush into workings (failure of this chain = flooding, cf. BKPRU-1 refs [7-9])",unstated:  | scale NOT_APPLICABLE,GENERAL_METHOD,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,"CITED | general statement citing [10,79]; no data in this chunk",FACT,LITERATURE_CITED,VKM-SRC-003,p.85 §4.2.1,EV-VN-S003-0505,,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: GENERAL_METHOD,Mechanism relevant for SKRU-1 physical lifecycle; no site-specific numbers here.
MR-IDC-0027,B_RECORD,flooding_dissolution_sinkhole,Flooding of BKPRU-1 mine due to loss of integrity of water-protective stratum,type flooding; 2006–None; object: рудник БКПРУ-1 (под г. Березники),mine: БКПРУ-1 | scale FIELD,BKPRU1,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,CITED,FACT,LITERATURE_CITED,VKM-SRC-004,"p.2 Введение; cited [Барях, Красноштейн, Санфиров, 2009]",EV-VN-S004-0010,,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: BKPRU1,
MR-IDC-0028,B_RECORD,WPS_damage_fracturing,техногенная трещиноватость водозащитной толщи (ВЗТ) при разрушении/обрушении камер,неудовлетворительное состояние выработок пласта Нижний II (камеры «задавлены») → оседание и неравномерное деформирование подработанной толщи → субвертикальные трещины в ВЗТ → опасность водопроникновения,"mine_field: Тюбегатанское месторождение, северная часть (участок отработки пласта Нижний II) | scale FIELD",OTHER_POTASH_SITE,,,,"DIRECT for catastrophic regime: loss of ВЗТ integrity → fresh-water inflow → dissolution → accelerated subsidence/sinkholes; defines a regime switch, not the normal trend","INTERPRETATION | авторская интерпретация по модели, настроенной на InSAR; подтверждение визуальным обследованием выработок (p5)",FACT,INTERPRETATION,VKM-SRC-005,p.1 Введение,EV-VN-S005-0006,EV-RMB-0106,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: OTHER_POTASH_SITE,
MR-IDC-0029,B_RECORD,flooding_dissolution_sinkhole,Accident and flooding of mine БКПРУ-3,type flooding; 1986–None; object: БКПРУ-3 (Berezniki),mine: БКПРУ-3 | scale NOT_APPLICABLE,OTHER_VKM_SITE,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-011,p.3 Предисловие (С. Квиткин),EV-VN-S011-0006,,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: OTHER_VKM_SITE,"Preface author S. Kvitkin. Neighbouring mine, not SKRU-1; relevant as flooding/destruction lifecycle analogue."
MR-IDC-0030,B_RECORD,flooding_dissolution_sinkhole,Accident and flooding of mine БКПРУ-1,type flooding; 2006–None; object: БКПРУ-1 (Berezniki),mine: БКПРУ-1 | scale NOT_APPLICABLE,BKPRU1,,,,DIRECT for catastrophic regime (flooding/dissolution/sinkholes); NOT the normal SKRU-1 regime unless evidence of inflow,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-011,p.3 Предисловие,EV-VN-S011-0007,,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: BKPRU1,Neighbouring mine; not SKRU-1.
MR-IDC-0031,B_RECORD,clay_interlayer_mechanics,«Книжечка» — тонкослоистый глинисто-ангидрито-доломитовый прослой в межпластье КрI-КрII,"lithology: 17 прослоев: 9 темно-серых (глинисто-карбонатные, 0,75–2,0 мм на СЗ → 3–4 мм на ЮВ) и 8 светло-серых (галит-ангидритовые; ангидрит 60–70%); восемь двучленных наборов; thickness: 0,02–0,05; notes: present everywhere (повсеместно); dark layers thicken SE; clay (Н.О.) content increases SE 2,8→17,7%, anhydrite decreases 62,8→49,2%",geological_element: «книжечка» | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-011,"p.12 §1.2 «книжечка», рис. 1.15",EV-VN-S011-0222,EV-GEO-0037;EV-GEO-0038,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,sub-layer counts and SE thickening of dark layers are new vs digest
MR-IDC-0032,B_RECORD,clay_interlayer_mechanics,roof slabs ('korzhi') — mining-relevant layering,"Interseam rock salt of the sylvinite pack is rhythmic (clay-anhydrite interlayer at base of each rhythm, rhythm thickness grows upward, clay interlayer thickness decreases upward); a salt pack plus the clay interlayer of the overlying rhythm = 'korzh' (miners' term); КрI-КрII has three korzhi; clay part of korzhi thickens to SE.",interseam: КрI-КрII | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-011,p.12 §1.2 коржи,EV-VN-S011-0228,EV-GEO-0035;EV-GEO-0036,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,mechanically important: layered roof beams with weak contacts (for chamber roof in КрII mining)
MR-IDC-0033,B_RECORD,bedding_contact_slip_delamination,hypergene leaching (karst) of potash deposit on dome crests,"salt-top highs (dome crests) → contact with groundwater at salt mirror → leaching/destruction of potash seams (Клестовский 14 — complete leaching; Потымкинский 17, Пашковский 19 — potash destroyed) → structure traceable only on МГ roof",district: Соликамское и Харюшинское поднятия | scale NOT_APPLICABLE,VKM_REGIONAL,,,,DIRECT/INDIRECT: slip and separation on bedding contacts change overburden bending stiffness and time-dependent roof/interseam deformation (surface trough shape and delay),INTERPRETATION | exploration drilling maps,FACT,INTERPRETATION,VKM-SRC-011,p.22 §1.3.2,EV-VN-S011-0349,,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,relevant to SKRU-1: Klestovsky dome with leached potash is on the same Solikamsk uplift as the SKRU-1 Rudnichny dome
MR-IDC-0034,B_RECORD,dynamic_failure,"ductile flow of carnallite, brittle fragmentation (boudinage/brecciation) of interseam rock salt; bending fractures",compression of layered salt → carnallite (weakest) squeezed into anticlines; rock-salt layers/interseams broken by longitudinal bending fractures (mostly in hinges) into blocks displaced/injected into underlying carnallite → 'windows' where carnallite of upper seam lies directly on lower seam (В-Г interseam absent over 100–150 m in Solikamsk uplift) [42],"seam: карналлитовая пачка Б–Е (СК III), Соликамское поднятие | scale NOT_APPLICABLE",VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,FIELD_OBSERVED | underground mapping,FACT,LITERATURE_CITED,VKM-SRC-011,p.23 §1.3.2 III комплекс,EV-VN-S011-0367,EV-GEO-0102;EV-GEO-0103,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,[fix 26.09 PRIMARY_SECONDARY-023] evidence_type FIELD_OBSERVATION→LITERATURE_CITED: cited [42] of VKM-SRC-011 (reference list of the source is not numbered in the text layer; entry not resolved). mechanical-contrast evidence: carnallite much weaker/more ductile than halite; missing interseam salt pillars/roofs over 100–150 m on Solikamsk uplift
MR-IDC-0035,B_RECORD,roof_failure,SKRU-1 accelerated subsidence in fault zone; SKRU-2 collapse,"На пересечении Володинской и Рубцовской зон — участок внезапного обрушения подработанной толщи на руднике СКРУ-2 с техногенным землетрясением. Северо-западнее, в юго-восточной части шахтного поля СКРУ-1, наблюдались участки ускоренного (против расчётного) оседания дневной поверхности (напр., район блока № 115) и техногенная сейсмоопасная зона.","block: СКРУ-1, юго-восточная часть шахтного поля, блок № 115 | scale NOT_APPLICABLE",SKRU1,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,FIELD_OBSERVED,FACT,FIELD_OBSERVATION,VKM-SRC-011,p.32 текст с.62,EV-VN-S011-0568,EV-GEO-0121;EV-GEO-0122,TEXT_LAYER,HIGH (class AUTO_ASSIGNED by keyword rules — verify),SITE-SPECIFIC SKRU-1,KEY SKRU-1 item: accelerated vs calculated subsidence (no magnitudes/dates here) — observation implies levelling-based comparison with normative calculation. Dates of SKRU-2 collapse not given in this chunk.
