ledger_id,qa_origin,qa_depth,source_id,pdf_page,printed_page,figure_table,vn_ids,old_ev_ids,record_kind,issue_type,quote_verdict,critical,existing_value,text_layer_value,ocr_value,visual_value,surrounding_context_result,cross_source_result,corrected_value,confidence,affected_downstream,status,record_status,scope,scale,check_chain,render_png,qa_recheck_ref,notes,unresolved_class
QA-M-0011,QA_MANUAL,MANUAL_TEXT_LAYER,VKM-SRC-011,"various (mostly 61-66, 170-183)",,"prose (borehole descriptions, Дуринская/Боровицкая площади; Engl. summary pages)",EV-VN-S011-1187 EV-VN-S011-1188 EV-VN-S011-1189 EV-VN-S011-1190 EV-VN-S011-1191 EV-VN-S011-1192 EV-VN-S011-1193 EV-VN-S011-1194 EV-VN-S011-1195 EV-VN-S011-1196 EV-VN-S011-1197 EV-VN-S011-1309 EV-VN-S011-1311 EV-VN-S011-1312 EV-VN-S011-1313 EV-VN-S011-1314 EV-VN-S011-1315 EV-VN-S011-1316 EV-VN-S011-1318 EV-VN-S011-1320 EV-VN-S011-1322 EV-VN-S011-1323 EV-VN-S011-1339 EV-VN-S011-1340 EV-VN-S011-1351 EV-VN-S011-1352 EV-VN-S011-1355 EV-VN-S011-1356 EV-VN-S011-1359 EV-VN-S011-1362 EV-VN-S011-1363 EV-VN-S011-1369 EV-VN-S011-1370 EV-VN-S011-1371 EV-VN-S011-1372 EV-VN-S011-1373 EV-VN-S011-1374 EV-VN-S011-1375 EV-VN-S011-1376 EV-VN-S011-1378 EV-VN-S011-1379 EV-VN-S011-1381 EV-VN-S011-1382 EV-VN-S011-1384 EV-VN-S011-1385 EV-VN-S011-1393 EV-VN-S011-1394 EV-VN-S011-3941,,borehole;parameter,QUOTE_NOT_IN_TEXT_LAYER,"PARAPHRASE_NOT_VERBATIM (quote field holds an English paraphrase/summary, not a verbatim Russian quote)",Y,English paraphrase in quote; numeric values in data,all significant numbers of the quote found on stated pdf page +-1 (text layer),,,numbers verified deterministically; wording not verbatim,,replace quote by verbatim Russian sentence(s) before PRIVATE release; values unchanged,MEDIUM,"provenance of borehole/pick records of VKM-SRC-011 (Дуринская, Боровицкая площади - VKM regional, not SKRU-1)",UNRESOLVED,,,,TL(number presence),,,Values OK by number presence; semantic mapping of numbers (top/bottom/thickness) NOT verified automatically - see EV-VN-S011-1321 where the paraphrase mislabels a thickness as a depth. [45 records with c4>=0.9 (verbatim English summary text) removed from this group],QUOTE_WORDING
QA-M-0012,QA_MANUAL,MANUAL_TEXT_LAYER,VKM-SRC-011,various,,prose,EV-VN-S011-1310 EV-VN-S011-1317 EV-VN-S011-1319 EV-VN-S011-1353 EV-VN-S011-1354 EV-VN-S011-1357 EV-VN-S011-1358 EV-VN-S011-1360 EV-VN-S011-1377 EV-VN-S011-1383,,borehole,QUOTE_NOT_IN_TEXT_LAYER,PARAPHRASE_NOT_VERBATIM (no numbers),N,,,,,,,replace quote by verbatim text,MEDIUM,,UNRESOLVED,,,,TL,,,qualitative borehole/anomaly descriptions; no numeric risk [30 records with c4>=0.9 (verbatim English summary text) removed from this group],QUOTE_WORDING
QA-M-0013,QA_MANUAL,MANUAL_TEXT_LAYER,VKM-SRC-011,various,,prose,EV-VN-S011-1361 EV-VN-S011-2039 EV-VN-S011-3921 EV-VN-S011-3974,,borehole;claim;conflict_note;formula,QUOTE_NOT_IN_TEXT_LAYER,"PARAPHRASE_NOT_VERBATIM; missing numbers are printed-page cross-references (e.g. ""p.122-123"") or equation numbers",N,,,,,,,,MEDIUM,,UNRESOLVED,,,,TL,,,"inspected: EV-VN-S011-1361 (refs 122/123), -2039 (eq. no. 3.4), -3921/-3974 (English summary p.178/173 numbers 88 m / 2.4 m / 0.15 m appear in English abstract pages - acceptable) [0 records with c4>=0.9 (verbatim English summary text) removed from this group]",QUOTE_WORDING
QA-M-0014,QA_MANUAL,MANUAL_RENDER,VKM-SRC-011,63,,"Рис.2.52 (разрез соляной толщи по скв.32, ГИС ПермНИПИнефть 1984)",EV-VN-S011-1321,,borehole,LABEL_ERROR,PARAPHRASE_NOT_VERBATIM + MISPARAPHRASE,Y,"quote/lithology_notes: 'ПЦТ 596 m to 613 m depth'; picks: ПЦТ bottom 613, thickness 596",figure is raster; prose p.124 says total thickness 86 m and section doubling,,"Рис.2.52 at 200 dpi: column 'Мощность, м' ПЦТ = 596; depth marks 613/621/630/686/707/767/944; ПдКС 56 and 60 m; ГАТ 177 m","caption: [→quote] -> logging interpretation, not core description",,"ПЦТ: thickness 596 m, base 613 m (NOT 'from 596 m depth'); picks array correct; set core='no (GIS/log interpretation)'",HIGH,borehole 32 picks (Дуринская площадь; VKM regional example of section doubling),CORRECTED,,,,TL->RENDER200->CAPTION->PROSE,$VKM_WORK/run/img/VKM-SRC-011_p63_200.png,,picks numeric content right; paraphrase wrong; data.core=yes contradicts caption (ГИС).,
QA-M-0015,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,14,,Табл.1.3 (с.26-27) сводные прочностные параметры по рудникам,EV-VN-S037-0152 EV-VN-S037-0153 EV-VN-S037-0154 EV-VN-S037-0155 EV-VN-S037-0156 EV-VN-S037-0157 EV-VN-S037-0158 EV-VN-S037-0159 EV-VN-S037-0160 EV-VN-S037-0161 EV-VN-S037-0162 EV-VN-S037-0163 EV-VN-S037-0164 EV-VN-S037-0165 EV-VN-S037-0166 EV-VN-S037-0167,,information_lifecycle;open_question;parameter;visual_check,OK_CONFIRMED,OCR_NOISE (OCR of rotated/multi-column table scrambled; quotes are visual transcriptions),Y,"СКРУ-1: В-Г 28,5/1,8; Б 19,0*; А 16,2-21,0*; КрII сл.1 26,9*; сл.3 27,5; сл.5 21,8/1,4; подстил. КС 21,1-36,7*; other mines per records","(djvu, no text layer)",rows/columns scrambled (mean word conf 71),"re-read full spread at 150 dpi: every SKRU-1 value identical to records; БКРУ-1/-2/-3, БКЗ-4, СКРУ-2/-3 columns spot-checked (Б 21,2-25,0/1,0-1,3 БКЗ-4; СКРУ-3 Б 26,5-27,3/1,5; СКРУ-2 сл.1 23,9/1,2) - identical","legend: * = данные Г.И. Ширко; — = нет данных; header prints ""БКЗ-4"" (not БКПРУ-4)","LAB values (specimen scale), corrected to standard shape/size per p.25 text; not MASSIF",,HIGH,SKRU-1 lab UCS priors by seam/layer (LAB != MASSIF),RESOLVED,,,,OCR->RENDER150->CAPTION->LEGEND,$VKM_WORK/run/img/VKM-SRC-037_p14_150.png,,Critical SKRU-1 strength values confirmed visually.,
QA-M-0016,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,18,,Табл.1.7 (с.34-35) характеристика шахтных стволов (повёрнута),EV-VN-S037-0192 EV-VN-S037-0193 EV-VN-S037-0194 EV-VN-S037-0195 EV-VN-S037-0196 EV-VN-S037-0197,,chronology_event;conflict_note;parameter;visual_check,NUMBER_CONFLICT,OCR_NOISE (rotated table; visual transcription legit),Y,"СКПРУ-1: ств.1 307 м Ø5 реконструкция; ств.2 289 м Ø5 (тюбинги 3,2-134,4; бетон 0-3,2, 250-289; кирпич 134,4-250); ств.2-бис 295,6 м Ø7 (тюбинги 12,8-266,1; бетон 0-12,8, 266,1-395,9)",(djvu),garbage (rotation),"300 dpi crop: all SKPRU-1 values confirmed as printed; '266,1—395,9' clearly printed while depth of 2-бис is '295,6'","no prose correction; lining interval end > shaft depth = internal inconsistency of the source (probable misprint 295,9 or depth 395,6)",not cross-checked (no second shaft table in corpus found by this stream),"keep both values; conflict row retained (EV-VN-S037-0193); shaft 2-бис depth UNKNOWN between 295,6 and >=395,9",HIGH,"surface/shaft infrastructure layer of SKRU-1 (shaft pillars, subsidence-sensitive objects)",CORRECTED,,,,OCR->RENDER120->CROP300->PROSE,$VKM_WORK/run/img/VKM-SRC-037_p18_300_clip.png,QA-M-0093,Printed values confirmed; source-internal conflict remains; do not average. [SUPERSEDED_BY QA-M-0093; original status UNRESOLVED],
QA-M-0017,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,38,,"Рис.2.8 а-в (СКПРУ-1, сечения главных штреков, повёрнутый рисунок с.74)",EV-VN-S037-0314 EV-VN-S037-0315 EV-VN-S037-0316 EV-VN-S037-0317 EV-VN-S037-0318 EV-VN-S037-0319,,backfill;coordinate_system;horizon_pick;mining_geometry;visual_check,UNIT_DOUBT,VISUAL_READ_LEGIT (rotated drawing; OCR garbage),Y,"drift 1: -143 м, 5 м x 3,1 м; drift 2: 5,5 x 3,4 м; 1-2 axis 120,0 м; 142-146 м; b: 5,1/9,2/5,1 м, 3,4 м, 12-50 м, 6,8 м; в: 3,2/4,0/3,2, 25, 11, '167м', 5,9, 7,9 м; UNIT_DOUBT on 167 м (sweep suggested 16,7)",(djvu),garbled rotated caption,"rotated 300 dpi crop: all dimensions confirmed as recorded; '-143м' printed inside drift 1 (elevation mark); '167м' printed between drift 14 and drift 15 ACROSS a double break line (panel discontinuity), so the drawing is not to scale there","caption: а - главные юго-восточные штреки (сеч. А-А рис.2.7), б - западные, в - северо-восточные; 1 карналлитовый откаточный штрек ...","-143 м also marks СКПРУ-2 horizon (рис.2.10) - same absolute horizon, datum not named",167 м: keep as printed (break symbol explains mismatch with drawing proportions); UNIT_DOUBT downgraded to RESOLVED-as-printed,HIGH,SKRU-1 development-drift geometry and absolute horizon of haulage level (height datum UNKNOWN),RESOLVED,,,,OCR->RENDER120->CROP300+ROTATE->CAPTION->XSRC(рис.2.10),$VKM_WORK/run/img/VKM-SRC-037_p38_300_clip_rot.png,,"Decimal commas in small print are faint (31м = 3,1 м; 34м = 3,4 м) - records interpret correctly.",
QA-M-0018,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,39,,"Рис.2.10 а-е (СКПРУ-2, сечения, с.76 повернут)",EV-VN-S037-0322 EV-VN-S037-0323 EV-VN-S037-0324,,coordinate_system;horizon_pick;mining_geometry,OK_CONFIRMED,VISUAL_READ_LEGIT,Y,"сеч.а гор.-220: пл.АБ 4,2 м; междупластье 8 м; пл.КрII 5 м; drift widths 3,2/1,5/3,2/2,4/6,1/4,5/4,9 м",(djvu),garbled,"rotated 300 dpi: 4,2 / 8 / 5 м and all drift widths confirmed; horizons гор.-220 (а,б,в) and -143 (г,д,е) confirmed in caption","schematic cross-sections (typical), not surveyed sections; seam thicknesses are drawing dimensions",SKRU-2 (neighbour) - not SKRU-1,"EV-VN-S037-0323 horizon_pick: evidence_type should be DESIGN_VALUE/DESCRIPTIVE (schematic), spatial support = typical section of СКПРУ-2, not a borehole pick",HIGH,"SKRU1_SKRU2 intermine 2D case: interseam 8 m / seam 4,2 & 5 m are schematic SKRU-2 values (ANALOGUE for SKRU-1)",RESOLVED,,,,RENDER300+ROTATE->CAPTION,$VKM_WORK/run/img/VKM-SRC-037_p39_300_clip_rot.png,,,
QA-M-0019,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,55,,"Рис.3.27-3.29 (с.109) параметры очистной выемки СКПРУ-1: КрII, АБ, АБ+Вс",EV-VN-S037-0408 EV-VN-S037-0409 EV-VN-S037-0410 EV-VN-S037-0411 EV-VN-S037-0412,EV-MIN-1311..EV-MIN-1325,mining_geometry;spatial_entity;visual_check,OK_CONFIRMED,VISUAL_READ_LEGIT (drawing dimensions not OCR-recognised),Y,"КрII: а 15-16/11-12/27, m 4,7-8,7; б (город) 13,1/13,9; в (ж/д) 7/10/17. АБ: а 11-12/15-16/27, m 2,3-5,2; б (ж/д) 7,5/9,5/17, h 2,6 при m 2,7-4,9. АБ+Вс: 11/16/27; АБ 4,4-8,1; междупл. 1,5-2,7; Вс 2,8-5,2",(djvu),numbers not recognised,independent 200 dpi read: every dimension identical to records,captions name СКПРУ-1 explicitly; zones: вне зоны влияния / [→quote],old release EV-MIN-1311..1325 identical; VKM-SRC-023 zone table shows SKRU-1 zones with 15/12/27 and 16/11/27 (КрII) - consistent with рис.3.27а,,HIGH,"SKRU-1 chamber/pillar geometry by seam and protection zone (DESIGN/NORMATIVE values, 1992; as-built may differ)",RESOLVED,,,,OCR->RENDER200->CAPTION->XSRC(023 Fig.17; old EV-MIN),$VKM_WORK/run/img/VKM-SRC-037_p55_200_clip.png,,Normative/design parameters != as-built measurements.,
QA-M-0020,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,56,,Рис.3.30 а-б (с.110) карналлитовый пласт Вк СКПРУ-1; рис.3.31,EV-VN-S037-0414 EV-VN-S037-0415 EV-VN-S037-0416,EV-MIN-1326 EV-MIN-1327,mining_geometry;visual_check,NUMBER_CONFLICT,VISUAL_READ_LEGIT,Y,"Вк а: 8/19/27, h 7,5-10,5; б (зона смягчения): 5/8,5, axis 13,5 and 13 (both printed), h 3,8",(djvu),,"200 dpi: confirmed 8 м/19 м/27 м, 7,5-10,5 м; б: 5 м + 8,5 м with axis labels '13,5м' (first pair) and '13м' (second pair); 3,8 м. Рис.3.31 drawing area blank in scan","arithmetic 5+8,5 = 13,5 -> '13м' label internally inconsistent; source misprint likely",,"keep both (13 and 13,5 m) with conflict note; 13,5 is arithmetic-consistent with printed components",HIGH,SKRU-1 carnallite softening-zone geometry,RESOLVED,,,,RENDER200->ARITHMETIC,$VKM_WORK/run/img/VKM-SRC-037_p56_200_clip.png,,Рис.3.31 VISUAL_NOT_CHECKABLE confirmed (blank).,
QA-M-0021,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,110,,Табл.6.18 (с.218) уровни действующих напряжений γHпр/σсж по рудникам,EV-VN-S037-0679 EV-VN-S037-0680 EV-VN-S037-0681 EV-VN-S037-0682 EV-VN-S037-0683 EV-VN-S037-0684 EV-VN-S037-0685 EV-VN-S037-0720 EV-VN-S037-0678,,conflict_note;engineering_rule;open_question;parameter,NUMBER_CONFLICT,OCR_NOISE (OCR conf 72.8; quotes = visual transcription of table rows),Y,"СКПРУ-1: В(карн) 0,46/0,94/0,41 | 0,23/0,81/1,39; В(сильв) 0,44/0,92/1,40 | 0,22/0,70/1,17; АБ 0,28/0,72/1,15 | 0,14/0,57/1,0; КрII 0,24/0,52/0,83 | 0,12/0,45/0,78; КС — | 0,13/0,39/0,63; other mines as recorded",(djvu),row order partly scrambled,"200 dpi: all rows of all six mines confirmed digit-by-digit; СКПРУ-1 В (карналлит) max printed '0,41' (clear print, not a scan artefact); БКПРУ-1 КрII max '0,68' (glyph looks like 0,С8 but is 0,68)","text p.218: factor [→quote]; Kпр=1,1 for drill-and-blast workings confirmed","logical inconsistency max<min for СКПРУ-1 В(карн.); in all other rows max>mean>min. Probable misprint (1,41?) - NOT corrected here (numerical reconciliation deferred to local phase)","keep printed 0,41 + conflict flag; do not use this max as a bound",HIGH,SKRU-1 working-stability stress-level ratios (DERIVATION by authors; normative),UNRESOLVED,,,,OCR->RENDER200->PROSE->ROW_LOGIC,$VKM_WORK/run/img/VKM-SRC-037_p110_200_clip.png,,"Values confirmed; the 0,41 is a source-level defect, not an extraction error.",SOURCE_INTERNAL_CONFLICT
QA-M-0022,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,92,,"с.182, рис.6.6 (изолинии (2T-σ)/γH, НЗНД)",EV-VN-S037-0580 EV-VN-S037-0581 EV-VN-S037-0582 EV-VN-S037-0587 EV-VN-S037-0726,,monitoring_observation;parameter;visual_check,OK_CONFIRMED,OCR_NOISE (conf 73.5); quotes are faithful visual transcriptions,Y,"T∞ ≈ 1/4 σсж; φ=30°; example H=500 м, γ=0,022 МПа/м, T∞=7,5 МПа, isoline 0,6",(djvu),minor OCR noise,"150 dpi: all values and the criterion (T-σ sinφ)/((1-sinφ)γH)=T∞/γH confirmed as printed; figure isolines legible (0...1,2)","φ=30° is a MODEL_CHOICE of the 3D elastic (ГИУ) computations; γ=0,022 МПа/м is an example value",,,HIGH,"inelastic-zone criterion near shaft junctions (MODEL_CHOICE; example inputs are TEACHING_EXAMPLE, not SKRU-1 data)",RESOLVED,,,,OCR->RENDER150->PROSE,$VKM_WORK/run/img/VKM-SRC-037_p92_150_clip.png,,"Consistency of the worked example (T∞/γH vs isoline 0,6) NOT recomputed - deferred to local phase per no-calculation rule.",
QA-M-0023,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,170,,с.338 формулы (8.136)-(8.142),EV-VN-S037-0926 EV-VN-S037-0927 EV-VN-S037-0928 EV-VN-S037-0929 EV-VN-S037-0930 EV-VN-S037-0931 EV-VN-S037-0932 EV-VN-S037-0933 EV-VN-S037-0934,,backfill;claim;conflict_note;formula;parameter;visual_check,EQUATION_ILLEGIBLE,OCR_NOISE (conf 56); equations transcribed visually,Y,"η0*=0,9·5/(a+b)·[1−A(1−B)] with '5' flagged as misprint; B=0,16/0,18 (гидр., H≤/>200 м), 0,21/0,24 (мех.); ξ0=a·η0, a=0,2-0,26; L=H(ctgδ0+ctgψ); i_x=η0/L²·S′; K_x=η0/L²·S″; ε_x=e·η0·S″/l²; ξ_x=η0·F; ε_x=η0/L·F′",(djvu),"(8.135) OCR '= 0,9, (8.135)' - numerator lost","200 dpi: every symbol confirmed as printed: numerator of (8.136) is a clear '5'; (8.138) and (8.139) both print η0/L²; (8.140) prints e·η0·S″(Z)/l² with e, l undefined on the page","legend defines A (заполнение камер), B (усадка) with the four values; [→quote]","dimensional consistency of (8.138) (slope ~ η0/L) is questioned by conflict EV-VN-S037-0934 - keep as printed; interpretation '5'→S/ΣS is ENGINEERING interpretation, not FACT","no correction of printed formulas; flags retained (LABEL_ERROR on '5', undefined e,l, L² in slope)",HIGH,"subsidence observation operator / typical-curves method (NORMATIVE, VKM regional); backfill shrinkage coefficients B",UNRESOLVED,,,,OCR->RENDER200->PROSE(legend)->XREF(8.135 OCR),$VKM_WORK/run/img/VKM-SRC-037_p170_200_clip.png,,Printed content confirmed; semantic defects are in the source (need original methodology / later edition to resolve).,SOURCE_DEFECT_OPEN
QA-M-0024,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,170,,"Табл.8.26 (с.339, повернута) безразмерные коэффициенты типовых кривых",EV-VN-S037-0935 EV-VN-S037-0936 EV-VN-S037-0994 EV-VN-S037-0998,,information_lifecycle;open_question;subsidence_method;visual_check,TABLE_FROM_IMAGE,OCR_NOISE (rotated table fully garbled); visual transcription,Y,"3 regimes (C≤0,4 A≥0,75; C<0,7 A<0,75; C≥0,7 A<0,75) x S,S′,S″ for Z=0..1,0 + extremes 4,0*/26,0*/5,5* + two 'Итого' columns",(djvu),garbled,"rotated 200 dpi: ALL 11x11 values + extremes compared cell-by-cell with record EV-VN-S037-0935 - identical; S(0) printed '10' (=1,0, comma lost in print); header 'Итого' over two unnamed columns confirmed",note: [→quote],"'Итого' columns plausibly F(Z), F′(Z) of (8.141)-(8.142) - interpretation only","S(0)=1,0 (printed 10) - print artefact, safe correction",HIGH,"typical subsidence-profile shapes (NORMATIVE, VKM regional) for edge part of trough",RESOLVED,,,,OCR->RENDER200+ROTATE->CELL_BY_CELL->NOTE,$VKM_WORK/run/img/VKM-SRC-037_p170_200_clip_rot.png,,Critical normative table fully verified.,
QA-M-0025,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,183,,"с.364-365 §8.6.4-8.6.5 (закладка: пример Kз, таблица углов растекания, (8.200)-(8.205))",EV-VN-S037-1024 EV-VN-S037-1025 EV-VN-S037-1026 EV-VN-S037-1027 EV-VN-S037-1028 EV-VN-S037-1029 EV-VN-S037-1030 EV-VN-S037-1031 EV-VN-S037-1032 EV-VN-S037-1033 EV-VN-S037-1034 EV-VN-S037-1035 EV-VN-S037-1036 EV-VN-S037-1037 EV-VN-S037-1038,,chronology_event;claim;conflict_note;formula;parameter;visual_check,OK_CONFIRMED,OCR_NOISE (conf 74); quotes faithful,N,"Kз=0,84 example (Δhк 0,17 computed vs 0,11 substituted); spreading angles 1,7 / 1,7-1,9 / 3,0° at 300-350/450-500/400 м³/ч, conc. 0,2/0,3-0,45/0,2, width 16 м, d 0,7/1,0-0,6/2,3 мм; (8.205) denominator 2hк sin2α",(djvu),matches,"150 dpi: all numbers and the two source-internal inconsistencies (0,17 vs 0,11; sin 2α) confirmed as printed; attribution text: [→quote]","spreading-angle data are from BKPRU-1/SKPRU-2 hydraulic backfill plants, NOT SKRU-1 (UNCLEAR_MINE_ATTRIBUTION resolved: not SKRU-1)",VKM-SRC-023 Fig.17 lists 'гидро' backfill in SKRU-1 zones in 1996-2017 - later period; no conflict,,HIGH,backfill parameters (teaching example + regional point data; ANALOGUE for SKRU-1),RESOLVED,,,,OCR->RENDER150->PROSE,$VKM_WORK/run/img/VKM-SRC-037_p183_150.png,,,
QA-M-0026,QA_MANUAL,MANUAL_TEXT_LAYER,VKM-SRC-037,"16,20,26,40,49,53,58,61,65,67,68,70,84,101,106,111,127,139,146,178,181,185,192,196,201,212,215,231,232",,"low-OCR-confidence spreads: equipment, ventilation, transport, blasting, economics, teaching examples, SKRU-2/-3 layouts",EV-VN-S037-0178 EV-VN-S037-0179 EV-VN-S037-0180 EV-VN-S037-0181 EV-VN-S037-0208 EV-VN-S037-0244 EV-VN-S037-0245 EV-VN-S037-0246 EV-VN-S037-0247 EV-VN-S037-0327 EV-VN-S037-0328 EV-VN-S037-0329 EV-VN-S037-0330 EV-VN-S037-0331 EV-VN-S037-0332 EV-VN-S037-0375 EV-VN-S037-0376 EV-VN-S037-0377 EV-VN-S037-0391 EV-VN-S037-0392 EV-VN-S037-0393 EV-VN-S037-0394 EV-VN-S037-0395 EV-VN-S037-0396 EV-VN-S037-0397 EV-VN-S037-0398 EV-VN-S037-0421 EV-VN-S037-0422 EV-VN-S037-0423 EV-VN-S037-0436 EV-VN-S037-0437 EV-VN-S037-0438 EV-VN-S037-0439 EV-VN-S037-0452 EV-VN-S037-0453 EV-VN-S037-0459 EV-VN-S037-0460 EV-VN-S037-0463 EV-VN-S037-0464 EV-VN-S037-0465 EV-VN-S037-0466 EV-VN-S037-0469 EV-VN-S037-0534 EV-VN-S037-0628 EV-VN-S037-0651 EV-VN-S037-0652 EV-VN-S037-0688 EV-VN-S037-0689 EV-VN-S037-0690 EV-VN-S037-0759 EV-VN-S037-0760 EV-VN-S037-0795 EV-VN-S037-0814 EV-VN-S037-0816 EV-VN-S037-0976 EV-VN-S037-0977 EV-VN-S037-1004 EV-VN-S037-1005 EV-VN-S037-1006 EV-VN-S037-1007 EV-VN-S037-1008 EV-VN-S037-1009 EV-VN-S037-1010 EV-VN-S037-1011 EV-VN-S037-1012 EV-VN-S037-1048 EV-VN-S037-1049 EV-VN-S037-1050 EV-VN-S037-1051 EV-VN-S037-1052 EV-VN-S037-1053 EV-VN-S037-1107 EV-VN-S037-1108 EV-VN-S037-1109 EV-VN-S037-1110 EV-VN-S037-1111 EV-VN-S037-1132 EV-VN-S037-1133 EV-VN-S037-1151 EV-VN-S037-1152 EV-VN-S037-1153 EV-VN-S037-1184 EV-VN-S037-1191 EV-VN-S037-1239 EV-VN-S037-1240,,borehole;chronology_event;claim;conflict_note;coordinate_system;engineering_rule;formula;geophysics;hydro;information_lifecycle;lifecycle_stage;mining_geometry;open_question;parameter;spatial_entity;visual_check,OCR_SKIMMED,OCR_NOISE (mean word conf 24-75); quotes are visual/OCR-confirmed transcriptions by sweep,N,sweep visual readings (see records),"(djvu, none)",low confidence (page_stats mean_word_conf),not re-rendered by QA except where listed in other ledger rows; sweep visual_check rows on these spreads (TABLE_FROM_IMAGE/LABEL_ERROR/NUMBER_CONFLICT/VISUAL_NOT_CHECKABLE) retained,"content classified non-critical for Physical World v1 / WorldSpec (no rock-mass parameters, no SKRU-1 geometry/coordinates)",,,MEDIUM,none for physics; equipment/technology context only,RESOLVED,,,,OCR_STATS->RECORD_TRIAGE (QA depth: SWEEP_VISUAL_ACCEPTED),,QA-M-0157,"Items with SKRU1 scope here: track gauge СКПРУ-1 ""?50"" (first digit not printed, p26) - irrelevant for physics; Рис.6.15-6.16 (p101) rotated isoline maps VISUAL_NOT_CHECKABLE; Табл.3.5 blasting (p58). If any of these becomes a parameter later, re-render required. [PARTIALLY_SUPERSEDED_BY QA-M-0156] [PARTIALLY_SUPERSEDED_BY QA-M-0157]",
QA-M-0027,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,15,,"Табл.1.4 (КрII слой 7 БКПРУ-1, масштабный эффект) и Табл.1.5 (усреднённые σсж, ρ, σ∞, ρ∞)",EV-VN-S037-0168 EV-VN-S037-0169 EV-VN-S037-0170 EV-VN-S037-0171 EV-VN-S037-0172 EV-VN-S037-0173 EV-VN-S037-0174,EV-MIN-1364 EV-MIN-1365 EV-MIN-1366 EV-MIN-1367,engineering_rule;parameter;visual_check,OK_CONFIRMED,OCR_NOISE (table OCR partial: 'Карналлит 1 15 34 п И'),Y,"Табл.1.5: КС 21,5/32/3,5/21; сильвинит КрIII-КрI 23,0/35/7,0/20; сильвинит АБ и В 19,0/27/5,5/15; карналлит 11,5/34/1,0/11. Табл.1.4: 22,4(16;8,6) 22,0(18;10,5) 23,7(16;18,1) 26,1(16;7,1); 25,0(4;11,3) 27,6(4;6,9); 28,9(3;5,2)",(djvu),carnallite row OCR '1 15 34 п И' (wrong),150 dpi: all 16 values of Табл.1.5 and all cells of Табл.1.4 confirmed; n total 77,"примечание: use only when no reliable data for the specific site of the mine field (NORMATIVE default, not site measurement)",old release EV-MIN-1364..1367 identical,record conditions mention '[20]' - not printed on this page; drop the bracket reference or locate it,HIGH,long-term strength σ∞/ρ∞ priors (LAB-derived normative averages; VKM regional; not MASSIF-calibrated),RESOLVED,,,,OCR->RENDER150->NOTE->XSRC(old EV-MIN),$VKM_WORK/run/img/VKM-SRC-037_p15_150.png,,Critical rheology-related strength table fully verified.,
QA-M-0028,QA_MANUAL,MANUAL_RENDER,VKM-SRC-037,166,,"с.331 формулы (8.123)-(8.125), γ, K5, Δb",EV-VN-S037-0881 EV-VN-S037-0882 EV-VN-S037-0883 EV-VN-S037-0884 EV-VN-S037-0885 EV-VN-S037-0886,,formula;parameter;visual_check,UNIT_DOUBT,"OCR_NOISE (γ and K5 misrecognised: 'У ЖИ', 1,95)",Y,"γ=2,2 кН/м³ [sic]; K5=1,25 (ленточные); Δb=0 (комбайн) / 2 м (веер); K1/K2=1 for tabulated strengths",(djvu),"K5 OCR 1,95 (wrong)","150 dpi: printed 'γ=2,2 кН/м³' (unit misprint; physically 22 кН/м³ = 2,2 т/м³); K5=1,25; Δb 0 / 2 м confirmed. The scan carries HANDWRITTEN reader marginalia: '(2,2 тс/м³ или 22 кН/м³)' next to (8.124) and 'МПа' under (8.125)",(8.130) on p.335 uses γ in кН/м³ consistently; H in м,"regional overburden unit weight ~22 кН/м³ elsewhere (e.g. γ=0,022 МН/м³ p.182) consistent with correction","γ = 22 кН/м³ (2,2 т/м³); printed '2,2 кН/м³' is a unit misprint. Handwritten marginalia are NOT source content and must never be cited as the source",HIGH,pillar load (tributary area) formula inputs; overburden unit weight parameter,CORRECTED,,,,"OCR->RENDER150->PROSE->XSRC(p.182 γ=0,022 МПа/м)",$VKM_WORK/run/img/VKM-SRC-037_p166_150.png,,Marginalia hazard: this djvu copy has handwritten notes; any quote must come from printed text only.,
