correction_id,origin,target_type,target_ids,source_id,pdf_page,field,old_value,new_value,reason,severity,ledger_ref,status,confidence,affected_catalogues,basis
QA-C-R5-048,QA_RULE,NEW_VN,EV-VN-S037-0065 EV-VN-S037-0066 EV-VN-S037-0067 EV-VN-S037-0068 EV-VN-S037-0069 EV-VN-S037-0070 EV-VN-S037-0071 EV-VN-S037-0072 EV-VN-S037-0073 EV-VN-S037-0074 EV-VN-S037-0075 EV-VN-S037-0076 EV-VN-S037-0077 EV-VN-S037-0078 EV-VN-S037-0079 EV-VN-S037-0080 EV-VN-S037-0081 EV-VN-S037-0082 EV-VN-S037-0083 EV-VN-S037-0084 EV-VN-S037-0102 EV-VN-S037-0103 EV-VN-S037-0192 EV-VN-S037-0193 EV-VN-S037-0194 EV-VN-S037-0195 EV-VN-S037-0197 EV-VN-S037-0406 EV-VN-S037-0566 EV-VN-S037-0634 EV-VN-S037-0664 EV-VN-S037-0671 EV-VN-S037-0672 EV-VN-S037-0692 EV-VN-S037-0711 EV-VN-S037-0713 EV-VN-S037-0731 EV-VN-S037-0733 EV-VN-S037-0756 EV-VN-S037-0757 EV-VN-S037-0781 EV-VN-S037-0784 EV-VN-S037-0791 EV-VN-S037-0792 EV-VN-S037-0802 EV-VN-S037-0803 EV-VN-S037-0809 EV-VN-S037-0933 EV-VN-S037-0954 EV-VN-S037-0959 EV-VN-S037-0969 EV-VN-S037-0972 EV-VN-S037-0982 EV-VN-S037-1040 EV-VN-S037-1124,VKM-SRC-037,6;8;18;55;88;102;108;109;112;119;121;126;134;135;137;138;142;144;170;172;173;175;176;180;184;194,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,"critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=55; 21 open members checked by QA (issue tracked in ledger), 14 downgraded as low-impact (not rendered)",MAJOR,QA-A-03995 QA-A-03996 QA-A-03997 QA-A-03998 QA-A-03999 QA-A-04000 QA-A-04001 QA-A-04002 QA-A-04003 QA-A-04004 QA-A-04005 QA-A-04006 QA-A-04007 QA-A-04008 QA-A-04009 QA-A-04010 QA-A-04011 QA-A-04012 QA-A-04013 QA-A-04014 QA-A-04023 QA-A-04024 QA-A-04097 QA-A-04098 QA-A-04099 QA-A-04100 QA-A-04101 QA-A-04225 QA-A-04334 QA-A-04382 QA-A-04404 QA-A-04410 QA-A-04411 QA-A-04431 QA-A-04447 QA-A-04449 QA-A-04464 QA-A-04466 QA-A-04483 QA-A-04484 QA-A-04499 QA-A-04502 QA-A-04507 QA-A-04508 QA-A-04517 QA-A-04518 QA-A-04524 QA-A-04619 QA-A-04635 QA-A-04639 ...,CHECKED_OR_DOWNGRADED_BY_QA,MEDIUM,borehole_catalog.csv; borehole_picks.csv; coordinate_datum_evidence.csv; mechanics_evidence_catalog.csv; conflict notes; mining_chronology_catalog.csv; MATHEMATICAL_MODEL_REGISTRY.csv; mining_geometry_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-03995, QA-A-03996, QA-A-03997, QA-A-03998, QA-A-03999, QA-A-04000, QA-A-04001, QA-A-04002, QA-A-04003, QA-A-04004, QA-A-04005, QA-A-04006...)"
QA-C-R5-049,QA_RULE,NEW_VN,EV-VN-S038-0024,VKM-SRC-038,4,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=1; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-04890,RESOLVED_BY_QA,MEDIUM,MATHEMATICAL_MODEL_REGISTRY.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-04890)
QA-C-R5-050,QA_RULE,NEW_VN,EV-VN-S039-0010,VKM-SRC-039,2,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,"critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=1; open members judged low-impact by QA (criticality downgraded, not rendered); re-check on the page before any use",MAJOR,QA-A-04914,DOWNGRADED_BY_QA,MEDIUM,borehole_catalog.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-04914)
QA-C-R5-051,QA_RULE,NEW_VN,EV-VN-S040-0056 EV-VN-S040-0059 EV-VN-S040-0080 EV-VN-S040-0126 EV-VN-S040-0127,VKM-SRC-040,19;28,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=5; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-04937 QA-A-04938 QA-A-04943 QA-A-04954 QA-A-04955,RESOLVED_BY_QA,MEDIUM,mining_geometry_catalog.csv; coordinate_datum_evidence.csv; borehole_picks.csv; borehole_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-04937, QA-A-04938, QA-A-04943, QA-A-04954, QA-A-04955)"
QA-C-S-001,SWEEP_VISUAL_CHECK,OLD_EV,EV-MON-0064,VKM-SRC-001,12,UNIT_DOUBT,50-60 см/год with original_unit 'мм/год',Printed unit is см/год; existing record's unit column 'мм/год' is wrong,sweep visual check EV-VN-S001-0036 (UNIT_DOUBT),MINOR,QA-S-0003,PROPOSED,HIGH,monitoring_observation_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S001-0036 (UNIT_DOUBT); QA ledger status UNRESOLVED
QA-C-S-002,SWEEP_VISUAL_CHECK,OLD_EV,EV-MON-0053 EV-MON-0054 EV-MON-0055,VKM-SRC-002,12,MAP_ATTRIBUTION,title/content mismatch flagged (EV-MON-0053),"Confirmed: slide 12 maps are BEREZNIKI, not Solikamsk/SKRU; figure numbers 32-33 show reproduction from another document (report/thesis); must be scoped OTHER_VKM_SITE (Berezniki, mine not named)",sweep visual check EV-VN-S002-0021 (MAP_ATTRIBUTION),MINOR,QA-S-0012,PROPOSED,HIGH,monitoring_observation_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S002-0021 (MAP_ATTRIBUTION); QA ledger status RESOLVED
QA-C-S-003,SWEEP_VISUAL_CHECK,OLD_EV,EV-MON-0056,VKM-SRC-002,13,MAP_ATTRIBUTION,"1 см (среднее отклонение, в зоне максимальных оседаний), GENERAL_METHOD",Landscape is not VKM (likely tundra/floodplain site); the 1 cm accuracy value must not be attributed to VKM,sweep visual check EV-VN-S002-0026 (MAP_ATTRIBUTION),MINOR,QA-S-0014,PROPOSED,HIGH,monitoring_observation_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S002-0026 (MAP_ATTRIBUTION); QA ledger status CORRECTED
QA-C-S-004,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S003-0137,VKM-SRC-003,40,MAP_ATTRIBUTION,(as currently recorded in the target record(s); the check states no explicit old value),"Map is BKPRU-1 (former БРУ-1) area in Berezniki - NOT SKRU. Basemap from OSM, overlays by author; no coordinate grid or mine-field boundaries; 'Провал № 5' shown but not discussed in text p.39",sweep visual check EV-VN-S003-0137 (MAP_ATTRIBUTION),MAJOR,QA-S-0027,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S003-0137 (MAP_ATTRIBUTION); QA ledger status UNRESOLVED
QA-C-S-005,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S003-0261,VKM-SRC-003,72,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),Cross-reference error: should be Fig. 3.21.,sweep visual check EV-VN-S003-0261 (LABEL_ERROR),MINOR,QA-S-0050,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S003-0261 (LABEL_ERROR); QA ledger status CORRECTED
QA-C-S-006,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMB-0116,VKM-SRC-005,2,UNIT_DOUBT,"EV-RMB-0116: 1108,9; 1060,0; 1079,89; 936,4 (м, подпись оси не приведена)","Числа прочитаны при 300 dpi. Смысл нижних чисел не указан; для скв.89 разность устье−забой согласуется с положением забоя на оси, для скв.47 — нет (схема может быть не в масштабе). Не использовать как геометрию без первичных данных.",sweep visual check EV-VN-S005-0019 (UNIT_DOUBT),MINOR,QA-S-0080,PROPOSED,MEDIUM,mechanics_evidence_catalog.csv; MATHEMATICAL_MODEL_REGISTRY.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S005-0019 (UNIT_DOUBT); QA ledger status UNRESOLVED
QA-C-S-007,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S006-0096,VKM-SRC-006,3,OK_CONFIRMED,(as currently recorded in the target record(s); the check states no explicit old value),"TOC page numbers MATCH body (printed page = PDF page). CORRECTION to the TOC claim record (p.3) whose data text said numbers do not match — that remark was erroneous. Chunk c1 (pp.1-47) ends inside §4.2; §5 (seismic/volcanic/crustal movements incl. InSAR, pp.49-66) and bibliography (p.85+) are outsi",sweep visual check EV-VN-S006-0096 (OK_CONFIRMED),MINOR,QA-S-0092,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S006-0096 (OK_CONFIRMED); QA ledger status CORRECTED
QA-C-S-008,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S011-0661,VKM-SRC-011,35,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),text cross-reference should read рис. 1.65а/б; house numbers must not be taken as borehole IDs,sweep visual check EV-VN-S011-0661 (LABEL_ERROR),MINOR,QA-S-0161,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S011-0661 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-009,SWEEP_VISUAL_CHECK,OLD_EV,EV-GEO-0142,VKM-SRC-011,45,NUMBER_CONFLICT,EV-GEO-0142 states 'NaCl mostly 92–99%',"printed NaCl 69,67% with Н.О. 1,12 and CaSO4 1,87 is implausible for 'relatively pure' КС layer — probable misprint (e.g. of 96,67); keep as printed, flag",sweep visual check EV-VN-S011-0856 (NUMBER_CONFLICT),MAJOR,QA-S-0168,PROPOSED,HIGH,geology_evidence.csv; borehole_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S011-0856 (NUMBER_CONFLICT); QA ledger status UNRESOLVED
QA-C-S-010,SWEEP_VISUAL_CHECK,OLD_EV,EV-GEO-0144,VKM-SRC-011,49,UNCLEAR_MINE_ATTRIBUTION,EV-GEO-0144 SITE_SPECIFIC SKRU-1,Only the qualitative sketches are SKRU-1; the quantitative patch sizes are SKRU-3. EV-GEO-0144 should be split / scope-corrected.,sweep visual check EV-VN-S011-0982 (UNCLEAR_MINE_ATTRIBUTION),MAJOR,QA-S-0175,PROPOSED,HIGH,geology_evidence.csv; borehole_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S011-0982 (UNCLEAR_MINE_ATTRIBUTION); QA ledger status UNRESOLVED
QA-C-S-011,SWEEP_VISUAL_CHECK,OLD_EV,EV-GEO-0151 EV-GEO-0152,VKM-SRC-011,58,NUMBER_CONFLICT,EV-GEO-0150..0153 thickness only,"Printed as in text layer; the NaCl inner-zone values for А and А' coincide with KCl values in the same rows, while Table 2.11 t-values for NaCl are small (1,067 and 0,322) - suspected misprint in Table 2.10; not resolvable from source",sweep visual check EV-VN-S011-1099 (NUMBER_CONFLICT),MAJOR,QA-S-0182,PROPOSED,MEDIUM,geology_evidence.csv; borehole_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S011-1099 (NUMBER_CONFLICT); QA ledger status UNRESOLVED
QA-C-S-012,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S011-1700,VKM-SRC-011,99,UNCLEAR_MINE_ATTRIBUTION,(as currently recorded in the target record(s); the check states no explicit old value),"Printed abbreviation non-standard; probably СКПРУ-2 (Solikamsk mine 2, SKRU-2). Not SKRU-1.",sweep visual check EV-VN-S011-1700 (UNCLEAR_MINE_ATTRIBUTION),MAJOR,QA-S-0216,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S011-1700 (UNCLEAR_MINE_ATTRIBUTION); QA ledger status UNRESOLVED
QA-C-S-013,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S011-2064,VKM-SRC-011,125,OK_CONFIRMED,(as currently recorded in the target record(s); the check states no explicit old value),"Mine attribution explicit: BKPRU-4, not SKRU-1. Scale bars 20/50 cm.",sweep visual check EV-VN-S011-2064 (OK_CONFIRMED),MINOR,QA-S-0232,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S011-2064 (OK_CONFIRMED); QA ledger status RESOLVED
QA-C-S-014,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S014-0391,VKM-SRC-014,41,UNIT_DOUBT,(as currently recorded in the target record(s); the check states no explicit old value),"Printed 2253 кН is an order of magnitude above all other hoists (80–513 кН) with max tension difference only 112 кН — likely misprint (e.g. 225,3). Irrelevant for geomechanics; recorded as possible typo.",sweep visual check EV-VN-S014-0391 (UNIT_DOUBT),MAJOR,QA-S-0321,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S014-0391 (UNIT_DOUBT); QA ledger status UNRESOLVED
QA-C-S-015,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S014-0466,VKM-SRC-014,78,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),Same numeral used for a borehole and a block — risk of mis-attribution when digitizing,sweep visual check EV-VN-S014-0466 (LABEL_ERROR),MAJOR,QA-S-0330,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S014-0466 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-016,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S014-0537,VKM-SRC-014,78,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),"CORRECTION: the borehole record with borehole_id_as_printed='86' (written in batch pp76-80) is withdrawn — 86 is a block, not a borehole",sweep visual check EV-VN-S014-0537 (LABEL_ERROR),MAJOR,QA-S-0332,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S014-0537 (LABEL_ERROR); QA ledger status CORRECTED
QA-C-S-017,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S014-0868,VKM-SRC-014,125,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),Label error in figure: should be Кр. II,sweep visual check EV-VN-S014-0868 (LABEL_ERROR),MINOR,QA-S-0353,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S014-0868 (LABEL_ERROR); QA ledger status CORRECTED
QA-C-S-018,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S014-0939,VKM-SRC-014,151,UNIT_DOUBT,(as currently recorded in the target record(s); the check states no explicit old value),"Printed value implausible (salt fill density 1,35–1,70 t/m3 elsewhere in the book); likely misprint; teaching example only",sweep visual check EV-VN-S014-0939 (UNIT_DOUBT),MINOR,QA-S-0364,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S014-0939 (UNIT_DOUBT); QA ledger status UNRESOLVED
QA-C-S-019,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S014-0946,VKM-SRC-014,153,EQUATION_ILLEGIBLE,(as currently recorded in the target record(s); the check states no explicit old value),"Legible; probable misprint (dimensional inconsistency) — flag, do not use without checking a primary hydraulics source",sweep visual check EV-VN-S014-0946 (EQUATION_ILLEGIBLE),MINOR,QA-S-0365,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S014-0946 (EQUATION_ILLEGIBLE); QA ledger status UNRESOLVED
QA-C-S-020,SWEEP_VISUAL_CHECK,OLD_EV,EV-MIN-0197,VKM-SRC-014,157,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),"Confirms (6.7) misprint (missing square root) by the book's own example; safety factor value inconsistent (1,15 vs 1,05–1,1)",sweep visual check EV-VN-S014-0960 (LABEL_ERROR),MINOR,QA-S-0366,PROPOSED,HIGH,mining_geometry_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S014-0960 (LABEL_ERROR); QA ledger status RESOLVED
QA-C-S-021,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMR-1175 EV-MIN-0233,VKM-SRC-014,186,EQUATION_ILLEGIBLE,"EV-RMR-1175: exp(5,48√(ωγH/σ̄сж)); EV-MIN-0233 distorted","Text layer garbled. Visual read (250 dpi): U(t)/Lр = U0/Lр + A1(b/h)^−0,5(1,7+ω)(1−ω)^0,5·exp(5,48√ω·γH/σ̄сж)·t^0,3; U0/Lр = A2(b/h)^−0,4(1−ω)^0,4·γH/σ̄сж. Existing EV-MIN-0233 gives a wrong/distorted structure (""(1,7ω)(1−ω)^0,3·(A1/(b/h))^0,5·...[1−exp(−5,48·(γ·t/σсж)]""); existing EV-RMR-1175 puts ",sweep visual check EV-VN-S014-1048 (EQUATION_ILLEGIBLE),MINOR,QA-S-0375,PROPOSED,HIGH,mechanics_evidence_catalog.csv; rheology_evidence_catalog.csv; physical_evidence_v1 claims; mining_geometry_catalog.csv,sweep agent visual check EV-VN-S014-1048 (EQUATION_ILLEGIBLE); QA ledger status UNRESOLVED
QA-C-S-022,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S020-0018,VKM-SRC-020,6,UNCLEAR_MINE_ATTRIBUTION,(as currently recorded in the target record(s); the check states no explicit old value),"Легенда относит СКПРУ-1 и СКПРУ-3 к Новосоликамскому участку (№4), а СКПРУ-2 — к Соликамскому (№5). Это требует сверки с другими источниками корпуса: в распространённых описаниях СКРУ-1 отрабатывает Соликамский участок, а СКРУ-3 — Новосоликамский. Привязку шахтного поля СКРУ-1 по этому рисунку НЕ ис",sweep visual check EV-VN-S020-0018 (UNCLEAR_MINE_ATTRIBUTION),MAJOR,QA-S-0429,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S020-0018 (UNCLEAR_MINE_ATTRIBUTION); QA ledger status UNRESOLVED
QA-C-S-023,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S020-0049,VKM-SRC-020,8,MAP_ATTRIBUTION,(as currently recorded in the target record(s); the check states no explicit old value),"Профиль относится к Березниковскому району (Березниковское поднятие, Дурыманская мульда, Еловский купол) — НЕ СКРУ-1. Подписи скважин плохо читаемы (скан 1998, 500 dpi); профиль не имеет плановой привязки и горизонтального масштаба. Подпись оси '-300' в самом низу, вероятно, '-800'.",sweep visual check EV-VN-S020-0049 (MAP_ATTRIBUTION),MINOR,QA-S-0431,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S020-0049 (MAP_ATTRIBUTION); QA ledger status UNRESOLVED
QA-C-S-024,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S020-0266,VKM-SRC-020,110,MAP_ATTRIBUTION,(as currently recorded in the target record(s); the check states no explicit old value),"Учебная иллюстрация без указания месторождения/рудника; положительные отметки почвы +140..+175 м не согласуются с глубиной залегания калийных пластов ВКМ (отметки почвы отрицательные при устьях ~+100..+200 м) — вероятно, рисунок заимствован из общего учебника маркшейдерии. Не использовать как данные",sweep visual check EV-VN-S020-0266 (MAP_ATTRIBUTION),MINOR,QA-S-0446,PROPOSED,MEDIUM,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S020-0266 (MAP_ATTRIBUTION); QA ledger status UNRESOLVED
QA-C-S-025,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S020-0327,VKM-SRC-020,140,UNIT_DOUBT,(as currently recorded in the target record(s); the check states no explicit old value),"Единица 'Па' явно ошибочна (2 Па физически неправдоподобно для гусеничной машины 59 т); вероятно, кгс/см2 или ×10^5 Па. Значение не использовать без проверки по паспорту машины.",sweep visual check EV-VN-S020-0327 (UNIT_DOUBT),MAJOR,QA-S-0450,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S020-0327 (UNIT_DOUBT); QA ledger status UNRESOLVED
QA-C-S-026,SWEEP_VISUAL_CHECK,OLD_EV,EV-MON-0115,VKM-SRC-023,17,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,(as currently recorded in the target record(s); the check states no explicit old value),"Map is of Berezniki (BKPRU area), NOT SKRU-1/Solikamsk. No source reference in caption; context cites [3]/[4]; almost certainly reproduced from Бабаянц/Барях et al. [→quote] (Геофизические исследования, 2021-2023).",sweep visual check EV-VN-S023-0047 (FIGURE_REPRODUCED_FROM_OTHER_SOURCE),MINOR,QA-S-0468,PROPOSED,HIGH,monitoring_observation_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S023-0047 (FIGURE_REPRODUCED_FROM_OTHER_SOURCE); QA ledger status RESOLVED
QA-C-S-027,SWEEP_VISUAL_CHECK,OLD_EV,EV-GEO-0337,VKM-SRC-023,28,FIGURE_REPRODUCED_FROM_OTHER_SOURCE,(as currently recorded in the target record(s); the check states no explicit old value),"Low-resolution raster copied from literature (context [12], Kudryashov 2013 monograph most likely); no numeric picks readable; borehole types only partially distinguishable (open vs filled triangles). Section line position shown in Fig. 9 (legend item 5). Not SKRU-1-specific.",sweep visual check EV-VN-S023-0085 (FIGURE_REPRODUCED_FROM_OTHER_SOURCE),MINOR,QA-S-0473,PROPOSED,MEDIUM,geology_evidence.csv; borehole_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S023-0085 (FIGURE_REPRODUCED_FROM_OTHER_SOURCE); QA ledger status RESOLVED
QA-C-S-028,SWEEP_VISUAL_CHECK,OLD_EV,EV-GEO-0250 EV-GEO-0243 EV-GEO-0244,VKM-SRC-023,31,OK_CONFIRMED,(as currently recorded in the target record(s); the check states no explicit old value),"Values read visually at 300 dpi; clear. Regional average column of the Solikamsk depression, not SKRU-1-specific; source not cited in caption (probably Kudryashov [12]/[16]).",sweep visual check EV-VN-S023-0130 (OK_CONFIRMED),MINOR,QA-S-0474,PROPOSED,HIGH,geology_evidence.csv; borehole_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S023-0130 (OK_CONFIRMED); QA ledger status RESOLVED
QA-C-S-029,SWEEP_VISUAL_CHECK,OLD_EV,EV-MIN-0296,VKM-SRC-023,37,MAP_ATTRIBUTION,(as currently recorded in the target record(s); the check states no explicit old value),Figure 10 depicts СКРУ-2 (not СКРУ-1). Drawing in ГОСТ format with empty signature fields — likely a course-project/design drawing; not a mine survey record. Must NOT be used as SKRU-1 geometry.,sweep visual check EV-VN-S023-0180 (MAP_ATTRIBUTION),MAJOR,QA-S-0477,PROPOSED,HIGH,mining_geometry_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S023-0180 (MAP_ATTRIBUTION); QA ledger status UNRESOLVED
QA-C-S-030,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S023-0208,VKM-SRC-023,40,LABEL_ERROR,(as currently recorded in the target record(s); the check states no explicit old value),Figure cross-reference error in text: 12а/12б should be 13а/13б,sweep visual check EV-VN-S023-0208 (LABEL_ERROR),MAJOR,QA-S-0480,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S023-0208 (LABEL_ERROR); QA ledger status CORRECTED
QA-C-S-031,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S023-0403,VKM-SRC-023,42,VISUAL_NOT_CHECKABLE,(as currently recorded in the target record(s); the check states no explicit old value),"CORRECTION to the earlier Fig.14 visual_check record of this chunk: that record gave '1 СЗП ... 41893,91651' as if certain; the row is only partly legible and must not be used as a coordinate",sweep visual check EV-VN-S023-0403 (VISUAL_NOT_CHECKABLE),MAJOR,QA-S-0509,PROPOSED,LOW,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S023-0403 (VISUAL_NOT_CHECKABLE); QA ledger status UNRESOLVED
QA-C-S-032,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S024-0458,VKM-SRC-024,154,TABLE_FROM_IMAGE,(as currently recorded in the target record(s); the check states no explicit old value),Values re-read visually at 130 dpi; interval-based transcription recorded in monitoring_observation records. Any automatic parsing of the text layer for these tables must be rejected.,sweep visual check EV-VN-S024-0458 (TABLE_FROM_IMAGE),MAJOR,QA-S-0552,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S024-0458 (TABLE_FROM_IMAGE); QA ledger status RESOLVED
QA-C-S-033,SWEEP_VISUAL_CHECK,OLD_EV,EV-GEO-0325 EV-MIN-0334 EV-MIN-0338,VKM-SRC-025,10,OCR_ONLY,digest uses КрIII/КрII/КрI correctly,Roman numerals of seam names systematically garbled by tesseract; any automatic parse of OCR seam names must be re-checked visually,sweep visual check EV-VN-S025-0206 (OCR_ONLY),MINOR,QA-S-0564,PROPOSED,HIGH,geology_evidence.csv; borehole_catalog.csv; physical_evidence_v1 claims; mining_geometry_catalog.csv,sweep agent visual check EV-VN-S025-0206 (OCR_ONLY); QA ledger status UNRESOLVED
QA-C-S-034,SWEEP_VISUAL_CHECK,NEW_VN,EV-VN-S025-0272,VKM-SRC-025,51,OK_CONFIRMED,(as currently recorded in the target record(s); the check states no explicit old value),OCR lost the '≠' sign - meaning reversed; correct: correction factor applies when h/d ≠ 2.0,sweep visual check EV-VN-S025-0272 (OK_CONFIRMED),MINOR,QA-S-0573,PROPOSED,HIGH,visual_ocr_qa_ledger.csv; catalogues of the records extracted from the same page/figure,sweep agent visual check EV-VN-S025-0272 (OK_CONFIRMED); QA ledger status CORRECTED
QA-C-S-035,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMR-0328 EV-RMR-0329 EV-RMR-0330 EV-RMR-0331 EV-RMR-0332 EV-RMR-0333 EV-RMR-0334 EV-RMR-0335 EV-RMR-0336,VKM-SRC-025,73,OK_CONFIRMED,EV-RMR-0328..0336 as in digest,Existing values confirmed at 250 dpi; OCR n=20 wrong (visual 90). Text p.68 says '>200 specimens' for the program.,sweep visual check EV-VN-S025-0368 (OK_CONFIRMED),MAJOR,QA-S-0591,PROPOSED,HIGH,mechanics_evidence_catalog.csv; rheology_evidence_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S025-0368 (OK_CONFIRMED); QA ledger status RESOLVED
QA-C-S-036,SWEEP_VISUAL_CHECK,OLD_EV,EV-RMR-0340 EV-RMR-0368,VKM-SRC-025,79,UNIT_DOUBT,(as currently recorded in the target record(s); the check states no explicit old value),Unit on axis is a misprint (should be ГПа); legend swapped; also text calls it 'секущий' modulus while §3.1 used initial tangent D_y — modulus definition ambiguity between chapters.,sweep visual check EV-VN-S025-0412 (UNIT_DOUBT),MINOR,QA-S-0598,PROPOSED,HIGH,mechanics_evidence_catalog.csv; rheology_evidence_catalog.csv; physical_evidence_v1 claims,sweep agent visual check EV-VN-S025-0412 (UNIT_DOUBT); QA ledger status RESOLVED
