process_id,vn_id,kind,source_id,locator,pdf_page,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,role,notes,record_normalization
PC-36,EV-VN-S012-0025,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.14 (§1.1),14,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-36,EV-VN-S012-0237,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.50 (§2.3),50,FACT,INTERPRETATION,SKRU2,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,KEY,"Here 2ЮВП is attributed to SKRU-2, whereas Fig 2.3 labels ""2ЮВП (СКРУ-1)"" at the north end of line 3 — attribution conflict (see visual_check p47).",
PC-36,EV-VN-S012-0252,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.53 (§2.3),53,FACT,INTERPRETATION,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-36,EV-VN-S012-0244,claim,VKM-SRC-012,VKM-SRC-012 p.52 (§2.3 p.52),52,FACT,INTERPRETATION,SKRU1_SKRU2_PILLAR,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,scope SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (D-17)
PC-36,EV-VN-S012-0216,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.44 (§2.2),44,FACT,INTERPRETATION,SKRU2,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-36,EV-VN-S012-0564,claim,VKM-SRC-012,VKM-SRC-012 p.104 (§4.2 p.104),104,FACT,INTERPRETATION,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,scope SKRU1_SKRU2→SKRU2 (D-17)
PC-37,EV-VN-S014-0986,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.161 (§6.3),161,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,NOT_FOUND,KEY,Causal link to subsidence is the reader's interpretation for the 3D+time world; source only states filling-degree geometry.,
PC-37,EV-VN-S014-0988,backfill,VKM-SRC-014,"VKM-SRC-014 p.162 (§6.3, Рис. 6.2–6.5)",162,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VISUAL_READ,EXACT,SUPPORT,"Figures 6.2-6.5 viewed at 110 dpi: schematic longitudinal chamber sections, no numeric scale.",
PC-37,EV-VN-S037-0962,backfill,VKM-SRC-037,"VKM-SRC-037 p.173 (§8.6.1, Пример 1)",173,ANALOGUE,TEACHING_EXAMPLE,GENERAL_METHOD,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Worked example (not measured). Gives order of magnitude: backfilling one 200 m chamber takes ~86 shifts (~1 month at 3 shifts/day — interpretation) — relevant to backfill delay timing in 3D+time world.,status FACT→ANALOGUE (D-02)
PC-37,EV-VN-S037-0497,backfill,VKM-SRC-037,VKM-SRC-037 p.78 (§4.6 (с.154–155)),78,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"OCR ""5—3"" corrected visually to ""2,5—3"".",
PC-37,EV-VN-S016-0078,backfill,VKM-SRC-016,VKM-SRC-016 p.10 (Заключение),10,FACT,DESCRIPTIVE,BKPRU4,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-37,EV-VN-S023-0270,backfill,VKM-SRC-023,"VKM-SRC-023 p.43 (Рис.17 (image19.png), rendered p.43)",43,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,Backfill is often late (decades after mining) at SKRU-1 zones — key time-dependent boundary condition.,
PC-37,EV-VN-S023-0316,backfill,VKM-SRC-023,"VKM-SRC-023 p.48 (Рис.25б (image27.png), rendered p.48)",48,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,EXACT_ADJACENT_PAGE,SUPPORT,Qualitative visual reading; seam not specified (probably union of seams). Dated 01.10.2022 per layer names in Fig.12.,
PC-37,EV-VN-S037-0319,backfill,VKM-SRC-037,"VKM-SRC-037 p.38 (рис. 2.8 (выработки 4, 6, 15))",38,FACT,DESIGN_VALUE,SKRU1,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,Evidence that SKPRU-1 carnallite mining was served by a backfill complex (early 1990s design). No volumes.,
PC-37,EV-VN-S037-0926,formula,VKM-SRC-037,VKM-SRC-037 p.170 (формула (8.136)),170,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,New (not in existing digest). Visual 220 dpi.,
PC-38,EV-VN-S020-0170,process_mechanism,VKM-SRC-020,VKM-SRC-020 p.27 (§1.4),27,FACT,DESCRIPTIVE,VKM_REGIONAL,MASSIF,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-38,EV-VN-S037-0135,backfill,VKM-SRC-037,"VKM-SRC-037 p.12 (§1.2.1, масштабный эффект, Рис. 1.11 прямая 7)",12,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_68,SUPPORT,Возраст массива 10 лет — важно для time-dependent backfill stiffness; рудник не указан.,
PC-38,EV-VN-S037-0475,parameter,VKM-SRC-037,VKM-SRC-037 p.72 (§4.2 (с.143)),72,FACT,NORMATIVE,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_79,SUPPORT,Source of these values (measurement campaign) not given; recorded as NORMATIVE practice values. Key backfill-state parameter for chamber closure modelling.,
PC-38,EV-VN-S014-0919,process_mechanism,VKM-SRC-014,"VKM-SRC-014 p.145 (§5.3.2, Рис. 5.6)",145,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Layered fill applied in chambers whose floor is below the floor of extraction and ventilation drifts. Produces vertically heterogeneous backfill.,
PC-38,EV-VN-S024-0435,process_mechanism,VKM-SRC-024,VKM-SRC-024 p.128 (Прил.1 §2.5.1),128,FACT,DESIGN_VALUE,OTHER_POTASH_SITE,DESIGN,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Implies backfill contains/produces brine inside the mine (hydro-chemical interaction with salt pillars not discussed).,
PC-38,EV-VN-S020-0163,process_mechanism,VKM-SRC-020,VKM-SRC-020 p.25 (§1.4),25,FACT,DESCRIPTIVE,VKM_REGIONAL,MASSIF,HIGH,TEXT_LAYER,EXACT,SUPPORT,Важно для физики мира: закладка работает только после смыкания (зазор) — пороговый/контактный механизм.,
PC-39,EV-VN-S020-0163,process_mechanism,VKM-SRC-020,VKM-SRC-020 p.25 (§1.4),25,FACT,DESCRIPTIVE,VKM_REGIONAL,MASSIF,HIGH,TEXT_LAYER,EXACT,KEY,Важно для физики мира: закладка работает только после смыкания (зазор) — пороговый/контактный механизм.,
PC-39,EV-VN-S014-0986,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.161 (§6.3),161,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,NOT_FOUND,SUPPORT,Causal link to subsidence is the reader's interpretation for the 3D+time world; source only states filling-degree geometry.,
PC-39,EV-VN-S037-0483,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.75 (§4.4 (с.148)),75,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,Implies the mechanical support of slime-filled chambers is weaker than salt-waste fill; relevant to heterogeneous backfill stiffness in a panel.,
PC-39,EV-VN-S037-0472,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.71 (§4.1 (с.141)),71,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_72,SUPPORT,,
PC-39,EV-VN-S014-0418,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.55 (§2.5),55,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-39,EV-VN-S031-0022,process_mechanism,VKM-SRC-031,VKM-SRC-031 p.3 (§Результаты; Выводы),3,DERIVATION,INTERPRETATION,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Важно для 3D+time: нагрузка на целики у старых границ зависит от стадии сдвижения соседнего выработанного пространства — нужна связь стадий с реальным временем (не дана).,
PC-40,EV-VN-S019-0011,process_mechanism,VKM-SRC-019,VKM-SRC-019 p.2 (p.2 item 2),2,ENGINEERING_ASSUMPTION,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_75,KEY,,
PC-40,EV-VN-S014-0924,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.147 (§5.3.2),147,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-40,EV-VN-S025-0659,backfill,VKM-SRC-025,VKM-SRC-025 p.121 (§4.5 p.121),121,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-40,EV-VN-S033-0007,backfill,VKM-SRC-033,VKM-SRC-033 p.1 (Введение),1,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,NOT_FOUND,SUPPORT,,
PC-40,EV-VN-S037-1061,process_mechanism,VKM-SRC-037,"VKM-SRC-037 p.186 (§8.6.7, с.371)",186,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,,
PC-40,EV-VN-S037-1076,process_mechanism,VKM-SRC-037,"VKM-SRC-037 p.188 (§8.6.7, с.374)",188,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,,
PC-41,EV-VN-S011-0691,hydro,VKM-SRC-011,VKM-SRC-011 p.37 (текст с.72),37,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-41,EV-VN-S011-0699,hydro,VKM-SRC-011,VKM-SRC-011 p.37 (текст с.73),37,FACT,MEASURED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-41,EV-VN-S014-0290,hydro,VKM-SRC-014,VKM-SRC-014 p.21 (§1.4),21,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_78,KEY,,
PC-41,EV-VN-S014-0295,hydro,VKM-SRC-014,VKM-SRC-014 p.22 (§1.4),22,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_80,SUPPORT,"Nizhnesolikamsk aquifer lies directly above ПКС / ПП, i.e., the immediate water threat above the water-protective stratum.",
PC-41,EV-VN-S037-0105,hydro,VKM-SRC-037,VKM-SRC-037 p.8 (§1.1.4),8,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-41,EV-VN-S037-0107,hydro,VKM-SRC-037,VKM-SRC-037 p.9 (§1.1.4),9,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_66,SUPPORT,"Printed «пресные» with 0,5—50 г/л — internally odd (fresh water ≤1 g/l); possible misprint (0,5—5,0?). Kept as printed.",
PC-41,EV-VN-S023-0167,hydro,VKM-SRC-023,VKM-SRC-023 p.35 (rendered p.35; §2.3),35,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,DOCX_TEXT,FUZZY_84,SUPPORT,Uncited paragraph; generic VKM statement placed in SKRU-1 section.,
PC-41,EV-VN-S011-3873,hydro,VKM-SRC-011,VKM-SRC-011 p.176 (English SUMMARY 1.3.3 The Fractures; 1.4 Hydrogeology; 2.1),176,FACT,FIELD_OBSERVATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_83,SUPPORT,English SUMMARY (author's translation/abridgement of the Russian text); Russian p.37 line 226 has the same 100–150 m.,
PC-41,EV-VN-S011-0714,hydro,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.75-76 (рассольный горизонт)),39,FACT,MEASURED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Density range 1,003–1,197 g/cm3 appears inconsistent with 'saturated NaCl, ~320 г/дм3' (saturated brine ≈1.2) — lower bound likely refers to weak brines; as printed.",
PC-42,EV-VN-S023-0197,process_mechanism,VKM-SRC-023,"VKM-SRC-023 p.39 (Выводы по гл.2, rendered p.39)",39,UNKNOWN,INTERPRETATION,SKRU1,NOT_APPLICABLE,MEDIUM,DOCX_TEXT,EXACT,KEY,Restated conclusions of ch.2; duplicates EV-GEO-0259 (PARA 240).,
PC-42,EV-VN-S006-0055,process_mechanism,VKM-SRC-006,"VKM-SRC-006 p.24 (§2.2, п. 3.1, с. 24)",24,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Alternative non-mining contributor to observed surface subsidence (confounder for InSAR/levelling signal).,
PC-42,EV-VN-S003-0291,formula,VKM-SRC-003,VKM-SRC-003 p.79 (формула (4.8)),79,FACT,DESCRIPTIVE,GENERAL_METHOD,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,,
PC-42,EV-VN-S011-0701,monitoring_observation,VKM-SRC-011,VKM-SRC-011 p.38 (текст с.74),38,FACT,MEASURED,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Regime (режимные) observations of wells/dug wells exist; possible hydro time series for seasonal loading/level forcing.,
PC-43,EV-VN-S012-0003,process_mechanism,VKM-SRC-012,"VKM-SRC-012 p.5 (Введение, Актуальность)",5,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,MEDIUM,TEXT_LAYER,EXACT,KEY,Motivation of the thesis.,
PC-43,EV-VN-S021-0008,process_mechanism,VKM-SRC-021,VKM-SRC-021 p.1 (введение),1,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-43,EV-VN-S023-0187,hydro,VKM-SRC-023,VKM-SRC-023 p.37 (rendered p.37; §2.4),37,FACT,LITERATURE_CITED,UNSTATED,FIELD,MEDIUM,DOCX_TEXT,EXACT,SUPPORT,"Mine not stated; [29] is a ventilation-recirculation paper, so the inflow numbers' source is unclear. Inflow into salt mines is a key ВЗТ-integrity indicator; date/period of measurement UNKNOWN.",
PC-43,EV-VN-S023-0188,process_mechanism,VKM-SRC-023,VKM-SRC-023 p.37 (rendered p.37; §2.4),37,FACT,LITERATURE_CITED,UNSTATED,FIELD,LOW,DOCX_TEXT,EXACT,SUPPORT,Links to §2.3 claim that faults form filtration channels (EV-RMR-1187).,
PC-43,EV-VN-S040-0071,hydro,VKM-SRC-040,VKM-SRC-040 p.25 (§1.2.2),25,FACT,LITERATURE_CITED,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-43,EV-VN-S040-0073,hydro,VKM-SRC-040,VKM-SRC-040 p.26 (§1.2.2),26,FACT,LITERATURE_CITED,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Evidence of long-term water-inflow/dissolution risk at SKRU-1 shaft; relevant to hydro boundary conditions and shaft protective pillar.,
PC-43,EV-VN-S011-0732,hydro,VKM-SRC-011,"VKM-SRC-011 p.39 (Табл. 1.17 (render 250 dpi clip, confirmed))",39,FACT,LITERATURE_CITED,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,EXACT,SUPPORT,Values visually confirmed against rendered table.,
PC-43,EV-VN-S016-0014,process_mechanism,VKM-SRC-016,"VKM-SRC-016 p.3 (Введение, refs [12-14])",3,FACT,LITERATURE_CITED,NON_VKM,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,"cited [12],[13],[14] (Chinese coal-field literature: Wang et al.; Zhang/Peng?). Authors consider adaptation within modelling promising.",
PC-43,EV-VN-S029-0202,hydro,VKM-SRC-029,VKM-SRC-029 p.114 (Рис. 4.3 (reproduced from [90])),114,FACT,LITERATURE_CITED,NON_VKM,LAB,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,SUPPORT,"Graph-digitized approximate readings from reproduced figure of [90] (Popp/Kern/Schulze). NON-VKM; useful as analogue for dilatancy-permeability coupling (EDZ, water-proof strata integrity).",
PC-44,EV-VN-S011-2728,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.148 (Прилож. 2),148,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,Closure/flooding lifecycle stage exists at VKM; not SKRU-1.,
PC-44,EV-VN-S025-0141,hydro,VKM-SRC-025,VKM-SRC-025 p.19 (§1.3),19,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,,
PC-44,EV-VN-S025-0144,hydro,VKM-SRC-025,VKM-SRC-025 p.20 (§1.3),20,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,,
PC-44,EV-VN-S014-0567,process_mechanism,VKM-SRC-014,"VKM-SRC-014 p.86 (§3.2, Рис. 3.6–3.8)",86,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT_ADJACENT_PAGE,SUPPORT,,
PC-44,EV-VN-S014-0658,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.102 (§3.4),102,FACT,DESCRIPTIVE,BKPRU2,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_68,SUPPORT,,
PC-44,EV-VN-S040-0101,hydro,VKM-SRC-040,VKM-SRC-040 p.36 (§1.3),36,FACT,LITERATURE_CITED,SKRU2,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-44,EV-VN-S012-0745,hydro,VKM-SRC-012,"VKM-SRC-012 p.113 (p.113, p.117, Прил. А)",113,DERIVATION,CALCULATED_BY_AUTHOR,SKRU1_SKRU2_PILLAR,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,No hydraulic modelling; ВЗТ integrity judged by Kt only.,"scope SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (D-17); status FACT→DERIVATION (model/calculated product, not an observation)"
PC-45,EV-VN-S038-0005,process_mechanism,VKM-SRC-038,VKM-SRC-038 p.1 (вводный абзац),1,FACT,INTERPRETATION,BKPRU1,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Failure / out-of-distribution scenario for SKRU-1 world (not a baseline process).Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.,
PC-45,EV-VN-S038-0010,process_mechanism,VKM-SRC-038,"VKM-SRC-038 p.2 (с. 241, 1-я колонка)",2,FACT,INTERPRETATION,BKPRU1,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.,
PC-45,EV-VN-S038-0011,process_mechanism,VKM-SRC-038,"VKM-SRC-038 p.2 (с. 241, 1–2 колонки)",2,FACT,INTERPRETATION,BKPRU1,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,KEY,Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.,
PC-45,EV-VN-S038-0037,process_mechanism,VKM-SRC-038,VKM-SRC-038 p.6 (с. 245),6,FACT,INTERPRETATION,BKPRU1,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT," Text layer is cp1251 mojibake; quote after in-memory cp1251 repair, checked on rendered page.",
PC-45,EV-VN-S038-0008,hydro,VKM-SRC-038,"VKM-SRC-038 p.2 (с. 241, 1-я колонка)",2,DERIVATION,MODEL_CALIBRATED,BKPRU1,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.,scale FIELD→CALIBRATED_EFFECTIVE_MODEL (D-01); status FACT→DERIVATION (D-01: calibrated value)
PC-45,EV-VN-S025-0125,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.16 (§1.3),16,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_64,SUPPORT,,
PC-45,EV-VN-S017-0005,process_mechanism,VKM-SRC-017,VKM-SRC-017 p.1 (Введение),1,FACT,LITERATURE_CITED,BKPRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-45,EV-VN-S012-0216,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.44 (§2.2),44,FACT,INTERPRETATION,SKRU2,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-46,EV-VN-S011-0349,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.22 (§1.3.2),22,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,relevant to SKRU-1: Klestovsky dome with leached potash is on the same Solikamsk uplift as the SKRU-1 Rudnichny dome,
PC-46,EV-VN-S011-0871,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.46 (§2.2 с.91),46,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-46,EV-VN-S011-1806,process_mechanism,VKM-SRC-011,"VKM-SRC-011 p.111 (§3.5, p.220)",111,FACT,FIELD_OBSERVATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-46,EV-VN-S020-0092,process_mechanism,VKM-SRC-020,VKM-SRC-020 p.10 (§1.1),10,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Природные (некарьерные) мульды оседания — важный фоновый процесс/конфаундер для поверхности; зоны карста — элемент 3D-мира (срезанная кровля соли).,
PC-46,EV-VN-S037-0089,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.7 (§1.1.3),7,FACT,DESCRIPTIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,"Поповское и Клестовское поднятия — вблизи г. Соликамска (Рис. 1.4 поз. 15, 17); direct relevance to SKRU-1 not stated.",
PC-46,EV-VN-S037-0309,geophysics,VKM-SRC-037,VKM-SRC-037 p.37 (рис. 2.7 легенда 6),37,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,KEY,Kind used for geological-anomaly map info; no geophysical measurement stated.,
PC-46,EV-VN-S011-0719,claim,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.76),39,FACT,LITERATURE_CITED,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Direct SKRU-1 evidence of karst voids in salt top at shaft 1; shaft sinking date not given here.,
PC-47,EV-VN-S025-0657,hydro,VKM-SRC-025,"VKM-SRC-025 p.121 (§4.5 p.121 cites [24], [35])",121,FACT,LITERATURE_CITED,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,cited_ref [24] Зильбершмидт & Тимантеев; [35]. Moisture skin zone ~0.4-3 m around openings — relevant for near-contour weakening / time-dependent pillar degradation. Mine not specified.,
PC-47,EV-VN-S025-0658,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.121 (§4.5 p.121),121,FACT,LITERATURE_CITED,VKM_REGIONAL,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-47,EV-VN-S025-0678,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.124 (§4.5 pp.122-124),124,FACT,INTERPRETATION,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,KEY,,
PC-47,EV-VN-S025-0681,claim,VKM-SRC-025,VKM-SRC-025 p.125 (§4.5 conclusion p.125),125,FACT,INTERPRETATION,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-47,EV-VN-S033-0005,process_mechanism,VKM-SRC-033,VKM-SRC-033 p.1 (Введение),1,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,MEDIUM,TEXT_LAYER,NOT_FOUND,SUPPORT,,
PC-47,EV-VN-S033-0006,thermal,VKM-SRC-033,VKM-SRC-033 p.1 (Введение),1,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,NOT_FOUND,SUPPORT,Единственное указание на сезонность в этом чанке; для 3D+time: сезонный фактор деградации целиков.,
PC-47,EV-VN-S037-0512,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.80 (§5.1 (с.158)),80,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-48,EV-VN-S011-0726,thermal,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.77),39,FACT,MEASURED,BKPRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,"+8 °C is CALCULATED_BY_AUTHOR; +9–10 and +7,5 measured.",
PC-48,EV-VN-S011-0715,thermal,VKM-SRC-011,VKM-SRC-011 p.39 (текст с.76),39,FACT,MEASURED,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-48,EV-VN-S011-2053,thermal,VKM-SRC-011,VKM-SRC-011 p.123 (стр. 245),123,FACT,LITERATURE_CITED,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,Only thermal datum in this passage: present-day groundwater temperature ~+10 °C cited from [12]; depth/aquifer not specified.,
PC-48,EV-VN-S037-0337,thermal,VKM-SRC-037,"VKM-SRC-037 p.42 (§2.8, с.82)",42,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,"Visually confirmed at 160 dpi. Air temperature in workings (ventilated), NOT rock temperature; no depth/mine given.",
